destino,distancia,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,volta
BRASILIA - DF,1550.0496177682128,2016-05-17,2,2.0,90572,EDSON MEURER BRUM,1489.54,2016-05-19
BRASILIA - DF,1412.6152395992096,2016-05-23,2,1.0,90840,EDSON MEURER BRUM,744.77,2016-05-24
BRASILIA - DF,3239.473296658782,2016-06-12,2,1.0,91221,EDSON MEURER BRUM,744.77,2016-06-13
BRASILIA - DF,3239.473296658782,2016-10-19,2,2.0,93315,EDSON MEURER BRUM,1489.54,2016-10-21
BRASILIA - DF,3239.473296658782,2016-05-04,0,1.0,90320,EDUARDO DEBACCO LOUREIRO,744.77,2016-05-05
BRASILIA - DF,3239.473296658782,2016-07-13,0,0.5,91928,EDUARDO DEBACCO LOUREIRO,372.39,2016-07-13
BRASILIA - DF,3123.889003121361,2016-04-05,2,1.0,89706,ELTON ROBERTO WEBER,744.77,2016-04-06
BRASILIA - DF,3239.473296658782,2016-04-27,2,1.0,90147,ELTON ROBERTO WEBER,744.77,2016-04-28
BRASILIA - DF,3239.473296658782,2016-05-23,4,1.0,90762,ELTON ROBERTO WEBER,744.77,2016-05-24
BRASILIA - DF,1619.736648329391,2016-06-23,4,0.5,91463,ELTON ROBERTO WEBER,372.39,2016-06-23
BRASILIA - DF,3239.473296658782,2016-07-04,3,0.5,91718,ELTON ROBERTO WEBER,372.39,2016-07-04
BRASILIA - DF,1619.736648329391,2016-10-18,2,1.0,93332,ELTON ROBERTO WEBER,744.77,2016-10-19
BRASILIA - DF,3239.473296658782,2016-02-10,2,1.0,88516,FREDERICO CANTORI ANTUNES,744.77,2016-02-11
BRASILIA - DF,1619.736648329391,2016-03-15,2,1.0,89190,FREDERICO CANTORI ANTUNES,744.77,2016-03-16
BRASILIA - DF,3239.473296658782,2016-06-27,2,0.5,91540,FREDERICO CANTORI ANTUNES,372.39,2016-06-27
BRASILIA - DF,1619.736648329391,2016-08-03,2,0.5,92447,FREDERICO CANTORI ANTUNES,372.39,2016-08-03
BRASILIA - DF,3469.590283366728,2016-11-07,2,1.0,93572,FREDERICO CANTORI ANTUNES,744.77,2016-11-08
BRASILIA - DF,3239.473296658782,2016-07-11,2,2.0,91918,GERSON LUÍS DE BORBA,1489.54,2016-07-13
BRASILIA - DF,3239.473296658782,2016-05-24,2,1.0,90874,GILBERTO CAPOANI,744.77,2016-05-25
ARACAJU - SE,5162.109927558424,2016-05-31,0,4.0,91031,GILBERTO CAPOANI,2979.09,2016-06-04
BRASILIA - DF,1619.736648329391,2016-07-05,2,2.0,91960,GILBERTO CAPOANI,1489.54,2016-07-07
BRASILIA - DF,3239.473296658782,2016-10-19,2,2.0,93445,GILBERTO CAPOANI,1489.54,2016-10-21
BRASILIA - DF,3239.473296658782,2016-03-15,2,3.0,89252,GILMAR SOSSELLA,2234.31,2016-03-18
BRASILIA - DF,1728.8817674272518,2016-05-24,2,2.0,90885,GILMAR SOSSELLA,1489.54,2016-05-26
BRASILIA - DF,1619.736648329391,2016-07-05,2,2.0,91786,GILMAR SOSSELLA,1489.54,2016-07-07
CURITIBA - PR,1093.8058409874423,2016-07-28,2,0.5,92306,GILMAR SOSSELLA,372.39,2016-07-28
FOZ DO IGUACU - PR,1197.2890105296633,2016-10-04,2,1.0,93159,GILMAR SOSSELLA,744.77,2016-10-05
BRASILIA - DF,3239.473296658782,2016-10-19,2,1.0,93311,GILMAR SOSSELLA,744.77,2016-10-20
BRASILIA - DF,1480.7758554664747,2016-12-13,2,1.0,94106,GILMAR SOSSELLA,744.77,2016-12-14
BRASILIA - DF,3239.473296658782,2016-12-02,0,0.5,93956,JEFERSON OLIVEIRA FERNANDES,372.39,2016-12-02
SAO PAULO - SP,1705.5986638779646,2016-02-01,2,0.5,88401,JOAO EDEGAR PRETTO,372.39,2016-02-01
QUEDAS DO IGUACU - PR,1070.6400070624272,2016-04-08,0,1.0,89692,JOAO EDEGAR PRETTO,744.77,2016-04-09
SAO PAULO - SP,1705.5986638779646,2016-11-21,2,0.5,93711,JOAO EDEGAR PRETTO,372.39,2016-11-21
BRASILIA - DF,1619.736648329391,2016-12-07,3,1.0,93982,JOAO EDEGAR PRETTO,744.77,2016-12-08
BRASILIA - DF,3239.473296658782,2016-07-06,2,2.0,91783,JOAO ERVINO FISCHER,1489.54,2016-07-08
BRASILIA - DF,3239.473296658782,2016-09-14,2,0.5,93025,JOAO ERVINO FISCHER,372.39,2016-09-14
FLORIANOPOLIS - SC,752.369932397836,2016-11-09,2,2.0,93616,JOAO ERVINO FISCHER,1489.54,2016-11-11
SAO PAULO - SP,1705.5986638779646,2016-02-24,2,2.0,88762,JOÃO OTÁVIO REINELLI,1489.54,2016-02-26
BRASILIA - DF,1619.736648329391,2016-04-26,2,1.0,90047,JOÃO OTÁVIO REINELLI,744.77,2016-04-27
"SAO PAULO - SP,  ARACAJU - SE",3433.8542957181944,2016-05-31,3,4.0,90981,JOÃO OTÁVIO REINELLI,2979.09,2016-06-04
BELO HORIZONTE - MG,2683.66449394082,2016-06-28,4,1.0,91555,JOÃO OTÁVIO REINELLI,744.77,2016-06-29
BRASILIA - DF,3239.473296658782,2016-07-05,3,2.0,91767,JOÃO OTÁVIO REINELLI,1489.54,2016-07-07
RIO DE JANEIRO - RJ,2247.5258357216394,2016-07-20,1,3.0,92274,JOÃO OTÁVIO REINELLI,2234.31,2016-07-23
FLORIANOPOLIS - SC,376.1849661989182,2016-02-18,0,1.0,88730,JORGE CLADISTONE POZZOBOM,744.77,2016-02-19
BRASILIA - DF,1619.736648329391,2016-02-23,2,1.0,88734,JORGE CLADISTONE POZZOBOM,744.77,2016-02-24
SAO PAULO - SP,1705.5986638779646,2016-03-14,2,0.5,89112,JORGE CLADISTONE POZZOBOM,372.39,2016-03-14
"SAO PAULO - SP,  RIO DE JANEIRO - RJ",1976.562249799802,2016-04-12,3,1.0,89791,JORGE CLADISTONE POZZOBOM,744.77,2016-04-13
BRASILIA - DF,3239.473296658782,2016-04-26,2,1.0,90051,JORGE CLADISTONE POZZOBOM,744.77,2016-04-27
"SAO PAULO - SP,  BRASILIA - DF",2472.535980268373,2016-11-23,0,2.0,93839,JORGE CLADISTONE POZZOBOM,1489.54,2016-11-25
BRASILIA - DF,3239.473296658782,2016-10-09,2,1.0,93194,JOSÉ SIDNEY NUNES DE ALMEIDA,744.77,2016-10-10
BRASILIA - DF,3239.473296658782,2016-10-25,2,0.5,93391,JOSÉ SIDNEY NUNES DE ALMEIDA,372.39,2016-10-25
BRASILIA - DF,3239.473296658782,2016-03-10,1,1.0,89101,JULIANO ROSO,744.77,2016-03-11
BRASILIA - DF,3239.473296658782,2016-03-14,1,0.5,89101,JULIANO ROSO,372.39,2016-03-14
BRASILIA - DF,3239.473296658782,2016-05-04,3,1.0,90482,JULIANO ROSO,744.77,2016-05-05
ARACAJU - SE,5162.109927558424,2016-05-31,4,3.0,90988,LIZIANE BAYER DA COSTA,2234.32,2016-06-03
BRASILIA - DF,3239.473296658782,2016-07-19,2,0.5,92184,LIZIANE BAYER DA COSTA,372.39,2016-07-19
FLORIANOPOLIS - SC,601.4574356115112,2016-01-27,0,1.0,88481,LUIS AUGUSTO BARCELLOS LARA,744.77,2016-01-28
BRASILIA - DF,1619.736648329391,2016-03-23,2,0.5,89521,LUIS AUGUSTO BARCELLOS LARA,372.39,2016-03-23
BRASILIA - DF,3239.473296658782,2016-04-14,2,1.0,90085,LUIS AUGUSTO BARCELLOS LARA,744.77,2016-04-15
BRASILIA - DF,1619.736648329391,2016-05-18,2,0.5,90927,LUIS AUGUSTO BARCELLOS LARA,372.39,2016-05-18
BRASILIA - DF,3239.473296658782,2016-04-27,2,1.0,90057,LUIZ FERNANDO MAINARDI,744.77,2016-04-28
BRASILIA - DF,1619.736648329391,2016-12-02,2,1.0,93938,LUIZ FERNANDO MAINARDI,744.77,2016-12-03
BRASILIA - DF,3239.473296658782,2016-03-15,2,1.0,89246,MANUELA PINTO VIEIRA D\' AVILA,744.77,2016-03-16
SAO PAULO - SP,1705.5986638779646,2016-07-29,0,1.0,92237,MANUELA PINTO VIEIRA D\' AVILA,744.77,2016-07-30
SAO PAULO - SP,1705.5986638779646,2016-12-02,0,1.0,93963,MANUELA PINTO VIEIRA D\' AVILA,744.77,2016-12-03
BRASILIA - DF,3239.473296658782,2016-06-13,1,2.0,91264,MARCELO PIRES MORAES,1489.54,2016-06-15
BRASILIA - DF,1619.736648329391,2016-10-09,2,3.0,93272,MARCELO PIRES MORAES,2234.31,2016-10-12
BRASILIA - DF,1619.736648329391,2016-10-17,2,2.0,93302,MARCELO PIRES MORAES,1489.54,2016-10-19
"CONCORDIA - SC,  CURITIBA - PR",867.8292158906106,2016-04-10,0,3.0,89810,MARLON ARATOR SANTOS DA ROSA,2234.31,2016-04-13
BRASILIA - DF,3239.473296658782,2016-02-23,2,2.0,88728,MAURICIO ALEXANDRE DZIEDRICKI,1489.54,2016-02-25
BRASILIA - DF,3239.473296658782,2016-03-10,2,1.0,89152,MAURICIO ALEXANDRE DZIEDRICKI,744.77,2016-03-11
"BRASILIA - DF,  SAO PAULO - SP",2472.535980268374,2016-04-28,3,1.0,90214,MAURICIO ALEXANDRE DZIEDRICKI,744.77,2016-04-29
"BRASILIA - DF,  BELEM - PA",4811.27216664607,2016-05-11,4,2.0,90631,MAURICIO ALEXANDRE DZIEDRICKI,1489.54,2016-05-13
CURITIBA - PR,1093.8058409874423,2016-08-11,2,1.0,92574,MAURICIO ALEXANDRE DZIEDRICKI,744.77,2016-08-12
BRASILIA - DF,3239.473296658782,2016-11-30,2,0.5,93856,MAURICIO ALEXANDRE DZIEDRICKI,372.39,2016-11-30
BRASILIA - DF,3239.473296658782,2016-07-14,2,0.5,91773,MIRIAM PAZ GARCEZ MARRONI,372.39,2016-07-14
BRASILIA - DF,3239.473296658782,2016-03-22,0,1.0,89443,NELSON LUIZ DA SILVA,744.77,2016-03-23
BRASILIA - DF,1619.736648329391,2016-07-05,2,2.0,91882,NELSON LUIZ DA SILVA,1489.54,2016-07-07
BRASILIA - DF,3239.473296658782,2016-11-27,2,1.0,93840,NELSON LUIZ DA SILVA,744.77,2016-11-28
BRASILIA - DF,3239.473296658782,2016-04-27,2,0.5,90084,PEDRO LUIZ FAGUNDES RUAS,372.39,2016-04-27
BRASILIA - DF,3239.473296658782,2016-03-03,2,1.0,88941,REGINA MARIA BECKER,744.77,2016-03-04
SAO PAULO - SP,1705.5986638779646,2016-10-18,2,1.0,93323,REGINA MARIA BECKER,744.77,2016-10-19
BRASILIA - DF,3239.473296658782,2016-02-23,2,1.0,88978,RONALDO SANTINI,744.77,2016-02-24
BRASILIA - DF,3239.473296658782,2016-03-16,2,1.0,89394,RONALDO SANTINI,744.77,2016-03-17
BRASILIA - DF,1619.736648329391,2016-04-14,2,1.0,89853,RONALDO SANTINI,744.77,2016-04-15
BRASILIA - DF,3239.473296658782,2016-04-27,2,1.0,90091,RONALDO SANTINI,744.77,2016-04-28
BRASILIA - DF,1619.736648329391,2016-05-11,2,1.0,90562,RONALDO SANTINI,744.77,2016-05-12
ARACAJU - SE,5162.109927558424,2016-06-01,2,2.0,90972,RONALDO SANTINI,1489.54,2016-06-03
BRASILIA - DF,3109.595256568901,2016-06-26,2,1.0,91496,RONALDO SANTINI,744.77,2016-06-27
BRASILIA - DF,1532.8753979392973,2016-11-06,2,4.0,93611,RONALDO SANTINI,2979.08,2016-11-10
BRASILIA - DF,3239.473296658782,2016-04-12,2,3.0,89982,SERGIO BERGONSI TURRA,2234.31,2016-04-15
BRASILIA - DF,1619.736648329391,2016-07-06,3,1.0,91859,SERGIO BERGONSI TURRA,744.77,2016-07-07
BRASILIA - DF,3239.473296658782,2016-08-01,2,3.0,92502,SERGIO BERGONSI TURRA,2234.31,2016-08-04
BRASILIA - DF,3239.473296658782,2016-11-08,2,3.0,93645,SERGIO BERGONSI TURRA,2234.31,2016-11-11
SAO PAULO - SP,795.2276081625131,2016-07-23,2,2.0,92126,SERGIO PERES ALÓS,1489.54,2016-07-25
BRASILIA - DF,3239.473296658782,2016-12-13,2,2.0,94129,SERGIO PERES ALÓS,1489.54,2016-12-15
BRASILIA - DF,1619.736648329391,2016-03-15,2,2.0,89223,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2016-03-17
BRASILIA - DF,3239.473296658782,2016-04-12,2,2.0,89932,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2016-04-14
BRASILIA - DF,1619.736648329391,2016-04-26,2,1.0,90134,SILVANA MARIA FRANCISCATTO COVATTI,744.77,2016-04-27
"ARACAJU - SE,  BRASILIA - DF",4200.791612108605,2016-05-31,3,3.0,90935,SILVANA MARIA FRANCISCATTO COVATTI,2234.32,2016-06-03
BRASILIA - DF,3239.473296658782,2016-07-06,2,2.0,91803,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2016-07-08
BRASILIA - DF,3239.473296658782,2016-07-13,2,2.0,91957,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2016-07-15
BRASILIA - DF,1619.736648329391,2016-08-16,2,1.0,92669,SILVANA MARIA FRANCISCATTO COVATTI,744.77,2016-08-17
BRASILIA - DF,3239.473296658782,2016-10-19,2,2.0,93322,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2016-10-21
SAO PAULO - SP,1705.5986638779646,2016-11-10,2,2.0,93635,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2016-11-12
BRASILIA - DF,3239.473296658782,2016-02-18,2,1.0,88589,STELA BEATRIZ FARIAS LOPES,744.77,2016-02-19
BRASILIA - DF,3239.473296658782,2016-04-06,2,1.0,89617,STELA BEATRIZ FARIAS LOPES,744.77,2016-04-07
BRASILIA - DF,3239.473296658782,2016-05-10,2,2.0,90434,STELA BEATRIZ FARIAS LOPES,1489.54,2016-05-12
BRASILIA - DF,3239.473296658782,2016-04-27,2,1.0,90114,TARCISIO JOÃO ZIMMERMANN,744.77,2016-04-28
BRASILIA - DF,3239.473296658782,2016-12-02,2,1.0,93894,TARCISIO JOÃO ZIMMERMANN,744.77,2016-12-03
BRASILIA - DF,1619.736648329391,2016-03-16,2,2.0,89461,VILMAR PERIN ZANCHIN,1489.54,2016-03-18
BRASILIA - DF,3239.473296658782,2016-04-27,2,2.0,90373,VILMAR PERIN ZANCHIN,1489.54,2016-04-29
BRASILIA - DF,1619.736648329391,2016-05-24,2,1.0,90934,VILMAR PERIN ZANCHIN,744.77,2016-05-25
ARACAJU - SE,5162.109927558424,2016-06-01,1,2.0,91172,VILMAR PERIN ZANCHIN,1489.54,2016-06-03
BRASILIA - DF,3239.473296658782,2016-06-23,2,1.0,91465,VILMAR PERIN ZANCHIN,744.77,2016-06-24
BRASILIA - DF,3239.473296658782,2016-08-11,2,1.0,92623,VILMAR PERIN ZANCHIN,744.77,2016-08-12
BRASILIA - DF,3239.473296658782,2016-11-07,2,2.0,93740,VILMAR PERIN ZANCHIN,1489.54,2016-11-09
BRASILIA - DF,3239.473296658782,2016-11-30,2,2.0,93954,VILMAR PERIN ZANCHIN,1489.5500000000004,2016-12-02
CURITIBA - PR,1093.8058409874423,2016-06-13,2,1.0,91229,VOLMIR JOSE MIKI BREIER,744.77,2016-06-14
BRASILIA - DF,3239.473296658782,2016-07-07,2,1.0,91985,VOLMIR JOSE MIKI BREIER,744.77,2016-07-08
CURITIBA - PR,1093.8058409874423,2016-07-25,2,1.0,92204,VOLMIR JOSE MIKI BREIER,744.77,2016-07-26
SAO PAULO - SP,1705.5986638779646,2016-08-31,2,1.0,92864,VOLMIR JOSE MIKI BREIER,744.78,2016-09-01
BRASILIA - DF,3239.473296658782,2016-10-20,2,1.0,93328,VOLMIR JOSE MIKI BREIER,744.77,2016-10-21
SAO PAULO - SP,1705.5986638779646,2016-11-23,2,1.0,93829,VOLMIR JOSE MIKI BREIER,744.77,2016-11-24
RIO DE JANEIRO - RJ,2247.5258357216394,2016-11-30,2,0.5,93921,VOLMIR JOSE MIKI BREIER,372.39,2016-11-30
"BRASILIA - DF,  CURITIBA - PR",2166.6395688231128,2016-12-14,2,1.0,94193,VOLMIR JOSE MIKI BREIER,744.77,2016-12-15
SAO PAULO - SP,1705.5986638779646,2016-03-19,1,1.0,89318,VOLNEI DA SILVA ALVES,744.77,2016-03-20
BRASILIA - DF,1619.736648329391,2016-04-27,2,0.5,90185,VOLNEI DA SILVA ALVES,372.39,2016-04-27
BRASILIA - DF,3239.473296658782,2016-10-26,2,0.5,93420,VOLNEI DA SILVA ALVES,372.39,2016-10-26
BRASILIA - DF,3239.473296658782,2016-11-23,2,0.5,93759,VOLNEI DA SILVA ALVES,372.39,2016-11-23
SAO PAULO - SP,852.7993319389823,2016-12-09,2,1.0,94077,VOLNEI DA SILVA ALVES,744.77,2016-12-10
BRASILIA - DF,3239.473296658782,2016-06-29,2,1.0,91595,ZILA MARIA BREITENBACH,744.77,2016-06-30
SAO PAULO - SP,986.3998954161805,2017-01-26,2,1.0,94392,ADAO ROBERTO RODRIGUES VILLAVERDE,744.77,2017-01-27
BRASILIA - DF,3239.473296658782,2017-02-20,3,1.0,94803,ADAO ROBERTO RODRIGUES VILLAVERDE,744.77,2017-02-21
BRASILIA - DF,3239.473296658782,2017-08-23,3,0.5,99064,ADAO ROBERTO RODRIGUES VILLAVERDE,372.39,2017-08-23
CAMPINA GRANDE - PB,3000.1305775422607,2017-09-20,4,2.0,99754,ADAO ROBERTO RODRIGUES VILLAVERDE,1489.54,2017-09-22
SAO PAULO - SP,1705.5986638779646,2017-12-14,2,1.0,101884,ADAO ROBERTO RODRIGUES VILLAVERDE,744.77,2017-12-15
BRASILIA - DF,3239.473296658782,2017-11-01,2,0.5,100981,ADILSON TROCA,372.39,2017-11-01
BRASILIA - DF,1622.2490425741455,2017-03-19,3,3.0,95474,ADOLFO JOSE BRITO,2234.31,2017-03-22
BRASILIA - DF,3239.473296658782,2017-04-05,2,1.0,95884,ADOLFO JOSE BRITO,744.77,2017-04-06
FOZ DO IGUACU - PR,1090.6034285869223,2017-06-07,2,3.0,97318,ADOLFO JOSE BRITO,2234.31,2017-06-10
FLORIANOPOLIS - SC,376.1849661989182,2017-06-28,2,1.0,97750,ADOLFO JOSE BRITO,744.77,2017-06-29
BRASILIA - DF,3239.473296658782,2017-07-31,3,1.0,98561,ADOLFO JOSE BRITO,744.78,2017-08-01
BRASILIA - DF,3239.473296658782,2017-09-26,2,1.0,99964,ADOLFO JOSE BRITO,744.77,2017-09-27
BRASILIA - DF,3239.473296658782,2017-10-09,2,2.0,100504,ADOLFO JOSE BRITO,1489.54,2017-10-11
FLORIANOPOLIS - SC,376.1849661989182,2017-10-19,2,0.5,100506,ADOLFO JOSE BRITO,372.39,2017-10-19
BRASILIA - DF,1410.3877960820087,2017-03-09,2,0.5,95016,ALTEMIR ANTONIO TORTELLI,372.39,2017-03-09
BRASILIA - DF,1619.736648329391,2017-03-22,2,0.5,95451,ALTEMIR ANTONIO TORTELLI,372.39,2017-03-22
CHAPECO - SC,1349.1203385741755,2017-03-23,0,1.0,95527,ALTEMIR ANTONIO TORTELLI,744.77,2017-03-24
BRASILIA - DF,3158.7736917367547,2017-03-27,2,1.0,95585,ALTEMIR ANTONIO TORTELLI,744.77,2017-03-28
CHAPECO - SC,706.0368974876503,2017-05-12,0,1.0,96735,ALTEMIR ANTONIO TORTELLI,744.77,2017-05-13
FORTALEZA - CE,6431.247468224796,2017-07-27,2,1.0,98251,ALTEMIR ANTONIO TORTELLI,744.77,2017-07-28
BRASILIA - DF,3239.473296658782,2017-02-13,2,2.0,94602,ALVARO DAVI BOESSIO,1489.54,2017-02-15
CAMPO GRANDE - MS,2233.8603090173574,2017-04-09,3,3.0,96014,ALVARO DAVI BOESSIO,2234.31,2017-04-12
FOZ DO IGUACU - PR,1197.2890105296633,2017-06-06,2,2.0,97100,ALVARO DAVI BOESSIO,1489.54,2017-06-08
LUZIANIA - GO,3136.329261708611,2017-07-30,2,4.0,98718,ALVARO DAVI BOESSIO,2979.08,2017-08-03
BRASILIA - DF,3239.473296658782,2017-05-01,2,2.0,96429,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1489.54,2017-05-03
BRASILIA - DF,3239.473296658782,2017-09-27,2,2.0,99963,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,1489.54,2017-09-29
BRASILIA - DF,3239.473296658782,2017-02-15,3,0.5,94621,ANY MACHADO ORTIZ,372.39,2017-02-15
"BRASILIA - DF,  SAO PAULO - SP",2472.535980268374,2017-03-14,3,1.0,95233,ANY MACHADO ORTIZ,744.77,2017-03-15
BRASILIA - DF,3239.473296658782,2017-03-30,2,0.5,95692,ANY MACHADO ORTIZ,372.39,2017-03-30
FOZ DO IGUACU - PR,1197.2890105296633,2017-06-07,2,1.0,97300,ANY MACHADO ORTIZ,744.77,2017-06-08
BRASILIA - DF,3239.473296658782,2017-06-22,2,1.0,97584,ANY MACHADO ORTIZ,744.77,2017-06-23
FLORIANOPOLIS - SC,752.369932397836,2017-09-27,2,0.5,99856,ANY MACHADO ORTIZ,372.39,2017-09-27
BRASILIA - DF,3239.473296658782,2017-11-08,2,1.0,100954,ANY MACHADO ORTIZ,744.77,2017-11-09
BRASILIA - DF,3239.473296658782,2017-02-02,2,1.0,94456,CIRO CARLOS EMERIM SIMONI,744.77,2017-02-03
SAO PAULO - SP,1705.5986638779646,2017-02-16,2,1.0,94647,CIRO CARLOS EMERIM SIMONI,744.77,2017-02-17
CURITIBA - PR,1093.8058409874423,2017-05-14,2,1.0,96326,CIRO CARLOS EMERIM SIMONI,744.77,2017-05-15
FOZ DO IGUACU - PR,1197.2890105296633,2017-06-06,2,4.0,96871,CIRO CARLOS EMERIM SIMONI,2979.08,2017-06-10
BRASILIA - DF,3239.473296658782,2017-02-14,2,2.0,94774,EDSON MEURER BRUM,1489.54,2017-02-16
BRASILIA - DF,3239.473296658782,2017-02-20,2,0.5,94697,EDUARDO DEBACCO LOUREIRO,372.39,2017-02-20
BRASILIA - DF,3239.473296658782,2017-07-31,0,1.0,98542,EDUARDO DEBACCO LOUREIRO,744.78,2017-08-01
BRASILIA - DF,3239.473296658782,2017-10-09,0,1.0,100235,EDUARDO DEBACCO LOUREIRO,744.77,2017-10-10
BRASILIA - DF,3461.3633779717456,2017-03-09,2,0.5,95146,EDUARDO RAFAEL VIERA OLIVERA,372.39,2017-03-09
BRASILIA - DF,3239.473296658782,2017-03-14,0,0.5,95202,EDUARDO RAFAEL VIERA OLIVERA,372.39,2017-03-14
BRASILIA - DF,3239.473296658782,2017-04-26,0,0.5,96383,EDUARDO RAFAEL VIERA OLIVERA,372.39,2017-04-26
BRASILIA - DF,3239.473296658782,2017-05-16,2,2.0,96800,EDUARDO RAFAEL VIERA OLIVERA,1489.54,2017-05-18
CURITIBA - PR,1093.8058409874423,2017-08-27,0,1.0,99293,EDUARDO RAFAEL VIERA OLIVERA,744.77,2017-08-28
BRASILIA - DF,3239.473296658782,2017-10-09,0,2.0,100499,EDUARDO RAFAEL VIERA OLIVERA,1489.54,2017-10-11
BRASILIA - DF,3239.473296658782,2017-02-14,3,2.0,94622,ELTON ROBERTO WEBER,1489.54,2017-02-16
BRASILIA - DF,1462.369502126555,2017-03-13,2,2.0,95214,ELTON ROBERTO WEBER,1489.54,2017-03-15
BRASILIA - DF,3239.473296658782,2017-05-02,4,1.0,96484,ELTON ROBERTO WEBER,744.77,2017-05-03
BRASILIA - DF,3239.473296658782,2017-10-11,2,0.5,100524,ELTON ROBERTO WEBER,372.39,2017-10-11
FLORIANOPOLIS - SC,752.369932397836,2017-03-27,2,0.5,95557,FREDERICO CANTORI ANTUNES,372.39,2017-03-27
BRASILIA - DF,3239.473296658782,2017-05-16,2,1.0,96763,FREDERICO CANTORI ANTUNES,744.77,2017-05-17
BRASILIA - DF,3239.473296658782,2017-06-01,2,1.0,97261,FREDERICO CANTORI ANTUNES,744.77,2017-06-02
FOZ DO IGUACU - PR,1197.2890105296633,2017-06-06,2,2.0,97377,FREDERICO CANTORI ANTUNES,1489.54,2017-06-08
"BOA VISTA - RR,  BRASILIA - DF",5408.270573780332,2017-08-08,4,3.0,98851,FREDERICO CANTORI ANTUNES,2234.31,2017-08-11
BRASILIA - DF,1619.736648329391,2017-09-27,2,1.0,100067,FREDERICO CANTORI ANTUNES,744.77,2017-09-28
"BRASILIA - DF,  SAO PAULO - SP",1619.736648329391,2017-11-08,3,1.0,101117,FREDERICO CANTORI ANTUNES,744.77,2017-11-09
BRASILIA - DF,3239.473296658782,2017-12-06,2,2.0,101789,FREDERICO CANTORI ANTUNES,1489.54,2017-12-08
FOZ DO IGUACU - PR,598.6445052648314,2017-06-06,0,3.0,97418,GERSON BURMANN,2234.31,2017-06-09
BRASILIA - DF,3239.473296658782,2017-08-21,0,2.0,99094,GERSON BURMANN,1489.54,2017-08-23
BRASILIA - DF,3239.473296658782,2017-06-27,2,3.0,97888,GERSON LUÍS DE BORBA,2234.31,2017-06-30
BRASILIA - DF,3239.473296658782,2017-07-31,2,2.0,98569,GERSON LUÍS DE BORBA,1489.5500000000004,2017-08-02
BRASILIA - DF,1619.736648329391,2017-02-13,0,3.0,94690,GILBERTO CAPOANI,2234.31,2017-02-16
BRASILIA - DF,3239.473296658782,2017-06-20,2,3.0,97656,GILBERTO CAPOANI,2234.31,2017-06-23
BRASILIA - DF,3239.473296658782,2017-08-20,2,3.0,99027,GILBERTO CAPOANI,2234.31,2017-08-23
BRASILIA - DF,1619.736648329391,2017-10-24,1,2.0,100665,GILBERTO CAPOANI,1489.54,2017-10-26
BRASILIA - DF,1428.1678701241572,2017-11-28,2,2.0,101499,GILBERTO CAPOANI,1489.54,2017-11-30
"BRASILIA - DF,  SAO PAULO - SP",1462.369502126555,2017-03-14,3,1.0,95342,GILMAR SOSSELLA,744.77,2017-03-15
BRASILIA - DF,1619.736648329391,2017-03-28,2,2.0,95724,GILMAR SOSSELLA,1489.54,2017-03-30
BRASILIA - DF,1619.736648329391,2017-04-25,2,2.0,96325,GILMAR SOSSELLA,1489.54,2017-04-27
BRASILIA - DF,3239.473296658782,2017-05-16,2,2.0,96845,GILMAR SOSSELLA,1489.54,2017-05-18
BRASILIA - DF,1619.736648329391,2017-06-05,2,3.0,97282,GILMAR SOSSELLA,2234.31,2017-06-08
BRASILIA - DF,3098.974154392217,2017-08-20,2,3.0,99071,GILMAR SOSSELLA,2234.31,2017-08-23
BRASILIA - DF,1619.736648329391,2017-09-13,2,1.0,99588,GILMAR SOSSELLA,744.77,2017-09-14
BRASILIA - DF,3239.473296658782,2017-10-09,2,2.0,100305,GILMAR SOSSELLA,1489.54,2017-10-11
BRASILIA - DF,3239.473296658782,2017-10-30,2,2.0,100864,GILMAR SOSSELLA,1489.54,2017-11-01
CHAPECO - SC,706.0368974876503,2017-08-14,4,1.0,98912,JEFERSON OLIVEIRA FERNANDES,744.77,2017-08-15
SAO PAULO - SP,1705.5986638779646,2017-02-02,2,1.0,94462,JOAO EDEGAR PRETTO,744.77,2017-02-03
"BRASILIA - DF,  SAO PAULO - SP",2472.535980268374,2017-03-14,3,1.0,95205,JOAO EDEGAR PRETTO,744.77,2017-03-15
BRASILIA - DF,1619.736648329391,2017-08-23,2,0.5,99050,JOAO EDEGAR PRETTO,372.39,2017-08-23
RIO DE JANEIRO - RJ,2247.5258357216394,2017-10-02,0,1.0,100197,JOAO EDEGAR PRETTO,744.77,2017-10-03
BRASILIA - DF,1619.736648329391,2017-11-08,2,0.5,100959,JOAO EDEGAR PRETTO,372.39,2017-11-08
"CASCAVEL - PR,  FRANCISCO BELTRAO - PR,  FOZ DO IGUACU - PR,  PATO BRANCO - PR",1324.702513568246,2017-07-25,0,4.0,98627,JOAO ERVINO FISCHER,2979.08,2017-07-29
