"mes","solicitante","passagens","combustiveis","diarias","distancia","viagens","dias.fora","gastos.totais"
2016-02-01,"LIZIANE BAYER DA COSTA",0,2690.16,1177.78,538.861007220352,1,2,2690.16
2016-03-01,"LIZIANE BAYER DA COSTA",0,3089.17,1472.24,968.134765243625,3,2,3089.17
2016-04-01,"LIZIANE BAYER DA COSTA",0,3060.8,3256.22,2771.30191142239,3,5,3060.8
2016-05-01,"LIZIANE BAYER DA COSTA",2295.33,1266.23,2823.21,5362.9466454952,2,4,3561.56
2016-06-01,"LIZIANE BAYER DA COSTA",0,2654.75,1766.67,1119.96506028429,2,3,2654.75
2016-07-01,"LIZIANE BAYER DA COSTA",6128.2,2991.58,961.28,3752.52745599002,2,1,9119.78
2016-08-01,"LIZIANE BAYER DA COSTA",0,3091.09,1766.67,564.662839521477,2,3,3091.09
2016-09-01,"LIZIANE BAYER DA COSTA",0,1492.57,1472.24,2244.36057073788,4,1,1492.57
2016-10-01,"LIZIANE BAYER DA COSTA",0,3089.82,1177.78,692.166258353411,1,2,3089.82
2016-11-01,"LIZIANE BAYER DA COSTA",0,2898.21,1177.78,571.758787220736,1,2,2898.21
2016-12-01,"LIZIANE BAYER DA COSTA",1419.86,2061.25,0,0,0,0,3481.11
2017-01-01,"LIZIANE BAYER DA COSTA",0,3091,588.89,835.206621050456,1,1,3091
2017-02-01,"LIZIANE BAYER DA COSTA",2592.76,2891.33,3256.21,3994.37747216848,2,5,5484.09
2017-03-01,"LIZIANE BAYER DA COSTA",0,3090.8,3238.9,1976.71339531035,3,5,3090.8
2017-04-01,"LIZIANE BAYER DA COSTA",0,3090.97,2355.58,1806.92590931007,5,3,3090.97
2017-05-01,"LIZIANE BAYER DA COSTA",3186.26,3091.52,2511.44,4414.00836958355,2,4,6277.78
2017-06-01,"LIZIANE BAYER DA COSTA",0,3090.41,3039.71,1666.17671904233,3,4,3090.41
2017-07-01,"LIZIANE BAYER DA COSTA",0,2933,2355.56,1077.76885712561,3,4,2933
2017-08-01,"LIZIANE BAYER DA COSTA",7015.37,3091.59,11131.47,20808.9991104101,3,10,10106.96
2017-09-01,"LIZIANE BAYER DA COSTA",943.74,1416.49,3256.22,3463.50040864362,3,5,2360.23
2017-10-01,"LIZIANE BAYER DA COSTA",0,3091.34,2061.12,1647.12673865438,3,3,3091.34
2017-11-01,"LIZIANE BAYER DA COSTA",0,2570.21,1333.66,3751.59916891828,2,2,2570.21
2017-12-01,"LIZIANE BAYER DA COSTA",5624.56,2276.28,2078.43,6565.76566065406,2,3,7900.84
2015-02-01,"IBSEN VALLS PINHEIRO",0,0,0,0,0,0,0
2015-03-01,"IBSEN VALLS PINHEIRO",0,286.56,0,0,0,0,286.56
2015-04-01,"IBSEN VALLS PINHEIRO",0,234.71,0,0,0,0,234.71
2015-05-01,"IBSEN VALLS PINHEIRO",0,268.33,0,0,0,0,268.33
2015-06-01,"IBSEN VALLS PINHEIRO",1365.36,134.83,0,0,0,0,1500.19
2015-07-01,"IBSEN VALLS PINHEIRO",0,115.03,0,0,0,0,115.03
2015-08-01,"IBSEN VALLS PINHEIRO",2308.36,414.39,0,0,0,0,2722.75
2015-09-01,"IBSEN VALLS PINHEIRO",0,284.31,0,0,0,0,284.31
2015-10-01,"IBSEN VALLS PINHEIRO",0,270.82,0,0,0,0,270.82
2015-11-01,"IBSEN VALLS PINHEIRO",0,453.3,0,0,0,0,453.3
2015-12-01,"IBSEN VALLS PINHEIRO",0,382.66,0,0,0,0,382.66
2016-01-01,"IBSEN VALLS PINHEIRO",0,0,0,0,0,0,0
2016-02-01,"IBSEN VALLS PINHEIRO",0,351.52,0,0,0,0,351.52
2016-03-01,"IBSEN VALLS PINHEIRO",0,405.64,0,0,0,0,405.64
2016-04-01,"IBSEN VALLS PINHEIRO",0,322.09,0,0,0,0,322.09
2016-05-01,"IBSEN VALLS PINHEIRO",0,328.89,0,0,0,0,328.89
2016-06-01,"IBSEN VALLS PINHEIRO",0,299.77,0,0,0,0,299.77
2016-07-01,"IBSEN VALLS PINHEIRO",0,305.9,0,0,0,0,305.9
2016-08-01,"IBSEN VALLS PINHEIRO",0,478.62,0,0,0,0,478.62
2016-09-01,"IBSEN VALLS PINHEIRO",0,248.7,0,0,0,0,248.7
2016-10-01,"IBSEN VALLS PINHEIRO",0,528.26,0,0,0,0,528.26
2016-11-01,"IBSEN VALLS PINHEIRO",0,489.48,0,0,0,0,489.48
2016-12-01,"IBSEN VALLS PINHEIRO",0,292,0,0,0,0,292
2017-01-01,"IBSEN VALLS PINHEIRO",0,0,0,0,0,0,0
2017-02-01,"IBSEN VALLS PINHEIRO",0,513.25,0,0,0,0,513.25
2017-03-01,"IBSEN VALLS PINHEIRO",0,473.61,0,0,0,0,473.61
2017-04-01,"IBSEN VALLS PINHEIRO",0,222,0,0,0,0,222
2017-05-01,"IBSEN VALLS PINHEIRO",0,236.59,0,0,0,0,236.59
2017-06-01,"IBSEN VALLS PINHEIRO",0,477.63,0,0,0,0,477.63
2017-07-01,"IBSEN VALLS PINHEIRO",0,168.84,0,0,0,0,168.84
2017-08-01,"IBSEN VALLS PINHEIRO",0,220.82,0,0,0,0,220.82
2017-09-01,"IBSEN VALLS PINHEIRO",0,258.61,0,0,0,0,258.61
2017-10-01,"IBSEN VALLS PINHEIRO",0,274.13,0,0,0,0,274.13
2017-11-01,"IBSEN VALLS PINHEIRO",0,270.2,0,0,0,0,270.2
2017-12-01,"IBSEN VALLS PINHEIRO",0,273.81,0,0,0,0,273.81
2015-02-01,"EDSON MEURER BRUM",0,620.01,2000.5,3549.30048277113,2,2,620.01
2015-03-01,"EDSON MEURER BRUM",0,120,2355.57,857.427735829308,2,3,120
2015-04-01,"EDSON MEURER BRUM",5433.68,1158.89,1472.24,745.728993629741,3,1,6592.57
2015-05-01,"EDSON MEURER BRUM",0,1973.16,7456.41,5694.25585985212,6,9,1973.16
2015-06-01,"EDSON MEURER BRUM",2692.46,1655.33,883.34,186.669251171633,1,1,4347.79
2015-07-01,"EDSON MEURER BRUM",0,2124.21,1177.79,1185.69209476023,2,1,2124.21
2015-08-01,"EDSON MEURER BRUM",3448.72,1996.58,4589.89,6535.92867097316,4,5,5445.3
2015-09-01,"EDSON MEURER BRUM",0,2001.95,1550.17,3692.90741595639,3,2,2001.95
2015-10-01,"EDSON MEURER BRUM",0,2084.65,666.83,3452.77890959053,2,1,2084.65
2015-11-01,"EDSON MEURER BRUM",0,2069.87,883.34,1054.30429401831,2,1,2069.87
2015-12-01,"EDSON MEURER BRUM",0,2257.9,0,0,0,0,2257.9
2016-01-01,"EDSON MEURER BRUM",0,1450.93,0,0,0,0,1450.93
2016-02-01,"EDSON MEURER BRUM",0,3077.05,2078.43,3498.56288361549,2,3,3077.05
2016-03-01,"EDSON MEURER BRUM",0,3091.71,2061.12,1339.9109885751,3,3,3091.71
2016-04-01,"EDSON MEURER BRUM",0,3076.15,2650.01,1707.58343475613,4,4,3076.15
2016-05-01,"EDSON MEURER BRUM",5400.08,3091.7,6945.44,8461.24982572056,7,10,8491.78
2016-06-01,"EDSON MEURER BRUM",3343.1,3091.71,1628.11,4600.27969648394,3,2,6434.81
2016-07-01,"EDSON MEURER BRUM",0,3091.71,3533.37,1642.63460585927,8,3,3091.71
2016-08-01,"EDSON MEURER BRUM",0,3091.69,4711.14,3209.13463475692,7,6,3091.69
2016-09-01,"EDSON MEURER BRUM",0,2221.35,0,0,0,0,2221.35
2016-10-01,"EDSON MEURER BRUM",2857.05,3091.71,1489.54,3239.47329665878,1,2,5948.76
2016-11-01,"EDSON MEURER BRUM",3119.82,3090.85,11704.32,30118.9051939585,1,8,6210.67
2016-12-01,"EDSON MEURER BRUM",0,3091.58,0,0,0,0,3091.58
2017-01-01,"EDSON MEURER BRUM",0,3091.3,1766.7,1175.46143002268,6,0,3091.3
2017-02-01,"EDSON MEURER BRUM",4398.84,3008.61,1489.54,3239.47329665878,1,2,7407.45
2017-03-01,"EDSON MEURER BRUM",0,3091.42,2650.02,2539.22978674626,6,3,3091.42
2017-04-01,"EDSON MEURER BRUM",0,3091.68,8423.66,15954.3095298304,3,7,3091.68
2017-05-01,"EDSON MEURER BRUM",5703.7,3091.47,2650.02,1880.6494879338,4,4,8795.17
2017-06-01,"EDSON MEURER BRUM",0,3080.39,1177.79,1299.17200372971,3,1,3080.39
2017-07-01,"EDSON MEURER BRUM",0,3091.57,294.45,234.119722154163,1,0,3091.57
2017-08-01,"EDSON MEURER BRUM",3108.41,3090.76,588.9,423.631093626691,2,0,6199.17
2017-09-01,"EDSON MEURER BRUM",0,3069.66,3827.82,3081.842343803,9,3,3069.66
2017-10-01,"EDSON MEURER BRUM",1320.74,2879.33,883.35,655.677721088607,3,0,4200.07
2017-11-01,"EDSON MEURER BRUM",0,2320.02,2355.57,1197.01859538978,3,3,2320.02
2017-12-01,"EDSON MEURER BRUM",0,3076.63,294.45,187.514702722455,1,0,3076.63
2015-02-01,"ADILSON TROCA",0,1583.82,294.45,874.518641355248,1,0,1583.82
2015-03-01,"ADILSON TROCA",0,1638.96,0,0,0,0,1638.96
2015-04-01,"ADILSON TROCA",0,1435.96,0,0,0,0,1435.96
2015-05-01,"ADILSON TROCA",0,1861.45,666.84,3431.87571172727,2,0,1861.45
2015-06-01,"ADILSON TROCA",1205.36,1889.61,588.9,1351.38017156122,2,0,3094.97
2015-07-01,"ADILSON TROCA",0,2179.21,0,0,0,0,2179.21
2015-08-01,"ADILSON TROCA",0,2153.5,294.45,200.836717936778,1,0,2153.5
2015-09-01,"ADILSON TROCA",0,1861.5,294.45,147.772543504783,1,0,1861.5
2015-10-01,"ADILSON TROCA",0,2179.46,0,0,0,0,2179.46
2015-11-01,"ADILSON TROCA",0,2219.19,294.45,410.830848222221,1,0,2219.19
2015-12-01,"ADILSON TROCA",0,2488.23,0,0,0,0,2488.23
2016-01-01,"ADILSON TROCA",0,1751.35,0,0,0,0,1751.35
2016-02-01,"ADILSON TROCA",0,2202.07,0,0,0,0,2202.07
2016-03-01,"ADILSON TROCA",0,2094,294.45,202.541200807841,1,0,2094
2016-04-01,"ADILSON TROCA",0,2221.16,294.45,476.861530205973,1,0,2221.16
2016-05-01,"ADILSON TROCA",0,2845.86,294.45,12.7982253915198,1,0,2845.86
2016-06-01,"ADILSON TROCA",0,2861.82,294.45,874.518641355248,1,0,2861.82
2016-07-01,"ADILSON TROCA",0,2664.5,883.34,1342.17076647279,2,1,2664.5
2016-08-01,"ADILSON TROCA",0,2667.46,0,0,0,0,2667.46
2016-09-01,"ADILSON TROCA",0,2932.21,0,0,0,0,2932.21
2016-10-01,"ADILSON TROCA",0,2152.98,0,0,0,0,2152.98
2016-11-01,"ADILSON TROCA",0,2296.21,588.9,1830.95650760613,2,0,2296.21
2016-12-01,"ADILSON TROCA",0,1944.93,0,0,0,0,1944.93
2017-01-01,"ADILSON TROCA",0,1931.21,0,0,0,0,1931.21
2017-02-01,"ADILSON TROCA",0,1848.06,588.9,426.611225863489,2,0,1848.06
2017-03-01,"ADILSON TROCA",2890.97,3064.93,1472.25,2188.91768653851,4,1,5955.9
2017-04-01,"ADILSON TROCA",0,2503.2,883.35,989.921349922274,2,1,2503.2
2017-05-01,"ADILSON TROCA",5446.88,3015.13,588.9,646.247036145866,2,0,8462.01
2017-06-01,"ADILSON TROCA",0,2779.46,883.35,1378.67733184197,3,0,2779.46
2017-07-01,"ADILSON TROCA",0,2321.92,1766.68,1521.91591408761,2,3,2321.92
2017-08-01,"ADILSON TROCA",0,3091.71,0,0,0,0,3091.71
2017-09-01,"ADILSON TROCA",0,3087,588.9,448.155974333183,2,0,3087
2017-10-01,"ADILSON TROCA",0,3037.97,588.9,953.723060411947,2,0,3037.97
2017-11-01,"ADILSON TROCA",3652.89,3046.32,372.39,3239.47329665878,1,0,6699.21
2017-12-01,"ADILSON TROCA",0,2946.25,0,0,0,0,2946.25
2015-02-01,"ADOLFO JOSE BRITO",0,1423.74,3533.36,1871.84372466508,4,4,1423.74
2015-03-01,"ADOLFO JOSE BRITO",4247.38,1293.52,7161.96,4949.57662272168,5,9,5540.9
2015-04-01,"ADOLFO JOSE BRITO",0,1188.11,1766.68,939.562042608936,2,2,1188.11
2015-05-01,"ADOLFO JOSE BRITO",561.88,1435.63,5689.73,4491.92519156814,4,7,1997.51
2015-06-01,"ADOLFO JOSE BRITO",2125.18,819.63,6434.5,4096.94538628986,4,8,2944.81
2015-07-01,"ADOLFO JOSE BRITO",2986.43,1640.15,2000.5,3571.77377325512,2,2,4626.58
2015-08-01,"ADOLFO JOSE BRITO",2357.16,1815.7,4650.52,4527.79174818872,5,5,4172.86
2015-09-01,"ADOLFO JOSE BRITO",1183.43,1566.19,2667.34,6749.73736354081,3,5,2749.62
2015-10-01,"ADOLFO JOSE BRITO",0,1821.34,2805.92,4517.84630609303,5,4,1821.34
2015-11-01,"ADOLFO JOSE BRITO",2104.62,1676.46,2061.15,1317.06196922513,3,4,3781.08
2015-12-01,"ADOLFO JOSE BRITO",0,1769.94,0,0,0,0,1769.94
2016-01-01,"ADOLFO JOSE BRITO",0,775.01,2355.6,827.690184214551,3,5,775.01
2016-02-01,"ADOLFO JOSE BRITO",0,1691.92,3533.4,1829.64909373839,4,8,1691.92
2016-03-01,"ADOLFO JOSE BRITO",0,1816.16,2650.05,2038.77216903443,6,3,1816.16
2016-04-01,"ADOLFO JOSE BRITO",0,1959.84,4122.3,2734.38529788198,6,8,1959.84
2016-05-01,"ADOLFO JOSE BRITO",1039.13,1633.03,2944.49,1235.94164605598,4,6,2672.16
2016-06-01,"ADOLFO JOSE BRITO",0,1452.33,5646.42,8832.97356884425,4,8,1452.33
2016-07-01,"ADOLFO JOSE BRITO",2506.35,2358.21,5022.94,5425.14494737337,6,9,4864.56
2016-08-01,"ADOLFO JOSE BRITO",2535.16,1561.13,2727.99,4786.22519770409,3,6,4096.29
2016-09-01,"ADOLFO JOSE BRITO",2658.94,0,744.77,3239.47329665878,1,1,2658.94
2016-10-01,"ADOLFO JOSE BRITO",7118.32,1902.46,2217.02,4141.72465635946,3,4,9020.78
2016-11-01,"ADOLFO JOSE BRITO",0,1068.22,13061.37,31140.7548570879,3,12,1068.22
2016-12-01,"ADOLFO JOSE BRITO",0,1969.15,2650.05,1504.37469978755,3,6,1969.15
2017-01-01,"ADOLFO JOSE BRITO",0,614.78,1177.8,1002.24504938707,2,2,614.78
2017-02-01,"ADOLFO JOSE BRITO",0,1862.32,4122.3,2313.29525726858,6,8,1862.32
2017-03-01,"ADOLFO JOSE BRITO",1817.9,2103.09,6062.16,5724.51482921622,7,10,3920.99
2017-04-01,"ADOLFO JOSE BRITO",782.72,1478.5,744.77,3239.47329665878,1,1,2261.22
2017-05-01,"ADOLFO JOSE BRITO",2562.41,1252.86,1177.8,736.939157764534,2,2,3815.27
2017-06-01,"ADOLFO JOSE BRITO",344.41,1257.61,5923.58,3298.21950470569,6,10,1602.02
2017-07-01,"ADOLFO JOSE BRITO",0,168.03,3394.83,5405.5239612517,6,5,168.03
2017-08-01,"ADOLFO JOSE BRITO",4334.37,1114.68,2355.6,1760.19714489395,4,4,5449.05
2017-09-01,"ADOLFO JOSE BRITO",0,1394.97,3983.72,5110.30062185284,6,7,1394.97
2017-10-01,"ADOLFO JOSE BRITO",484.99,1326.16,3628.63,5071.85800811639,5,5,1811.15
2017-11-01,"ADOLFO JOSE BRITO",0,1680.35,2944.5,2142.31097185315,5,5,1680.35
2017-12-01,"ADOLFO JOSE BRITO",0,1641.4,1766.7,1594.973048517,3,3,1641.4
2015-02-01,"JOÃO OTÁVIO REINELLI",0,0,883.34,237.474453348915,1,1,0
2015-03-01,"JOÃO OTÁVIO REINELLI",0,0,3490.04,3274.53304431209,2,4,0
2015-04-01,"JOÃO OTÁVIO REINELLI",0,240.24,2156.38,957.882614056027,2,2,240.24
2015-05-01,"JOÃO OTÁVIO REINELLI",0,474.83,11355.13,21457.3619726576,2,9,474.83
2015-06-01,"JOÃO OTÁVIO REINELLI",0,1930.75,1766.68,1185.61944303607,2,2,1930.75
2015-07-01,"JOÃO OTÁVIO REINELLI",0,915.26,294.45,455.509782716104,1,0,915.26
2015-08-01,"JOÃO OTÁVIO REINELLI",0,1463.95,588.9,353.362786039621,2,0,1463.95
2015-09-01,"JOÃO OTÁVIO REINELLI",4520.32,2120.04,3706.54,4269.89582768284,3,5,6640.36
2015-10-01,"JOÃO OTÁVIO REINELLI",0,3091.71,2061.13,1680.66715177504,4,2,3091.71
2015-11-01,"JOÃO OTÁVIO REINELLI",0,1758.27,2355.57,882.978819439138,4,3,1758.27
2015-12-01,"JOÃO OTÁVIO REINELLI",0,1023.19,8059.14,17600.9896061995,2,8,1023.19
2016-01-01,"JOÃO OTÁVIO REINELLI",0,0,0,0,0,0,0
2016-02-01,"JOÃO OTÁVIO REINELLI",0,1157.37,2078.43,1898.00107894645,2,3,1157.37
2016-03-01,"JOÃO OTÁVIO REINELLI",0,2090.6,1766.68,1265.25936418431,4,2,2090.6
2016-04-01,"JOÃO OTÁVIO REINELLI",1734.2,2578.3,3100.34,3896.09812290221,4,5,4312.5
2016-05-01,"JOÃO OTÁVIO REINELLI",505.05,1307.42,2979.09,3433.85429571819,1,4,1812.47
2016-06-01,"JOÃO OTÁVIO REINELLI",713.19,1551.85,1922.56,3664.04718026528,4,2,2265.04
2016-07-01,"JOÃO OTÁVIO REINELLI",1236.05,1341.02,8210.83,15889.1217516629,5,9,2577.07
2016-08-01,"JOÃO OTÁVIO REINELLI",0,1032.47,0,0,0,0,1032.47
2016-09-01,"JOÃO OTÁVIO REINELLI",0,1587.59,1177.78,1065.89821107972,1,2,1587.59
2016-10-01,"JOÃO OTÁVIO REINELLI",0,231.52,0,0,0,0,231.52
2016-11-01,"JOÃO OTÁVIO REINELLI",0,135,8922.77,35484.8539673711,2,8,135
2016-12-01,"JOÃO OTÁVIO REINELLI",0,164.06,0,0,0,0,164.06
2017-01-01,"JOÃO OTÁVIO REINELLI",0,0,0,0,0,0,0
2017-02-01,"JOÃO OTÁVIO REINELLI",0,345.08,294.45,263.693906329214,1,0,345.08
2017-03-01,"JOÃO OTÁVIO REINELLI",0,396.79,294.45,564.880755869174,1,0,396.79
2017-04-01,"JOÃO OTÁVIO REINELLI",0,422.8,4883.69,19571.9169429068,2,6,422.8
2017-05-01,"JOÃO OTÁVIO REINELLI",0,200.15,588.89,801.660027047212,1,1,200.15
2017-06-01,"JOÃO OTÁVIO REINELLI",0,0,10404.8,37781.0216871104,1,7,0
2017-07-01,"JOÃO OTÁVIO REINELLI",1575.16,189.47,1489.54,1788.71493004946,1,2,1764.63
2017-08-01,"JOÃO OTÁVIO REINELLI",0,673.43,294.45,570.598535946377,1,0,673.43
2017-09-01,"JOÃO OTÁVIO REINELLI",0,1089.87,294.45,263.693906329214,1,0,1089.87
2017-10-01,"JOÃO OTÁVIO REINELLI",0,728.25,294.45,331.501720039093,1,0,728.25
2017-11-01,"JOÃO OTÁVIO REINELLI",3653.01,479.79,744.77,3239.47329665878,1,1,4132.8
2017-12-01,"JOÃO OTÁVIO REINELLI",0,766.81,0,0,0,0,766.81
2015-02-01,"PEDRO OZORIO PEREIRA",0,3065.3,8649.2,1739.6306552552,7,12,3065.3
2015-03-01,"PEDRO OZORIO PEREIRA",0,3090.71,6772.27,2507.71291172755,7,8,3090.71
2015-04-01,"PEDRO OZORIO PEREIRA",0,3001.93,5005.59,1607.15678334488,5,6,3001.93
2015-05-01,"PEDRO OZORIO PEREIRA",0,3078.26,6278.62,3634.5844860268,5,8,3078.26
2015-06-01,"PEDRO OZORIO PEREIRA",2690.9,3080.48,2355.57,717.440592685993,2,3,5771.38
2015-07-01,"PEDRO OZORIO PEREIRA",0,3037.93,883.34,322.578865153611,1,1,3037.93
2015-08-01,"PEDRO OZORIO PEREIRA",0,3060.12,4122.25,1120.7227023852,4,5,3060.12
2015-09-01,"PEDRO OZORIO PEREIRA",0,2939.14,2355.57,704.381763715833,2,4,2939.14
2015-10-01,"PEDRO OZORIO PEREIRA",0,3091.61,4122.23,1912.91376390289,4,7,3091.61
2015-11-01,"PEDRO OZORIO PEREIRA",0,3091.65,1766.68,1013.92605093243,3,2,3091.65
2015-12-01,"PEDRO OZORIO PEREIRA",0,3091.19,1177.78,226.103838323264,2,2,3091.19
2016-01-01,"PEDRO OZORIO PEREIRA",0,3038.54,0,0,0,0,3038.54
2016-02-01,"PEDRO OZORIO PEREIRA",0,3091.24,5300.01,1219.31702882297,4,9,3091.24
2016-03-01,"PEDRO OZORIO PEREIRA",0,3091.54,6477.8,2129.03677532085,4,13,3091.54
2016-04-01,"PEDRO OZORIO PEREIRA",0,3090.79,4711.12,1661.38024124721,5,8,3090.79
2016-05-01,"PEDRO OZORIO PEREIRA",2472.61,3091.57,5594.47,2962.89921377133,6,9,5564.18
2016-06-01,"PEDRO OZORIO PEREIRA",0,3075.12,3827.8,1423.70204936505,4,8,3075.12
2016-07-01,"PEDRO OZORIO PEREIRA",0,2983.32,1766.67,955.948650095562,1,3,2983.32
2016-08-01,"PEDRO OZORIO PEREIRA",0,3049.2,5300.02,1766.72910490338,5,9,3049.2
2016-09-01,"PEDRO OZORIO PEREIRA",0,3091.58,4122.23,1974.29337451126,4,7,3091.58
2016-10-01,"PEDRO OZORIO PEREIRA",0,3091.02,4122.23,2316.29627263271,4,7,3091.02
2016-11-01,"PEDRO OZORIO PEREIRA",0,2867.73,14533.58,30977.4552630494,4,14,2867.73
2016-12-01,"PEDRO OZORIO PEREIRA",0,2477.09,0,0,0,0,2477.09
2017-01-01,"PEDRO OZORIO PEREIRA",0,3050.96,0,0,0,0,3050.96
2017-02-01,"PEDRO OZORIO PEREIRA",0,2664.83,5300.01,2192.4107980812,5,9,2664.83
2017-03-01,"PEDRO OZORIO PEREIRA",0,3017.01,6477.79,1609.86232931864,6,11,3017.01
2017-04-01,"PEDRO OZORIO PEREIRA",0,3090.96,3533.34,1416.02340984188,3,6,3090.96
2017-05-01,"PEDRO OZORIO PEREIRA",3752.28,3058.16,5672.41,4780.70761709522,6,10,6810.44
2017-06-01,"PEDRO OZORIO PEREIRA",0,3031.29,4122.23,1457.61385374754,3,7,3031.29
2017-07-01,"PEDRO OZORIO PEREIRA",0,3001.55,1177.78,428.870272072906,2,2,3001.55
2017-08-01,"PEDRO OZORIO PEREIRA",0,3090.98,6477.79,2482.34531133079,5,12,3090.98
2017-09-01,"PEDRO OZORIO PEREIRA",0,3067.38,4711.12,1744.42590972906,4,8,3067.38
2017-10-01,"PEDRO OZORIO PEREIRA",0,3045.75,3533.34,1556.57183742055,3,6,3045.75
2017-11-01,"PEDRO OZORIO PEREIRA",0,3091.1,3533.35,1899.50820247786,4,6,3091.1
2017-12-01,"PEDRO OZORIO PEREIRA",0,2963.89,0,0,0,0,2963.89
2015-02-01,"JULIANO ROSO",0,1562.79,0,0,0,0,1562.79
2015-03-01,"JULIANO ROSO",3206.56,2517.71,2139.07,4242.75539145261,3,2,5724.27
2015-04-01,"JULIANO ROSO",2607.94,3091.5,3706.55,4962.49019029773,3,4,5699.44
2015-05-01,"JULIANO ROSO",3540.72,3072.8,5178.79,8283.85808700429,6,5,6613.52
2015-06-01,"JULIANO ROSO",2541.36,3087.45,5629.11,6795.55378369931,5,6,5628.81
2015-07-01,"JULIANO ROSO",0,3083.52,9422.26,2776.64993737866,4,14,3083.52
2015-08-01,"JULIANO ROSO",0,3068.97,2355.57,746.204352286019,2,3,3068.97
2015-09-01,"JULIANO ROSO",0,3089.85,588.89,636.219759528328,1,1,3089.85
2015-10-01,"JULIANO ROSO",1907.26,3084.17,2511.44,3900.90525247094,3,4,4991.43
2015-11-01,"JULIANO ROSO",0,3091.2,588.9,442.498761963348,2,0,3091.2
2015-12-01,"JULIANO ROSO",1557.86,3077.22,1177.78,1024.97395821692,1,2,4635.08
2016-01-01,"JULIANO ROSO",0,3057.62,0,0,0,0,3057.62
2016-02-01,"JULIANO ROSO",0,3083.19,588.89,13.2331958202391,1,1,3083.19
2016-03-01,"JULIANO ROSO",7494.6,2742.49,3472.73,7644.22514195663,4,7,10237.09
2016-04-01,"JULIANO ROSO",4831.19,3083.75,2650.01,1942.25033764283,4,5,7914.94
2016-05-01,"JULIANO ROSO",0,3091.45,3689.22,4545.57348765885,3,6,3091.45
2016-06-01,"JULIANO ROSO",0,3088.08,2061.12,1301.52747158544,4,3,3088.08
2016-07-01,"JULIANO ROSO",0,3088.14,2355.56,1914.74254870245,4,4,3088.14
2016-08-01,"JULIANO ROSO",0,2425,1177.78,896.749979991875,2,2,2425
2016-09-01,"JULIANO ROSO",0,1461.73,0,0,0,0,1461.73
2016-10-01,"JULIANO ROSO",0,3030.83,1177.78,1005.71760975881,2,2,3030.83
2016-11-01,"JULIANO ROSO",0,3082.12,588.89,554.281369443625,1,1,3082.12
2016-12-01,"JULIANO ROSO",1804.35,3087.29,3533.34,1970.64408707249,3,6,4891.64
2017-01-01,"JULIANO ROSO",0,3091.43,883.34,618.580733343529,2,1,3091.43
2017-02-01,"JULIANO ROSO",0,3090.62,5334.65,6003.6054287786,7,7,3090.62
2017-03-01,"JULIANO ROSO",7607.65,3009.09,2355.56,907.869361988434,4,4,10616.74
2017-04-01,"JULIANO ROSO",1272.76,3089.6,1922.55,3703.52218103084,3,3,4362.36
2017-05-01,"JULIANO ROSO",3171.21,3089.32,1177.78,997.031272694433,2,2,6260.53
2017-06-01,"JULIANO ROSO",689.6,3084.83,2944.45,2565.09321657231,4,5,3774.43
2017-07-01,"JULIANO ROSO",0,3089.31,2944.45,1023.57083825743,3,5,3089.31
2017-08-01,"JULIANO ROSO",0,3089.13,2944.45,1822.96607058028,4,5,3089.13
2017-09-01,"JULIANO ROSO",0,3019.6,0,0,0,0,3019.6
2017-10-01,"JULIANO ROSO",1912.01,3090.56,744.77,3239.47329665878,1,1,5002.57
2017-11-01,"JULIANO ROSO",0,3089.77,3100.33,4431.88707402805,2,5,3089.77
2017-12-01,"JULIANO ROSO",0,3089.42,1177.78,1123.88528981344,2,2,3089.42
2015-02-01,"NELSON LUIZ DA SILVA",0,1950.47,883.35,969.546325177255,3,0,1950.47
2015-03-01,"NELSON LUIZ DA SILVA",0,1606.97,294.45,142.352449466662,1,0,1606.97
2015-04-01,"NELSON LUIZ DA SILVA",0,2466.41,1177.79,560.063924184112,2,1,2466.41
2015-05-01,"NELSON LUIZ DA SILVA",0,2337.65,883.35,708.606716479013,3,0,2337.65
2015-06-01,"NELSON LUIZ DA SILVA",2578.46,2055.77,1411.61,3446.27668099253,2,1,4634.23
2015-07-01,"NELSON LUIZ DA SILVA",0,1738.43,294.45,207.736475407446,1,0,1738.43
2015-08-01,"NELSON LUIZ DA SILVA",1781.36,999.9,2000.5,3559.02374580819,2,2,2781.26
2015-09-01,"NELSON LUIZ DA SILVA",0,1658.19,1472.23,1126.54254465713,2,2,1658.19
2015-10-01,"NELSON LUIZ DA SILVA",905.24,876.44,1333.67,2353.9769791183,3,1,1781.68
2015-11-01,"NELSON LUIZ DA SILVA",0,662.26,0,0,0,0,662.26
2015-12-01,"NELSON LUIZ DA SILVA",0,1180.75,0,0,0,0,1180.75
2016-01-01,"NELSON LUIZ DA SILVA",0,613.03,294.45,196.960343121959,1,0,613.03
2016-02-01,"NELSON LUIZ DA SILVA",0,1665.77,1177.8,1133.92349013168,4,0,1665.77
2016-03-01,"NELSON LUIZ DA SILVA",2691.2,1486.29,1333.66,3951.68838477521,2,2,4177.49
2016-04-01,"NELSON LUIZ DA SILVA",0,1432.82,294.45,196.960343121959,1,0,1432.82
2016-05-01,"NELSON LUIZ DA SILVA",1111,2704.08,588.9,631.544456899885,2,0,3815.08
