"mes","solicitante","passagens","combustiveis","diarias","distancia","viagens","dias.fora","gastos.totais"
2016-06-01,"NELSON LUIZ DA SILVA",0,3083.86,883.35,430.82196469784,1,2,3083.86
2016-07-01,"NELSON LUIZ DA SILVA",2024.85,3043.95,3256.22,4140.33819660452,4,4,5068.8
2016-08-01,"NELSON LUIZ DA SILVA",0,3090.92,1472.23,1119.79860396203,2,2,3090.92
2016-09-01,"NELSON LUIZ DA SILVA",0,3024.19,2061.12,1123.77784844908,2,3,3024.19
2016-10-01,"NELSON LUIZ DA SILVA",0,2515.23,883.34,762.702673444725,2,1,2515.23
2016-11-01,"NELSON LUIZ DA SILVA",0,3008.57,2511.45,4710.4197818046,4,4,3008.57
2016-12-01,"NELSON LUIZ DA SILVA",4041.23,2872.02,883.34,902.025123290832,2,1,6913.25
2017-01-01,"NELSON LUIZ DA SILVA",0,3063.92,0,0,0,0,3063.92
2017-02-01,"NELSON LUIZ DA SILVA",0,2244.67,588.9,470.877703125962,2,0,2244.67
2017-03-01,"NELSON LUIZ DA SILVA",0,3084.96,2944.46,1617.72065652059,3,5,3084.96
2017-04-01,"NELSON LUIZ DA SILVA",0,2526.84,1177.8,743.462501339819,3,1,2526.84
2017-05-01,"NELSON LUIZ DA SILVA",2995.89,2477.48,1039.22,3322.31781619599,2,1,5473.37
2017-06-01,"NELSON LUIZ DA SILVA",6494.99,2625.15,3039.73,6097.32423218257,5,3,9120.14
2017-07-01,"NELSON LUIZ DA SILVA",0,3091.45,4711.13,3030.51730433543,5,7,3091.45
2017-08-01,"NELSON LUIZ DA SILVA",2571.9,3091.26,1922.56,3840.69310626634,3,3,5663.16
2017-09-01,"NELSON LUIZ DA SILVA",0,3091.71,3238.93,2556.62562327182,6,4,3091.71
2017-10-01,"NELSON LUIZ DA SILVA",2026.46,3091.47,3689.23,4962.27013323938,6,5,5117.93
2017-11-01,"NELSON LUIZ DA SILVA",0,3091.65,0,0,0,0,3091.65
2017-12-01,"NELSON LUIZ DA SILVA",0,3091.42,1177.8,814.181607932137,4,0,3091.42
2015-02-01,"ELTON ROBERTO WEBER",0,1115.57,2000.5,4006.29568111573,2,2,1115.57
2015-03-01,"ELTON ROBERTO WEBER",3509.75,3006.09,2139.08,2987.34036765246,5,1,6515.84
2015-04-01,"ELTON ROBERTO WEBER",0,2215.21,1706.06,3745.13137460749,3,1,2215.21
2015-05-01,"ELTON ROBERTO WEBER",1272.36,3007.59,4217.52,5155.17650367657,7,3,4279.95
2015-06-01,"ELTON ROBERTO WEBER",0,2189.83,2355.59,1952.41124995099,6,1,2189.83
2015-07-01,"ELTON ROBERTO WEBER",0,3091.71,2944.47,2909.91320094269,4,3,3091.71
2015-08-01,"ELTON ROBERTO WEBER",3688.49,2603.5,3195.61,8143.84397975269,5,2,6291.99
2015-09-01,"ELTON ROBERTO WEBER",0,2559.38,883.35,1091.88285092697,3,0,2559.38
2015-10-01,"ELTON ROBERTO WEBER",2351.26,2980.47,1628.12,4049.23108384893,3,2,5331.73
2015-11-01,"ELTON ROBERTO WEBER",5093.52,2944.36,1255.73,3715.34161951488,3,1,8037.88
2015-12-01,"ELTON ROBERTO WEBER",0,2763.14,1472.24,1431.5826759443,4,1,2763.14
2016-01-01,"ELTON ROBERTO WEBER",0,2062.99,4416.68,2615.49443376159,4,7,2062.99
2016-02-01,"ELTON ROBERTO WEBER",0,2384.12,588.89,794.846965942491,1,1,2384.12
2016-03-01,"ELTON ROBERTO WEBER",0,2973.18,2061.14,2072.62513557182,5,2,2973.18
2016-04-01,"ELTON ROBERTO WEBER",2095.25,2674.8,2372.89,7816.33603536112,5,2,4770.05
2016-05-01,"ELTON ROBERTO WEBER",1795.2,3083.08,2805.89,6203.67212820266,5,4,4878.28
2016-06-01,"ELTON ROBERTO WEBER",1406.1,2304.54,1255.73,3651.3662588251,3,1,3710.64
2016-07-01,"ELTON ROBERTO WEBER",0,1610.92,1844.62,4137.58946996246,3,2,1610.92
2016-08-01,"ELTON ROBERTO WEBER",0,2970.09,1472.25,1994.68250917757,5,0,2970.09
2016-09-01,"ELTON ROBERTO WEBER",0,1019.27,588.9,784.035036375404,2,0,1019.27
2016-10-01,"ELTON ROBERTO WEBER",4070.3,2570.23,3689.25,4879.85164390942,8,3,6640.53
2016-11-01,"ELTON ROBERTO WEBER",0,2319.32,1177.79,1182.31593535886,3,1,2319.32
2016-12-01,"ELTON ROBERTO WEBER",2766.06,2656.37,1177.8,1666.74623572465,4,0,5422.43
2017-01-01,"ELTON ROBERTO WEBER",0,1788.99,883.34,682.249227709746,2,1,1788.99
2017-02-01,"ELTON ROBERTO WEBER",2535.56,2503.67,2961.78,5393.50312992975,5,3,5039.23
2017-03-01,"ELTON ROBERTO WEBER",2773.23,3083.03,5611.82,4833.09959610414,13,4,5856.26
2017-04-01,"ELTON ROBERTO WEBER",0,2923.12,2944.48,2924.05538806756,7,2,2923.12
2017-05-01,"ELTON ROBERTO WEBER",1520.62,2500.67,2511.46,4682.22885473607,6,2,4021.29
2017-06-01,"ELTON ROBERTO WEBER",0,2974.37,2061.14,1664.60113783916,4,3,2974.37
2017-07-01,"ELTON ROBERTO WEBER",2981.08,3085.34,3238.91,2289.15328747266,4,4,6066.42
2017-08-01,"ELTON ROBERTO WEBER",0,2681.57,1766.68,1992.00460618165,3,2,2681.57
2017-09-01,"ELTON ROBERTO WEBER",0,3070.14,2061.13,2413.85726315495,5,2,3070.14
2017-10-01,"ELTON ROBERTO WEBER",2634.17,3091.71,3316.86,6257.42508762406,6,4,5725.88
2017-11-01,"ELTON ROBERTO WEBER",0,3087.56,6294.95,5585.60781804946,6,7,3087.56
2017-12-01,"ELTON ROBERTO WEBER",0,2359.75,1766.68,958.041302969716,4,2,2359.75
2015-02-01,"LUIZ FERNANDO MAINARDI",0,1522.15,294.45,440.714435014767,1,0,1522.15
2015-03-01,"LUIZ FERNANDO MAINARDI",3456.56,3091.11,3611.31,5497.4750403788,6,3,6547.67
2015-04-01,"LUIZ FERNANDO MAINARDI",3190.5,3031.14,2650.02,1773.2007084876,3,3,6221.64
2015-05-01,"LUIZ FERNANDO MAINARDI",0,2776.22,9192.17,20705.5360952118,2,6,2776.22
2015-06-01,"LUIZ FERNANDO MAINARDI",3138.44,3089.53,0,0,0,0,6227.97
2015-07-01,"LUIZ FERNANDO MAINARDI",0,2170.54,588.9,1382.20126311288,2,0,2170.54
2015-08-01,"LUIZ FERNANDO MAINARDI",3508.92,3091.1,4789.08,4742.74045472298,4,6,6600.02
2015-09-01,"LUIZ FERNANDO MAINARDI",0,3076.67,1766.7,1485.37940083859,3,3,3076.67
2015-10-01,"LUIZ FERNANDO MAINARDI",370.43,3091.71,5594.47,2665.5108806752,9,8,3462.14
2015-11-01,"LUIZ FERNANDO MAINARDI",289.14,3073.53,3238.91,2306.04888942593,7,9,3362.67
2015-12-01,"LUIZ FERNANDO MAINARDI",674.86,3091.7,1766.68,1519.58526904386,2,3,3766.56
2016-01-01,"LUIZ FERNANDO MAINARDI",0,1553.87,588.9,535.975434805881,1,1,1553.87
2016-02-01,"LUIZ FERNANDO MAINARDI",0,3086.81,3533.36,1752.38212649397,4,8,3086.81
2016-03-01,"LUIZ FERNANDO MAINARDI",0,2916.49,2355.58,2300.64485604494,5,3,2916.49
2016-04-01,"LUIZ FERNANDO MAINARDI",2997.78,3086.74,1333.67,4251.9920486172,3,1,6084.52
2016-05-01,"LUIZ FERNANDO MAINARDI",12472.2,3091.01,5594.46,2392.18548910702,4,9,15563.21
2016-06-01,"LUIZ FERNANDO MAINARDI",0,3064.17,5300.03,2219.7568671368,4,9,3064.17
2016-07-01,"LUIZ FERNANDO MAINARDI",0,3091.71,7629.75,4772.44522298535,5,11,3091.71
2016-08-01,"LUIZ FERNANDO MAINARDI",509.47,3091.33,6477.79,3008.39416211702,5,11,3600.8
2016-09-01,"LUIZ FERNANDO MAINARDI",0,1829.53,3533.34,1394.55304024353,3,6,1829.53
2016-10-01,"LUIZ FERNANDO MAINARDI",0,2629.38,2650.03,1144.26737034859,2,6,2629.38
2016-11-01,"LUIZ FERNANDO MAINARDI",0,2713.49,1472.23,1360.95345429952,2,2,2713.49
2016-12-01,"LUIZ FERNANDO MAINARDI",2398.04,2811.19,8414.18,23724.1262121704,5,10,5209.23
2017-01-01,"LUIZ FERNANDO MAINARDI",0,3073.34,588.9,614.166021789527,1,1,3073.34
2017-02-01,"LUIZ FERNANDO MAINARDI",0,1952.92,2061.12,1141.39912393963,4,3,1952.92
2017-03-01,"LUIZ FERNANDO MAINARDI",0,3073.35,8056.9,4544.55082479702,5,12,3073.35
2017-04-01,"LUIZ FERNANDO MAINARDI",0,3088.64,3238.94,3599.7812378092,7,4,3088.64
2017-05-01,"LUIZ FERNANDO MAINARDI",1240.98,3078.66,3689.25,5548.43866962848,6,6,4319.64
2017-06-01,"LUIZ FERNANDO MAINARDI",5576.06,3084.78,4139.56,3624.26037202767,7,5,8660.84
2017-07-01,"LUIZ FERNANDO MAINARDI",0,3091.19,2355.56,797.974172090956,2,4,3091.19
2017-08-01,"LUIZ FERNANDO MAINARDI",563.15,3087.79,5300.03,3218.2665395614,5,9,3650.94
2017-09-01,"LUIZ FERNANDO MAINARDI",0,3089.3,4122.24,2592.56612269457,5,6,3089.3
2017-10-01,"LUIZ FERNANDO MAINARDI",5686.02,3090.71,4353.33,5765.17151537597,4,5,8776.73
2017-11-01,"LUIZ FERNANDO MAINARDI",9058.59,3091.71,6535.71,7010.36877075191,9,9,12150.3
2017-12-01,"LUIZ FERNANDO MAINARDI",0,3029.4,1922.55,3886.1723702591,2,4,3029.4
2015-02-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-03-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-04-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-05-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-06-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-07-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-08-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-09-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-10-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-11-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2015-12-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-01-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-02-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-03-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-04-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-05-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-06-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-07-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-08-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-09-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-10-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-11-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2016-12-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2017-01-01,"EDUARDO RAFAEL VIERA OLIVERA",0,0,0,0,0,0,0
2017-02-01,"EDUARDO RAFAEL VIERA OLIVERA",0,1568.71,883.34,1218.84926203571,2,1,1568.71
2017-03-01,"EDUARDO RAFAEL VIERA OLIVERA",7104.71,3091.24,1333.68,7116.59693553825,4,0,10195.95
2017-04-01,"EDUARDO RAFAEL VIERA OLIVERA",0,3091.7,2433.52,5781.01049700338,6,2,3091.7
2017-05-01,"EDUARDO RAFAEL VIERA OLIVERA",3109.19,3082.86,3256.22,4483.01867009039,3,5,6192.05
2017-06-01,"EDUARDO RAFAEL VIERA OLIVERA",4972.35,3091.58,12885.42,41112.0518382439,5,11,8063.93
2017-07-01,"EDUARDO RAFAEL VIERA OLIVERA",0,2646.25,1766.67,475.641273376579,2,3,2646.25
2017-08-01,"EDUARDO RAFAEL VIERA OLIVERA",2005.58,3068.83,3394.79,3037.76039672144,4,6,5074.41
2017-09-01,"EDUARDO RAFAEL VIERA OLIVERA",0,3091.71,3533.35,3195.63650632178,5,6,3091.71
2017-10-01,"EDUARDO RAFAEL VIERA OLIVERA",1959.2,3091.71,3845.11,5513.94410543078,4,6,5050.91
2017-11-01,"EDUARDO RAFAEL VIERA OLIVERA",0,3090.99,1177.8,1067.93715319331,3,1,3090.99
2017-12-01,"EDUARDO RAFAEL VIERA OLIVERA",2975.11,3090.93,588.9,1039.367642626,2,0,6066.04
2015-02-01,"GILBERTO CAPOANI",0,2026.99,5395.28,4042.66897171915,3,7,2026.99
2015-03-01,"GILBERTO CAPOANI",5388.51,3091.52,7023.39,4530.79745572876,4,9,8480.03
2015-04-01,"GILBERTO CAPOANI",1199.36,2231.8,2355.58,1434.07973429987,4,2,3431.16
2015-05-01,"GILBERTO CAPOANI",0,2094.57,4416.7,2202.18637471187,5,5,2094.57
2015-06-01,"GILBERTO CAPOANI",0,2329.66,3039.72,4178.47764680814,3,3,2329.66
2015-07-01,"GILBERTO CAPOANI",0,3087.23,2650.02,1591.74575293917,3,3,3087.23
2015-08-01,"GILBERTO CAPOANI",2465.4,2199.89,4634.37,2836.30940688545,3,5,4665.29
2015-09-01,"GILBERTO CAPOANI",0,3091.69,2961.78,4829.78807882901,4,4,3091.69
2015-10-01,"GILBERTO CAPOANI",0,3037.4,1177.78,1442.90385631041,2,2,3037.4
2015-11-01,"GILBERTO CAPOANI",4186.24,2717.98,3550.67,4366.86015836376,3,6,6904.22
2015-12-01,"GILBERTO CAPOANI",0,2699.53,2078.43,3969.32284126368,2,3,2699.53
2016-01-01,"GILBERTO CAPOANI",0,1889.54,1177.8,1119.95068290579,2,2,1889.54
2016-02-01,"GILBERTO CAPOANI",0,3031.08,2650.05,2716.86813433746,9,0,3031.08
2016-03-01,"GILBERTO CAPOANI",0,3085.93,4122.28,3684.31373179454,10,4,3085.93
2016-04-01,"GILBERTO CAPOANI",0,3040.41,1766.69,1017.04443077441,2,4,3040.41
2016-05-01,"GILBERTO CAPOANI",4530.33,3034.32,5785,10267.243828917,5,9,7564.65
2016-06-01,"GILBERTO CAPOANI",0,2444.76,3533.4,2534.31072981791,5,7,2444.76
2016-07-01,"GILBERTO CAPOANI",0,2948.85,3256.24,4181.62117460271,4,5,2948.85
2016-08-01,"GILBERTO CAPOANI",0,3077.9,1766.69,1703.52403398292,3,3,3077.9
2016-09-01,"GILBERTO CAPOANI",0,3044,1472.25,1115.55017189825,2,3,3044
2016-10-01,"GILBERTO CAPOANI",3211.14,2557.19,2372.89,4246.80636415877,3,3,5768.33
2016-11-01,"GILBERTO CAPOANI",0,2701,4431.06,2456.84532900354,3,4,2701
2016-12-01,"GILBERTO CAPOANI",0,2688.79,1766.69,1135.87584650769,3,3,2688.79
2017-01-01,"GILBERTO CAPOANI",0,2279.64,883.35,1218.02615408645,2,1,2279.64
2017-02-01,"GILBERTO CAPOANI",2828.16,2702.99,4295.45,4824.75511718106,5,6,5531.15
2017-03-01,"GILBERTO CAPOANI",0,2710.78,2650.04,2048.31815783311,3,6,2710.78
2017-04-01,"GILBERTO CAPOANI",0,3082.92,3533.36,1990.57104349019,3,7,3082.92
2017-05-01,"GILBERTO CAPOANI",2087.88,3034.28,3238.91,1526.08641286216,3,6,5122.16
2017-06-01,"GILBERTO CAPOANI",2772.32,2191.6,4884.34,4790.55808071558,4,8,4963.92
2017-07-01,"GILBERTO CAPOANI",0,3091.08,1766.7,1156.82451775429,2,4,3091.08
2017-08-01,"GILBERTO CAPOANI",2496.44,2993.59,4295.46,5610.08230639932,6,5,5490.03
2017-09-01,"GILBERTO CAPOANI",0,3090.23,1766.7,1846.83209798154,4,2,3090.23
2017-10-01,"GILBERTO CAPOANI",2104.6,3075.58,5906.29,6613.42259923923,8,10,5180.18
2017-11-01,"GILBERTO CAPOANI",0,3091.55,5611.82,4247.56691654601,5,12,3091.55
2017-12-01,"GILBERTO CAPOANI",2672.99,3036.44,1177.8,3555.97735872473,4,0,5709.43
2015-02-01,"MANUELA PINTO VIEIRA D\' AVILA",0,0,1117.16,1705.59866387796,1,1,0
2015-03-01,"MANUELA PINTO VIEIRA D\' AVILA",1016.07,873.87,294.45,594.860458727879,1,0,1889.94
2015-04-01,"MANUELA PINTO VIEIRA D\' AVILA",1306.97,1639.5,883.34,186.635532449574,1,1,2946.47
2015-05-01,"MANUELA PINTO VIEIRA D\' AVILA",954.36,1112.01,1706.06,1921.96542335126,3,1,2066.37
2015-06-01,"MANUELA PINTO VIEIRA D\' AVILA",0,508.83,0,0,0,0,508.83
2015-07-01,"MANUELA PINTO VIEIRA D\' AVILA",4508.83,566.87,0,0,0,0,5075.7
2015-08-01,"MANUELA PINTO VIEIRA D\' AVILA",0,1441.39,0,0,0,0,1441.39
2015-09-01,"MANUELA PINTO VIEIRA D\' AVILA",2461.16,514.04,0,0,0,0,2975.2
2015-10-01,"MANUELA PINTO VIEIRA D\' AVILA",0,0,0,0,0,0,0
2015-11-01,"MANUELA PINTO VIEIRA D\' AVILA",0,0,0,0,0,0,0
2015-12-01,"MANUELA PINTO VIEIRA D\' AVILA",0,0,0,0,0,0,0
2016-01-01,"MANUELA PINTO VIEIRA D\' AVILA",0,684.44,0,0,0,0,684.44
2016-02-01,"MANUELA PINTO VIEIRA D\' AVILA",3006.06,634.14,0,0,0,0,3640.2
2016-03-01,"MANUELA PINTO VIEIRA D\' AVILA",4268.4,1824.21,1628.11,3612.74436155793,3,2,6092.61
2016-04-01,"MANUELA PINTO VIEIRA D\' AVILA",2165.05,1144.15,0,0,0,0,3309.2
2016-05-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2188.05,1177.78,530.909933079085,1,2,2188.05
2016-06-01,"MANUELA PINTO VIEIRA D\' AVILA",1266.56,3091.71,2944.46,2096.61222469794,3,5,4358.27
2016-07-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2766.34,1333.66,1941.43762237368,2,2,2766.34
2016-08-01,"MANUELA PINTO VIEIRA D\' AVILA",1914.05,1140.79,1177.78,457.745744542066,1,2,3054.84
2016-09-01,"MANUELA PINTO VIEIRA D\' AVILA",0,0,0,0,0,0,0
2016-10-01,"MANUELA PINTO VIEIRA D\' AVILA",0,1253.43,588.89,502.858804879405,1,1,1253.43
2016-11-01,"MANUELA PINTO VIEIRA D\' AVILA",0,1051.09,0,0,0,0,1051.09
2016-12-01,"MANUELA PINTO VIEIRA D\' AVILA",7428.62,266.36,744.77,1705.59866387796,1,1,7694.98
2017-01-01,"MANUELA PINTO VIEIRA D\' AVILA",0,0,0,0,0,0,0
2017-02-01,"MANUELA PINTO VIEIRA D\' AVILA",0,1081.76,0,0,0,0,1081.76
2017-03-01,"MANUELA PINTO VIEIRA D\' AVILA",2260.49,2597.29,1472.23,1324.11886265193,2,2,4857.78
2017-04-01,"MANUELA PINTO VIEIRA D\' AVILA",0,1222.2,0,0,0,0,1222.2
2017-05-01,"MANUELA PINTO VIEIRA D\' AVILA",641.12,2357.2,588.89,458.166724924067,1,1,2998.32
2017-06-01,"MANUELA PINTO VIEIRA D\' AVILA",4160.39,1747.35,883.34,347.621516283384,2,1,5907.74
2017-07-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2149.4,0,0,0,0,2149.4
2017-08-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2568.05,883.34,797.861402900503,2,1,2568.05
2017-09-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2029.58,1177.78,679.862356561687,1,2,2029.58
2017-10-01,"MANUELA PINTO VIEIRA D\' AVILA",4378.6,2354.52,1333.66,2503.28727130801,2,2,6733.12
2017-11-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2321.46,0,0,0,0,2321.46
2017-12-01,"MANUELA PINTO VIEIRA D\' AVILA",0,2073.71,0,0,0,0,2073.71
2015-02-01,"JEFERSON OLIVEIRA FERNANDES",0,271.64,2883.84,4416.79444579953,3,3,271.64
2015-03-01,"JEFERSON OLIVEIRA FERNANDES",4054.39,2976.82,2061.13,1755.79952112468,3,2,7031.21
2015-04-01,"JEFERSON OLIVEIRA FERNANDES",4744.92,3091.71,2061.13,2363.18943129103,3,2,7836.63
2015-05-01,"JEFERSON OLIVEIRA FERNANDES",0,2941.37,6218,7989.52883143052,5,7,2941.37
2015-06-01,"JEFERSON OLIVEIRA FERNANDES",7808.78,2940.57,294.45,777.12386377075,1,0,10749.35
2015-07-01,"JEFERSON OLIVEIRA FERNANDES",0,3091.64,294.45,770.338337400017,1,0,3091.64
2015-08-01,"JEFERSON OLIVEIRA FERNANDES",0,3091.25,1472.23,801.869218467922,1,2,3091.25
2015-09-01,"JEFERSON OLIVEIRA FERNANDES",0,3019.74,1766.67,1463.42255350142,2,3,3019.74
2015-10-01,"JEFERSON OLIVEIRA FERNANDES",0,3064.05,3256.21,2571.92840570317,3,5,3064.05
2015-11-01,"JEFERSON OLIVEIRA FERNANDES",0,3090.77,0,0,0,0,3090.77
2015-12-01,"JEFERSON OLIVEIRA FERNANDES",0,2980.39,0,0,0,0,2980.39
2016-01-01,"JEFERSON OLIVEIRA FERNANDES",0,1469.53,294.45,851.175079321802,1,0,1469.53
2016-02-01,"JEFERSON OLIVEIRA FERNANDES",0,3091.1,1177.78,1374.87750912044,2,2,3091.1
2016-03-01,"JEFERSON OLIVEIRA FERNANDES",653.08,3063.4,1766.67,2141.97790917827,3,3,3716.48
2016-04-01,"JEFERSON OLIVEIRA FERNANDES",0,3087.48,588.89,837.023406448552,1,1,3087.48
2016-05-01,"JEFERSON OLIVEIRA FERNANDES",0,2895.84,2944.45,2722.6312970059,4,5,2895.84
2016-06-01,"JEFERSON OLIVEIRA FERNANDES",0,2410.26,1472.24,2547.02075702247,3,2,2410.26
2016-07-01,"JEFERSON OLIVEIRA FERNANDES",2297.33,2950.06,294.45,686.09696096821,1,0,5247.39
2016-08-01,"JEFERSON OLIVEIRA FERNANDES",985.68,1855.94,294.45,502.858804879405,1,0,2841.62
2016-09-01,"JEFERSON OLIVEIRA FERNANDES",961.11,3049.16,0,0,0,0,4010.27
2016-10-01,"JEFERSON OLIVEIRA FERNANDES",1322.14,3091.69,588.89,809.173912705134,1,1,4413.83
2016-11-01,"JEFERSON OLIVEIRA FERNANDES",4488.1,3050.13,0,0,0,0,7538.23
2016-12-01,"JEFERSON OLIVEIRA FERNANDES",0,2514.92,372.39,3239.47329665878,1,0,2514.92
2017-01-01,"JEFERSON OLIVEIRA FERNANDES",0,1417.31,588.89,707.673131568682,1,1,1417.31
2017-02-01,"JEFERSON OLIVEIRA FERNANDES",0,2949.28,294.45,212.671776872329,1,0,2949.28
2017-03-01,"JEFERSON OLIVEIRA FERNANDES",1078.51,3086.51,4122.26,5343.33589292887,7,6,4165.02
2017-04-01,"JEFERSON OLIVEIRA FERNANDES",0,3088.48,1766.67,2285.26236228594,3,3,3088.48
2017-05-01,"JEFERSON OLIVEIRA FERNANDES",160.71,2993.78,2355.56,1847.10495104899,3,4,3154.49
2017-06-01,"JEFERSON OLIVEIRA FERNANDES",580.02,1441.76,2355.56,1452.56915143758,2,4,2021.78
2017-07-01,"JEFERSON OLIVEIRA FERNANDES",535.6,2843.07,883.34,955.482048784576,2,1,3378.67
2017-08-01,"JEFERSON OLIVEIRA FERNANDES",468.1,1940.23,1333.66,1504.67586420738,2,2,2408.33
2017-09-01,"JEFERSON OLIVEIRA FERNANDES",0,2286.48,588.89,809.173912705134,1,1,2286.48
2017-10-01,"JEFERSON OLIVEIRA FERNANDES",1166.75,2847.83,1537.88,2274.40979436298,2,2,4014.58
2017-11-01,"JEFERSON OLIVEIRA FERNANDES",2059.95,2784.53,1177.79,846.225828306999,1,2,4844.48
2017-12-01,"JEFERSON OLIVEIRA FERNANDES",561.95,2815.99,0,0,0,0,3377.94
2015-02-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2015-03-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,693.99,1766.68,368.393405434114,2,2,693.99
2015-04-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",7212.68,1813.39,14041.95,21367.0839459141,4,12,9026.07
2015-05-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",8829.16,3091.47,4589.89,7155.55072373817,5,5,11920.63
2015-06-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",2419.54,2753.26,1117.16,3074.04779526987,1,1,5172.8
2015-07-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",1338.36,2833.35,4122.25,2350.97956131152,4,5,4171.71
2015-08-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",4282.34,2955.9,5533.85,5443.80510775374,5,7,7238.24
2015-09-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",3822.89,3077.33,588.89,570.598535946377,1,1,6900.22
2015-10-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",1598.08,2173.87,744.77,1197.28901052966,1,1,3771.95
2015-11-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",2750.66,3061.71,4278.11,5092.57707069138,6,7,5812.37
2015-12-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",7262.28,3090.46,1489.54,3239.47329665878,1,2,10352.74
2016-01-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,300,0,0,0,0,300
2016-02-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",2800.33,3053.89,1472.23,1643.05688343804,3,2,5854.22
2016-03-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",1743.67,3091.05,1177.79,761.073109248499,2,2,4834.72
2016-04-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",3278.2,3089.28,883.34,1186.43811624984,2,1,6367.48
2016-05-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",3694,0,2650.01,2516.65085020905,5,4,3694
2016-06-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2016-07-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2016-08-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2016-09-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2016-10-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2016-11-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2016-12-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,0,0,0,0,0,0
2017-01-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,1373.07,883.35,1076.65458236123,3,0,1373.07
2017-02-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,1863.26,1922.56,4805.88879866028,4,2,1863.26
2017-03-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",5616.94,628.3,1766.67,777.885216406147,2,3,6245.24
2017-04-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,1728.74,1472.24,1391.85557564707,4,1,1728.74
2017-05-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",7441.97,2095.42,3689.23,4496.66364852905,5,5,9537.39
