cidade,cnpj,data,requisicao,valor
ENCANTADO,73.788.465/0001-22,2015-03-02,81442,18.0
VIADUTOS,08.621.183/0001-74,2015-03-06,81595,19.0
CARAZINHO,17.183.349/0001-09,2015-03-08,81604,19.0
VICTOR GRAEFF,04.356.921/0001-42,2015-03-09,81613,12.5
SOLEDADE,91.880.633/0001-97  ,2015-03-20,81941,16.0
BRASILIA,06.936.010/0001-10,2015-03-23,82051,95.15
CARAZINHO,11.085.251/0001-32,2015-04-06,82312,15.0
VERANOPOLIS,05.892.639/0001-42,2015-04-10,82481,20.0
SOLEDADE,20.926.435/0001-79,2015-04-15,82670,11.5
PANAMBI,07.902.503/0001-00,2015-04-16,82670,12.5
BRASILIA,02.169.338/0001-05,2015-04-23,82772,102.0
SOLEDADE,91.880.633/0001-97  ,2015-04-30,83009,28.0
NOVA PRATA,22.281.710/0001-70,2015-05-15,83360,70.0
NOVA BASSANO,92.147.222/0001-50,2015-05-16,83360,23.5
BRASILIA,00.679.605/0001-50,2015-05-19,83472,20.0
BRASILIA,33.469.172/0016-44,2015-05-20,83472,51.13
POUSO NOVO,09.404.504/0001-41,2015-05-21,83521,19.5
BARRA FUNDA,10.981.151/0001-21,2015-05-22,83521,79.0
FREDERICO WESTPHALEN,10.877.088/0001-88,2015-05-22,83521,24.0
BRASILIA,17.494.301/0001-11,2015-05-26,83722,29.9
BRASILIA,03.684.943/0001-79,2015-05-27,83722,50.0
BRASILIA,17.494.301/0001-11,2015-05-28,83722,44.9
SERAFINA CORREA,01.296.845/0001-39  ,2015-05-29,83723,11.0
PASSO FUNDO,01.925.530/0001-03  ,2015-06-03,83814,23.09
VITORIA,42.591.651/1145-80,2015-06-10,83962,12.5
VITORIA,27.320.134/0001-46,2015-06-11,83962,102.85
SOLEDADE,91.880.633/0001-97  ,2015-06-15,83966,21.5
CAXIAS DO SUL,08.903.038/0001-86,2015-06-19,84148,55.0
SANTA MARIA,92.315.472/0001-51  ,2015-06-25,84330,25.0
NOVA PALMA,02.419.272/0001-56  ,2015-06-26,84330,16.5
SANTA MARIA,91.222.869/0002-17,2015-06-27,84330,317.73
AGUDO,10.320.969/0001-01,2015-06-28,84330,12.0
BENTO GONCALVES,94.192.242/0001-78,2015-07-03,84414,105.0
DOIS LAJEADOS,18.093.390/0001-57,2015-07-03,84414,17.0
PELOTAS,04.577.567/0001-86,2015-07-09,84641,30.0
PELOTAS,16.433.586/0001-18,2015-07-10,84641,253.0
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2015-07-10,84641,25.84
PASSO FUNDO,21.549.645/0001-58,2015-07-13,84646,18.0
POUSO NOVO,09.404.504/0001-41,2015-07-13,84646,12.5
SERTAO,06.110.493/0001-07,2015-07-17,84858,21.0
VERANOPOLIS,05.892.639/0001-42,2015-08-07,85201,21.0
BRASILIA,22.304.309/0001-08,2015-08-18,85495,55.0
BRASILIA,00.480.608/0001-60  ,2015-08-19,85495,72.6
BRASILIA,17.494.301/0001-11,2015-08-20,85495,29.9
ILOPOLIS,02.100.200/0001-41,2015-08-24,85448,17.0
SANANDUVA,92.673.680/0001-22,2015-08-31,85671,15.0
FONTOURA XAVIER,07.328.406/0001-47  ,2015-09-10,85942,11.5
PALMEIRA DAS MISSOES,05.200.041/0001-45,2015-09-19,86131,15.0
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-09-25,86403,20.0
SAO SEPE,88.520.853/0001-03  ,2015-09-26,86403,73.0
CACAPAVA DO SUL,09.471.520/0001-57,2015-09-26,86403,20.0
ERECHIM,14.654.084/0001-91,2015-10-02,86435,105.08
NOVO BARREIRO,03.836.997/0001-02  ,2015-10-02,86435,20.0
NOVA PRATA,22.993.038/0001-45,2015-10-05,86438,24.0
TIO HUGO,01.809.606/0001-35  ,2015-10-09,86535,25.0
AGUA SANTA,93.458.222/0001-33,2015-10-23,86954,12.0
VACARIA,00.689.454/0001-11,2015-10-23,86954,27.5
VACARIA,00.844.104/0001-82,2015-10-24,86954,110.0
IBIRAIARAS,18.556.726/0001-70,2015-10-24,86954,12.0
SANANDUVA,92.673.680/0001-22,2015-10-30,87034,11.0
ARVOREZINHA,97.073.704/0001-26  ,2015-11-06,87216,25.0
ERECHIM,14.654.084/0001-91,2015-11-07,87216,98.0
CARAZINHO,00.440.439/0001-35  ,2015-11-07,87216,15.0
SERAFINA CORREA,01.296.845/0001-39  ,2015-11-09,87222,20.0
GARIBALDI,88.969.399/0001-64,2015-11-13,87390,110.0
DOUTOR RICARDO,02.757.087/0001-71  ,2015-11-13,87390,20.0
BENTO GONCALVES,94.192.242/0001-78,2015-11-16,87391,165.0
BRASILIA,11.189.795/0001-44,2015-11-19,87695,634.0
ERECHIM,07.274.097/0001-70  ,2015-11-20,87696,25.0
LAGOA VERMELHA,22.370.705/0001-33,2015-11-21,87699,16.0
ESTACAO,04.901.553/0001-76  ,2015-11-22,87702,12.0
SOLEDADE,91.880.633/0001-97  ,2015-11-23,87704,12.7
BRASILIA,11.189.795/0001-44,2015-11-27,87706,233.0
AGUA SANTA,11.296.264/0001-50,2015-11-28,87711,16.0
SAO PEDRO DO SUL,94.770.377/0001-73  ,2015-12-04,87864,80.5
CACEQUI,22.051.757/0001-47,2015-12-04,87864,23.0
CACEQUI,93.900.132/0001-50  ,2015-12-05,87864,70.0
NOVA ESPERANCA DO SUL,94.991.114/0001-94  ,2015-12-05,87864,18.0
VACARIA,00.844.104/0001-82,2015-12-14,87941,114.0
SANANDUVA,04.961.560/0001-63  ,2015-12-18,88086,89.0
CARAZINHO,04.717.163/0001-40  ,2015-12-19,88086,125.0
TRAMANDAI,73.865.404/0001-11  ,2015-02-07,81144,345.0
Osório,93.638.559/0001-22  ,2015-02-08,81144,110.0
SANTA MARIA,91.623.181/0002-49  ,2015-02-13,81249,17.9
ROSARIO DO SUL,86.861.986/0002-90,2015-02-13,81249,225.0
SANTANA DO LIVRAMENTO,00.509.150/0001-25  ,2015-02-14,81249,30.0
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2015-02-16,81249,568.0
SANTANA DO LIVRAMENTO,00.509.150/0001-25  ,2015-02-16,81249,30.0
SANTANA DO LIVRAMENTO,94.773.694/0001-43,2015-02-17,81249,480.0
PASSO FUNDO,13.016.437/0002-46,2015-02-22,81439,20.46
SARANDI,87.712.725/0003-52,2015-02-22,81439,21.0
ALEGRETE,12.584.254/0001-83,2015-03-12,81849,35.0
ALEGRETE,04.543.595/0001-82  ,2015-03-13,81849,203.5
SANTIAGO,00.399.528/0001-85,2015-03-13,81849,26.22
URUGUAIANA,03.121.760/0001-45,2015-03-14,81849,35.0
ALEGRETE,12.584.254/0001-83,2015-03-15,81849,78.0
URUGUAIANA,98.408.180/0001-40  ,2015-03-15,81849,433.88
CAXIAS DO SUL,07.011.546/0001-97,2015-03-20,82043,11.4
SARANDI,18.683.977/0001-16,2015-03-21,82043,24.5
TIO HUGO,09.250.186/0001-01,2015-03-22,82043,8.5
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-04-10,82505,24.0
SAO GABRIEL,07.004.809/0001-30  ,2015-04-11,82505,15.98
TRAMANDAI,09.146.177/0001-75,2015-04-17,82730,15.0
ROLANTE,06.049.367/0001-86,2015-04-30,82974,9.3
ROLANTE,15.270.921/0001-41,2015-05-01,82974,5.0
SARANDI,18.683.977/0001-16,2015-05-17,83442,20.0
PALMEIRA DAS MISSOES,02.071.346/0001-06,2015-05-29,83663,5.0
PALMEIRA DAS MISSOES,08.912.380/0001-42,2015-05-30,83663,16.0
FONTOURA XAVIER,07.328.406/0001-47  ,2015-05-31,83663,33.0
PELOTAS,92.243.666/0001-99  ,2015-06-03,83796,62.7
PELOTAS,92.209.790/0005-61  ,2015-06-04,83796,191.0
JAGUARAO,09.095.961/0001-00,2015-06-05,83796,12.5
ARROIO GRANDE,92.562.495/0001-60,2015-06-06,83796,40.0
FONTOURA XAVIER,20.254.266/0001-78,2015-06-06,83796,98.25
FONTOURA XAVIER,11.174.560/0001-89,2015-06-07,83796,142.5
CAPAO DO LEAO,09.273.885/0003-39,2015-06-07,83796,10.25
URUGUAIANA,07.678.023/0001-07,2015-06-13,83984,220.5
URUGUAIANA,15.238.467/0001-41,2015-06-13,83984,198.5
ALEGRETE,12.584.254/0001-83,2015-06-13,83984,25.0
NOVA PRATA,02.159.441/0001-66  ,2015-06-19,84107,130.0
vila flores,09.511.853/0002-43,2015-06-19,84107,15.0
SAO GABRIEL,16.513.443/0001-16,2015-07-03,84560,63.0
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-07-05,84561,19.25
SAO PAULO,52.954.310/0001-49,2015-07-12,84672,62.5
TORRES,07.687.543/0001-78,2015-07-17,84791,15.0
URUGUAIANA,07.678.023/0001-07,2015-08-01,85002,218.0
URUGUAIANA,03.121.760/0001-45,2015-08-01,85002,25.62
TRAMANDAI,00.682.483/0001-51  ,2015-08-07,85171,5.0
TRAMANDAI,07.781.017/0002-53,2015-08-08,85171,12.9
PASSO FUNDO,91.022.319/0001-73,2015-08-27,85602,300.0
SANTA CRUZ DO SUL,89.643.191/0001-13,2015-09-03,85759,100.0
SAO FRANCISCO DE ASSIS,17.759.634/0001-25,2015-09-10,85854,100.0
PELOTAS,92.209.790/0005-61  ,2015-09-13,86004,270.0
FARROUPILHA,00.130.095/0001-68    ,2015-09-21,86150,20.0
RIO PARDO,15.163.896/0001-05,2015-10-27,86997,10.0
SAO PAULO,09.967.852/0121-33,2015-10-30,87023,179.0
XANGRI-LA,12.279.095/0002-94,2015-11-09,87111,250.0
CACHOEIRA DO SUL,09.308.930/0001-81,2015-11-14,87344,70.0
SANTANA DO LIVRAMENTO,94.773.694/0001-43,2015-11-15,87363,309.8
ROSARIO DO SUL,13.417.300/0001-12,2015-11-15,87363,23.0
FARROUPILHA,00.130.095/0001-68    ,2015-11-22,87440,32.0
CAXIAS DO SUL,95.104.444/0001-83,2015-11-23,87440,96.0
SAO SEPE,88.520.853/0001-03  ,2015-11-27,87608,180.0
LAVRAS DO SUL,10.746.567/0001-65,2015-11-27,87608,18.0
SAO SEPE,73.929.648/0001-10,2015-11-28,87608,10.0
SAO MIGUEL DAS MISSOES,14.699.927/0001-76,2015-12-03,87770,195.0
NAO-ME-TOQUE,13.325.770/0001-56,2015-02-20,81305,134.5
ARVOREZINHA,08.379.859/0001-65,2015-02-21,81305,103.0
CHAPADA,05.817.211/0003-05,2015-03-01,81456,46.05
CARAZINHO,06.954.851/0005-83,2015-03-08,81744,70.0
NAO-ME-TOQUE,01.349.186/0001-51,2015-03-09,81744,90.0
TRES DE MAIO,04.122.260/0001-90,2015-03-27,82215,19.0
IJUI,01.739.969/0001-41  ,2015-03-31,82217,87.44
CHAPECO,83.522.110/0001-40,2015-04-24,82849,498.0
SANTA ROSA,93.489.243/0066-61,2015-04-25,82853,160.0
VENANCIO AIRES,91.369.694/0001-94  ,2015-04-26,82853,23.5
SOLEDADE,91.880.633/0001-97  ,2015-05-07,83183,25.0
SANTA ROSA,17.122.137/0001-11,2015-05-08,83183,38.5
FREDERICO WESTPHALEN,18.688.114/0001-31,2015-05-09,83183,27.0
SARANDI,05.556.876/0001-32  ,2015-05-15,83450,21.12
SOLEDADE,91.880.633/0001-97  ,2015-05-16,83450,18.0
FONTOURA XAVIER,20.254.266/0001-78,2015-05-21,83526,48.0
SANTA ROSA,13.871.840/0001-71,2015-05-22,83526,15.0
BRASILIA,00.841.478/0001-44  ,2015-05-27,83598,330.0
NOVA PETROPOLIS,19.658.612/0001-02,2015-05-29,83680,35.0
PALMEIRA DAS MISSOES,03.412.246/0001-69  ,2015-06-26,84391,140.0
PASSO FUNDO,90.598.657/0001-95  ,2015-06-27,84391,184.0
CARAZINHO,20.094.647/0003-07,2015-07-02,84400,91.0
CACHOEIRA DO SUL,87.768.263/0001-23  ,2015-08-03,85077,10.0
CANDELARIA,07.354.583/0003-60,2015-08-03,85077,19.0
SOLEDADE,91.880.633/0001-97  ,2015-08-13,85302,16.0
SENADOR SALGADO FILHO,09.443.070/0001-99,2015-08-15,85302,120.0
SOLEDADE,91.880.633/0001-97  ,2015-08-23,85503,19.5
SANTA ROSA,16.988.185/0001-24,2015-08-24,85503,12.8
SOLEDADE,91.880.633/0001-97  ,2015-08-27,85638,29.0
PORTO MAUA,90.130.246/0001-70  ,2015-08-28,85638,25.0
LAJEADO,02.558.109/0007-60  ,2015-09-17,86108,150.15
IJUI,13.746.605/0001-78,2015-09-19,86108,160.05
SOLEDADE,91.880.633/0001-97  ,2015-09-20,86108,14.5
ESTRELA,05.076.508/0001-97  ,2015-09-23,86219,41.63
BENTO GONCALVES,14.698.905/0001-91,2015-09-24,86219,234.84
VENANCIO AIRES,93.959.591/0001-00  ,2015-09-25,86219,34.0
CAMPO NOVO,15.165.935/0001-03,2015-10-02,86481,166.84
SARANDI,05.556.876/0001-32  ,2015-10-03,86481,33.0
SARANDI,87.712.725/0001-90  ,2015-10-03,86481,160.02
VILA FLORES,10.843.091/0001-80,2015-10-05,86482,25.0
SANTA ROSA,87.687.489/0001-08  ,2015-10-08,86537,100.0
IJUI,19.377.754/0001-93,2015-10-09,86537,100.0
TENENTE PORTELA,97.881.098/0001-75,2015-10-10,86537,130.2
SOLEDADE,91.880.633/0001-97  ,2015-10-11,86537,23.0
ERECHIM,03.815.137/0001-92  ,2015-10-23,86983,128.0
ERECHIM,03.815.137/0001-92  ,2015-10-23,86983,128.0
SAO VALENTIM,11.785.674/0001-65,2015-10-24,86983,70.0
IJUI,06.096.110/0001-85,2015-10-25,86983,20.0
PELOTAS,92.243.666/0001-99  ,2015-11-16,87429,81.55
La Serena - CHILE, ,2015-11-27,87350,161.5
SANTIAGO, ,2015-11-28,87350,55.88
CANDELARIA,90.277.807/0001-69  ,2015-12-04,87855,64.12
SANTA ROSA,87.687.489/0001-08  ,2015-12-11,88019,171.05
SAO LOURENCO DO SUL,97.005.581/0003-58  ,2016-02-18,88685,43.0
PASSO FUNDO,03.503.590/0001-63,2016-02-26,88827,18.0
PASSO FUNDO,90.598.657/0001-95  ,2016-02-27,88827,232.7
PAVERAMA,08.215.269/0001-05,2016-02-29,88830,76.0
BAGE,15.439.804/0001-69,2016-03-11,89210,131.25
BRASILIA,33.469.172/0022-92,2016-03-14,89094,90.3
BRASILIA,74.552.068/0020-82,2016-03-14,89094,13.5
TAQUARI,90.363.870/0001-18  ,2016-03-19,89368,18.0
GRAMADO,02.770.657/0001-63  ,2016-03-21,89372,42.29
PASSO FUNDO,93.565.422/0001-95,2016-04-29,90287,85.0
PELOTAS,03.965.031/0001-75,2016-05-04,90298,70.0
ALEGRETE,94.177.201/0001-02,2016-05-21,90852,70.0
BAGE,08.067.406/0001-01,2016-05-25,90854,80.0
GRAMADO,04.456.379/0001-08,2016-05-28,90858,48.5
CRISTAL,03.007.458/0001-60  ,2016-06-05,91096,20.7
TAQUARI,90.363.870/0001-18  ,2016-06-13,91290,20.0
ALEGRETE,94.177.201/0001-02,2016-06-21,91396,100.0
TRES PASSOS,05.419.504/0001-64  ,2016-06-24,91587,215.0
ERECHIM,09.399.113/0001-86,2016-06-25,91587,125.0
ALEGRETE,94.177.201/0001-02,2016-07-01,91799,70.0
TAQUARI,22.459.827/0001-09,2016-07-04,91801,36.0
SANTA CRUZ DO SUL,87.311.932/0001-33,2016-07-10,91808,80.0
TAQUARI,88.176.490/0001-22  ,2016-07-11,92010,180.0
ALEGRETE,94.177.201/0001-02,2016-07-24,92486,70.0
GRAMADO,17.134.006/0001-54,2016-08-03,92488,70.0
TAQUARI,88.176.490/0001-22  ,2016-08-18,92799,80.0
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2016-08-20,92800,139.0
PASSO FUNDO,90.598.657/0001-95  ,2016-09-03,93017,143.8
ROSARIO DO SUL,07.664.158/0001-05,2016-09-09,93045,17.0
CACHOEIRA DO SUL,87.757.316/0001-00,2016-09-14,93048,221.0
CAXIAS DO SUL,92.581.826/0001-00,2016-09-20,93098,20.0
MACHADINHO,12.330.714/0001-47,2016-10-22,93393,19.05
GARIBALDI,15.488.666/0001-08,2016-10-24,93397,92.0
VENANCIO AIRES,93.959.591/0001-00  ,2016-10-30,93557,70.0
URUGUAIANA,03.382.259/0001-32  ,2016-11-10,93671,52.0
ALEGRETE,94.177.201/0001-02,2016-11-18,93865,100.0
ERECHIM,09.399.113/0001-86,2016-11-26,93901,152.5
SAO LOURENCO DO SUL,97.005.581/0001-96  ,2016-03-21,89270,150.02
PIRATINI,94.605.151/0001-17,2016-04-16,89970,177.35
CRISTAL,97.005.581/0006-09  ,2016-05-02,90317,155.0
SANTA VITORIA DO PALMAR,13.051.810/0001-19,2016-06-17,91330,170.0
CHUI,07.112.882/0002-07,2016-07-21,92191,51.5
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2016-07-22,92191,155.0
CACAPAVA DO SUL,06.078.178/0001-31,2016-07-28,92295,22.0
SANTA VITORIA DO PALMAR,08.825.400/0001-48,2016-11-11,93659,31.0
VENANCIO AIRES,07.077.510/0001-06,2016-01-22,88323,176.47
CANDELARIA,14.750.147/0001-03,2016-01-23,88323,9.5
IBARAMA,05.041.754/0001-03,2016-01-24,88323,100.0
VENANCIO AIRES,07.077.510/0001-06,2016-01-28,88396,185.03
PASSA SETE,05.369.142/0001-44,2016-01-29,88411,113.0
SEGREDO,89.269.104/0001-00,2016-01-30,88411,14.0
VALE VERDE,08.693.598/0001-53,2016-01-31,88411,50.0
VERA CRUZ,19.037.103/0001-54,2016-02-05,88460,133.13
VALE DO SOL,04.450.989/0001-96,2016-02-06,88460,22.0
SALTO DO JACUI,03.553.730/0001-08  ,2016-02-07,88460,147.49
CANDELARIA,06.283.822/0001-03  ,2016-02-08,88460,13.5
VERA CRUZ,19.037.103/0001-54,2016-02-12,88531,200.07
CANDELARIA,14.750.147/0001-03,2016-02-13,88531,11.5
VENANCIO AIRES,95.425.369/0016-39,2016-02-14,88531,170.0
SANTA CRUZ DO SUL,89.193.973/0001-06  ,2016-02-18,88987,10.5
Candelária,06.172.564/0001-98,2016-02-19,88987,7.5
Santa Cruz do Sul,95.425.369/0022-87,2016-02-20,88987,173.12
VALE VERDE,01.694.310/0001-16,2016-02-27,88987,195.03
AGUDO,88.161.377/0001-73,2016-03-03,88987,8.5
VERA CRUZ,02.904.780/0001-20  ,2016-03-04,88987,16.25
VENANCIO AIRES,07.896.543/0001-88,2016-03-05,88987,21.5
Santa Cruz do Sul,88.429.840/0001-15  ,2016-03-08,88987,16.5
VERA CRUZ,19.037.103/0001-54,2016-03-11,89543,15.0
CANDELARIA,06.172.564/0001-98,2016-03-12,89543,15.0
PASSA SETE,93.366.151/0001-49  ,2016-03-17,89543,14.0
SANTA CRUZ DO SUL,95.425.369/0016-39,2016-03-21,89543,190.03
CANDELARIA,95.082.343/0001-59,2016-03-26,89543,32.5
VENANCIO AIRES,07.896.543/0001-88,2016-04-01,89543,6.0
candelaria,06.172.564/0001-98,2016-04-02,89543,14.2
PASSA SETE,05.369.142/0001-44,2016-04-08,89793,195.0
SANTA CRUZ DO SUL,02.482.054/0001-66  ,2016-04-09,89793,24.5
VENANCIO AIRES,07.896.543/0001-88,2016-04-11,89793,9.0
SALTO DO JACUI,22.659.029/0001-12,2016-04-15,89963,32.0
CANDELARIA,06.283.822/0001-03  ,2016-04-20,89963,11.6
NOVO CABRAIS,14.759.990/0001-50,2016-04-21,89963,7.0
ARROIO DO TIGRE,21.556.464/0001-59,2016-04-22,89963,9.75
VALE DO SOL,04.450.989/0001-96,2016-04-23,89963,18.5
PASSA SETE,05.369.142/0001-44,2016-04-27,90169,220.0
VERA CRUZ,19.037.103/0001-54,2016-04-28,90169,8.5
SOBRADINHO,05.561.672/0001-90,2016-04-29,90169,18.0
SANTA CRUZ DO SUL,20.852.591/0001-32,2016-04-30,90169,21.0
SANTA CRUZ DO SUL,94.957.644/0001-16,2016-05-04,90349,12.0
VENANCIO AIRES,07.896.543/0001-88,2016-05-06,90349,15.0
PASSA SETE,93.366.151/0001-49  ,2016-05-07,90349,13.5
ARROIO GRANDE,11.292.569/0001-94,2016-05-20,90656,53.0
CANDELARIA,06.283.822/0001-03  ,2016-05-21,90656,25.0
CACHOEIRA DO SUL,02.240.144/0001-40,2016-05-26,90822,9.5
SANTA CRUZ DO SUL,92.381.466/0001-00,2016-05-27,90822,53.0
CANDELARIA,06.283.822/0001-03  ,2016-05-28,90822,23.4
VENANCIO AIRES,07.896.543/0001-88,2016-05-29,90822,9.0
CAMAQUA,05.515.365/0001-72  ,2016-06-10,91223,28.0
CANDELARIA,06.172.564/0001-98,2016-06-11,91223,8.5
SANTA CRUZ DO SUL,95.425.369/0003-14  ,2016-06-24,91462,8.25
CANDELARIA,95.082.343/0001-59,2016-06-25,91462,7.0
VENANCIO AIRES,07.896.543/0001-88,2016-07-01,91761,8.0
VENANCIO AIRES,18.266.051/0001-25,2016-07-02,91761,9.5
VENANCIO AIRES,07.896.543/0001-88,2016-07-08,91980,13.0
CANDELARIA,06.172.564/0001-98,2016-07-09,91980,11.4
AGUDO,10.320.969/0001-01,2016-07-10,91980,7.0
CANDELARIA,21.612.631/0001-31,2016-07-14,91980,9.0
PASSA SETE,93.366.151/0001-49  ,2016-07-15,91980,10.0
SILVEIRA MARTINS,04.000.322/0001-91,2016-07-16,91980,50.0
VENANCIO AIRES,07.896.543/0001-88,2016-07-20,92064,8.0
SOLEDADE,06.104.666/0001-76  ,2016-07-21,92166,25.0
ARROIO DO TIGRE,21.556.464/0001-59,2016-07-22,92166,15.0
VALE DO SOL,04.450.989/0001-96,2016-07-23,92166,8.0
CANDELARIA,21.612.631/0001-31,2016-08-04,92420,6.5
ARROIO DO TIGRE,21.556.464/0001-59,2016-08-05,92420,7.5
SEGREDO,09.053.409/0001-40,2016-08-06,92420,210.02
CANDELARIA,06.283.822/0001-03  ,2016-08-07,92420,9.0
VENANCIO AIRES,18.266.051/0001-25,2016-08-10,92547,20.4
SOLEDADE,91.880.633/0001-97  ,2016-08-11,92547,9.5
SANTA CRUZ DO SUL,91.410.597/0001-06,2016-08-12,92547,26.9
PASSA SETE,24.230.860/0001-80,2016-08-13,92547,8.0
CANDELARIA,06.283.822/0001-03  ,2016-10-14,93230,21.0
VALE DO SOL,04.450.989/0001-96,2016-10-15,93230,17.0
ARROIO DO TIGRE,20.516.046/0001-75,2016-10-20,93339,203.0
PASSA SETE,24.336.363/0001-60,2016-10-21,93339,19.0
CANDELARIA,06.172.564/0001-98,2016-10-22,93339,7.0
PASSA SETE,93.366.151/0001-49  ,2016-11-18,93761,10.0
CANDELARIA,06.172.564/0001-98,2016-11-19,93761,11.0
PASSA SETE,93.366.151/0001-49  ,2016-11-25,93795,7.0
VALE DO SOL,04.450.989/0001-96,2016-11-26,93795,19.5
ENCANTADO,00.954.729/0001-05  ,2016-11-27,93795,11.0
VENANCIO AIRES,07.896.543/0001-88,2016-12-01,93935,16.0
ARROIO DO TIGRE,05.727.142/0001-79,2016-12-02,93935,10.0
VENANCIO AIRES,07.896.543/0001-88,2016-12-03,93935,13.5
VERA CRUZ,19.037.103/0001-54,2016-12-09,94015,14.5
PASSA SETE,24.230.860/0001-80,2016-12-10,94015,10.0
VENANCIO AIRES,07.896.543/0001-88,2016-12-15,94152,8.0
CANDELARIA,06.283.822/0001-03  ,2016-12-16,94152,19.9
SOBRADINHO,97.448.740/0001-27  ,2016-12-17,94152,213.01
CANDELARIA,06.283.822/0001-03  ,2016-12-18,94152,15.0
SAO VALENTIM DO SUL,00.125.719/0001-59,2016-03-03,88895,30.0
LAJEADO,89.713.861/0001-20  ,2016-03-04,88895,30.05
PASSO FUNDO,07.296.563/0001-18,2016-03-07,88895,313.0
SANTA CLARA DO SUL,10.336.480/0001-10,2016-03-17,89193,30.0
UNIAO DA SERRA,02.325.506/0001-04,2016-03-18,89193,31.58
ENCANTADO,09.107.592/0001-10,2016-03-19,89193,50.0
ARROIO DO MEIO,10.395.642/0001-90,2016-04-14,89814,30.0
ESTRELA,87.246.179/0002-20  ,2016-04-15,89814,30.0
SANTA CECILIA DO SUL,03.533.920/0001-63,2016-04-22,89957,30.0
CARAZINHO,88.446.745/0001-20,2016-02-20,88707,100.0
SANTO AUGUSTO,00.197.171/0001-52  ,2016-02-21,88707,25.0
NOVO BARREIRO,03.836.997/0001-02  ,2016-02-22,88707,20.0
TIO HUGO,01.809.606/0001-35  ,2016-02-25,88897,24.0
HORIZONTINA,10.936.183/0001-05,2016-02-26,88897,24.0
CHIAPETA,14.761.695/0001-39,2016-02-27,88897,16.0
ENCANTADO,09.009.377/0001-86,2016-03-04,89083,75.0
SAO JOSE DO HERVAL,05.444.489/0001-04  ,2016-03-05,89083,20.0
HUMAITA,90.400.748/0001-74,2016-03-06,89083,25.0
SARANDI,94.648.961/0001-50  ,2016-03-07,89083,18.5
SARANDI,18.683.977/0001-16,2016-03-10,89086,25.0
SANTO CRISTO,07.751.313/0001-20,2016-03-11,89086,15.0
GIRUA,95.144.929/0001-09,2016-03-12,89086,22.0
TIO HUGO,01.809.606/0001-35  ,2016-03-17,89236,20.0
CAMPO NOVO,09.430.698/0001-50,2016-03-18,89236,20.0
PORTO VERA CRUZ,91.889.071/0001-42,2016-03-19,89236,15.0
FONTOURA XAVIER,07.328.406/0001-47  ,2016-03-20,89236,23.0
TIO HUGO,01.809.606/0001-35  ,2016-03-23,89412,25.0
CORONEL BICACO,02.955.253/0001-44  ,2016-03-24,89412,18.0
BOA VISTA DO BURICA,11.718.097/0001-99,2016-03-26,89412,20.0
CARAZINHO,11.085.251/0001-32,2016-04-07,89736,25.0
TRES DE MAIO,12.488.827/0001-75,2016-04-08,89736,16.0
TRES PASSOS,17.385.335/0001-78,2016-04-09,89736,25.8
CANDIDO GODOI,24.112.629/0001-91,2016-04-10,89736,18.5
TIO HUGO,09.250.186/0001-01,2016-04-11,89736,25.0
SARANDI,05.724.523/0001-02,2016-04-15,89896,20.0
CERRO LARGO,02.451.092/0001-51  ,2016-04-16,89896,25.0
REDENTORA,07.980.703/0001-72,2016-04-17,89896,25.0
POUSO NOVO,01.777.270/0001-76,2016-04-18,89896,25.0
TUCUNDUVA,17.786.121/0001-03,2016-04-24,90000,20.0
SARANDI,94.648.961/0001-50  ,2016-04-25,90000,17.0
SARANDI,92.986.157/0001-56  ,2016-04-28,90150,20.0
HORIZONTINA,10.936.183/0001-05,2016-04-29,90150,19.0
CORONEL BICACO,02.955.253/0001-44  ,2016-04-30,90150,20.0
SAO LUIZ GONZAGA,03.769.993/0001-59,2016-05-01,90150,35.0
TIO HUGO,07.957.205/0001-09,2016-05-02,90150,26.0
BARAO,14.233.277/0001-79,2016-05-12,90567,20.0
MARQUES DE SOUZA,10.800.236/0001-66,2016-05-13,90567,32.0
INDEPENDENCIA,07.500.643/0001-43,2016-05-14,90567,13.8
CAMPO NOVO,09.430.698/0001-50,2016-05-15,90567,20.0
BARRA FUNDA,05.822.120/0001-98  ,2016-05-16,90567,25.0
TIO HUGO,01.809.606/0001-35  ,2016-05-19,90695,20.0
SANTO ANGELO,09.414.362/0001-01,2016-05-20,90695,19.32
CHIAPETA,13.681.016/0001-59,2016-05-21,90695,22.0
SANTO ANGELO,03.555.805/0001-90,2016-05-22,90695,25.0
TIO HUGO,09.250.186/0001-01,2016-05-23,90695,22.0
TIO HUGO,01.809.606/0001-35  ,2016-05-25,90808,22.0
TRES DE MAIO,12.488.827/0001-75,2016-05-26,90808,20.0
SEBERI,20.641.770/0001-20,2016-06-04,91039,20.0
SARANDI,92.986.157/0001-56  ,2016-06-09,91225,25.0
SANTO AUGUSTO,94.497.153/0001-30,2016-06-10,91225,22.0
TRES PASSOS,95.275.731/0001-56,2016-06-11,91225,25.0
