date,dep,depid,exptype,price
2015-02-01,vilmarzanchin,431,Combustível,1093.26
2015-02-01,vilmarzanchin,431,Copias,121.0
2015-02-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,3294.78
2015-02-01,vilmarzanchin,431,Materiais Expediente,185.4
2015-02-01,vilmarzanchin,431,Outros Materiais e Serviços,261.72
2015-03-01,vilmarzanchin,431,Combustível,2291.28
2015-03-01,vilmarzanchin,431,Copias,181.5
2015-03-01,vilmarzanchin,431,Encardenações,12.68
2015-03-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6381.3
2015-03-01,vilmarzanchin,431,Materiais Expediente,41.49
2015-03-01,vilmarzanchin,431,Outros Materiais e Serviços,815.1
2015-03-01,vilmarzanchin,431,Postagens,7.8
2015-03-01,vilmarzanchin,431,Sedex,18.08
2015-03-01,vilmarzanchin,431,Telefones,26.43
2015-04-01,vilmarzanchin,431,Combustível,2240.58
2015-04-01,vilmarzanchin,431,Copias,726.0
2015-04-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6615.37
2015-04-01,vilmarzanchin,431,Materiais Expediente,388.08
2015-04-01,vilmarzanchin,431,Passagens Aereas,15124.77
2015-04-01,vilmarzanchin,431,Postagens,20.95
2015-04-01,vilmarzanchin,431,Telefones,873.23
2015-05-01,vilmarzanchin,431,Combustível,2440.44
2015-05-01,vilmarzanchin,431,Copias,242.0
2015-05-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,7778.6
2015-05-01,vilmarzanchin,431,Materiais Expediente,650.32
2015-05-01,vilmarzanchin,431,Outros Materiais e Serviços,159.0
2015-05-01,vilmarzanchin,431,Postagens,31.65
2015-05-01,vilmarzanchin,431,Requisições Impressos,826.9
2015-05-01,vilmarzanchin,431,Sedex,30.04
2015-05-01,vilmarzanchin,431,Telex,15.66
2015-06-01,vilmarzanchin,431,Combustível,2127.8
2015-06-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,5446.8
2015-06-01,vilmarzanchin,431,Materiais Expediente,376.73
2015-06-01,vilmarzanchin,431,Outros Materiais e Serviços,106.6
2015-06-01,vilmarzanchin,431,Passagens Aereas,2102.36
2015-06-01,vilmarzanchin,431,Postagens,17.2
2015-06-01,vilmarzanchin,431,Publicações,62.5
2015-06-01,vilmarzanchin,431,Telefones,1536.63
2015-06-01,vilmarzanchin,431,Telex,7.83
2015-07-01,vilmarzanchin,431,Acertos de Debitos,1202.9
2015-07-01,vilmarzanchin,431,Combustível,3091.71
2015-07-01,vilmarzanchin,431,Copias,459.8
2015-07-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,7308.68
2015-07-01,vilmarzanchin,431,Materiais Expediente,64.21
2015-07-01,vilmarzanchin,431,Passagens Aereas,1041.36
2015-07-01,vilmarzanchin,431,Postagens,1266.36
2015-07-01,vilmarzanchin,431,Publicações,244.04
2015-07-01,vilmarzanchin,431,Telefones,959.12
2015-08-01,vilmarzanchin,431,Combustível,2427.37
2015-08-01,vilmarzanchin,431,Copias,36.3
2015-08-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,5774.32
2015-08-01,vilmarzanchin,431,Materiais Expediente,33.17
2015-08-01,vilmarzanchin,431,Outros Materiais e Serviços,78.65
2015-08-01,vilmarzanchin,431,Passagens Aereas,2282.36
2015-08-01,vilmarzanchin,431,Postagens,15575.85
2015-08-01,vilmarzanchin,431,Publicações,244.04
2015-08-01,vilmarzanchin,431,Requisições Impressos,8511.87
2015-08-01,vilmarzanchin,431,Telefones,682.1
2015-09-01,vilmarzanchin,431,Combustível,2331.24
2015-09-01,vilmarzanchin,431,Copias,242.0
2015-09-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,5134.41
2015-09-01,vilmarzanchin,431,Materiais Expediente,18.6
2015-09-01,vilmarzanchin,431,Postagens,1899.03
2015-09-01,vilmarzanchin,431,Publicações,468.32
2015-09-01,vilmarzanchin,431,Requisições Impressos,826.9
2015-09-01,vilmarzanchin,431,Telefones,578.11
2015-09-01,vilmarzanchin,431,Telex,54.81
2015-10-01,vilmarzanchin,431,Combustível,3090.93
2015-10-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6950.9
2015-10-01,vilmarzanchin,431,Materiais Expediente,1011.4
2015-10-01,vilmarzanchin,431,Postagens,1342.63
2015-10-01,vilmarzanchin,431,Publicações,405.82
2015-10-01,vilmarzanchin,431,Sedex,35.22
2015-10-01,vilmarzanchin,431,Telefones,556.2
2015-10-01,vilmarzanchin,431,Telex,31.32
2015-11-01,vilmarzanchin,431,Combustível,3020.91
2015-11-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,7451.97
2015-11-01,vilmarzanchin,431,Materiais Expediente,189.56
2015-11-01,vilmarzanchin,431,Passagens Aereas,2466.76
2015-11-01,vilmarzanchin,431,Postagens,1325.76
2015-11-01,vilmarzanchin,431,Publicações,341.28
2015-11-01,vilmarzanchin,431,Sedex,15.81
2015-11-01,vilmarzanchin,431,Telefones,46.26
2015-11-01,vilmarzanchin,431,Telex,15.66
2015-12-01,vilmarzanchin,431,Combustível,3079.15
2015-12-01,vilmarzanchin,431,Copias,48.4
2015-12-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6917.08
2015-12-01,vilmarzanchin,431,Materiais Expediente,899.49
2015-12-01,vilmarzanchin,431,Passagens Aereas,3381.46
2015-12-01,vilmarzanchin,431,Postagens,2249.57
2015-12-01,vilmarzanchin,431,Publicações,341.28
2015-12-01,vilmarzanchin,431,Requisições Impressos,7988.98
2015-12-01,vilmarzanchin,431,Telefones,628.61
2015-12-01,vilmarzanchin,431,Telex,39.84
2016-01-01,vilmarzanchin,431,Combustível,1873.25
2016-01-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,3444.3
2016-01-01,vilmarzanchin,431,Materiais Expediente,25.37
2016-01-01,vilmarzanchin,431,Postagens,1326.65
2016-01-01,vilmarzanchin,431,Telefones,998.35
2016-01-01,vilmarzanchin,431,Telex,8.52
2016-02-01,vilmarzanchin,431,Combustível,2691.96
2016-02-01,vilmarzanchin,431,Encardenações,3.17
2016-02-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,4626.22
2016-02-01,vilmarzanchin,431,Materiais Expediente,106.44
2016-02-01,vilmarzanchin,431,Postagens,865.98
2016-02-01,vilmarzanchin,431,Telefones,75.87
2016-02-01,vilmarzanchin,431,Telex,8.52
2016-03-01,vilmarzanchin,431,Combustível,3091.71
2016-03-01,vilmarzanchin,431,Copias,266.2
2016-03-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6626.94
2016-03-01,vilmarzanchin,431,Materiais Expediente,1764.91
2016-03-01,vilmarzanchin,431,Passagens Aereas,1635.3
2016-03-01,vilmarzanchin,431,Postagens,1445.08
2016-03-01,vilmarzanchin,431,Requisições Impressos,1278.8
2016-03-01,vilmarzanchin,431,Telefones,463.18
2016-03-01,vilmarzanchin,431,Telex,8.52
2016-04-01,vilmarzanchin,431,Combustível,3074.4
2016-04-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,8564.26
2016-04-01,vilmarzanchin,431,Materiais Expediente,779.66
2016-04-01,vilmarzanchin,431,Outros Materiais e Serviços,6836.76
2016-04-01,vilmarzanchin,431,Passagens Aereas,1734.1
2016-04-01,vilmarzanchin,431,Postagens,1086.75
2016-04-01,vilmarzanchin,431,Publicações,287.28
2016-04-01,vilmarzanchin,431,Requisições Impressos,8086.25
2016-04-01,vilmarzanchin,431,Telefones,535.16
2016-04-01,vilmarzanchin,431,Telex,9.13
2016-05-01,vilmarzanchin,431,Combustível,3082.04
2016-05-01,vilmarzanchin,431,Encardenações,24.0
2016-05-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6065.35
2016-05-01,vilmarzanchin,431,Materiais Expediente,116.7
2016-05-01,vilmarzanchin,431,Passagens Aereas,1258.13
2016-05-01,vilmarzanchin,431,Postagens,886.11
2016-05-01,vilmarzanchin,431,Publicações,424.78
2016-05-01,vilmarzanchin,431,Telefones,514.96
2016-06-01,vilmarzanchin,431,Combustível,2837.74
2016-06-01,vilmarzanchin,431,Copias,220.0
2016-06-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,3876.84
2016-06-01,vilmarzanchin,431,Materiais Expediente,68.73
2016-06-01,vilmarzanchin,431,Postagens,5578.44
2016-06-01,vilmarzanchin,431,Publicações,370.78
2016-06-01,vilmarzanchin,431,Requisições Impressos,647.7
2016-06-01,vilmarzanchin,431,Telefones,581.37
2016-07-01,vilmarzanchin,431,Combustível,2689.32
2016-07-01,vilmarzanchin,431,Copias,196.0
2016-07-01,vilmarzanchin,431,Encardenações,12.0
2016-07-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,4639.57
2016-07-01,vilmarzanchin,431,Materiais Expediente,197.72
2016-07-01,vilmarzanchin,431,Postagens,6119.8
2016-07-01,vilmarzanchin,431,Publicações,370.78
2016-07-01,vilmarzanchin,431,Telefones,1106.4
2016-08-01,vilmarzanchin,431,Combustível,3074.87
2016-08-01,vilmarzanchin,431,Copias,294.0
2016-08-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,5671.08
2016-08-01,vilmarzanchin,431,Materiais Expediente,903.15
2016-08-01,vilmarzanchin,431,Outros Materiais e Serviços,30.0
2016-08-01,vilmarzanchin,431,Postagens,4220.96
2016-08-01,vilmarzanchin,431,Publicações,137.5
2016-08-01,vilmarzanchin,431,Telefones,608.47
2016-08-01,vilmarzanchin,431,Telex,20.2
2016-09-01,vilmarzanchin,431,Combustível,2187.01
2016-09-01,vilmarzanchin,431,Copias,294.0
2016-09-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,3604.5
2016-09-01,vilmarzanchin,431,Materiais Expediente,133.23
2016-09-01,vilmarzanchin,431,Postagens,4098.29
2016-09-01,vilmarzanchin,431,Publicações,1178.98
2016-09-01,vilmarzanchin,431,Requisições Impressos,647.7
2016-09-01,vilmarzanchin,431,Telefones,623.16
2016-09-01,vilmarzanchin,431,Telex,10.1
2016-10-01,vilmarzanchin,431,Combustível,3052.83
2016-10-01,vilmarzanchin,431,Encardenações,6.0
2016-10-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,4895.89
2016-10-01,vilmarzanchin,431,Materiais Expediente,895.15
2016-10-01,vilmarzanchin,431,Postagens,982.7
2016-10-01,vilmarzanchin,431,Publicações,432.48
2016-10-01,vilmarzanchin,431,Telefones,696.58
2016-11-01,vilmarzanchin,431,Combustível,2820.6
2016-11-01,vilmarzanchin,431,Encardenações,9.0
2016-11-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,4160.75
2016-11-01,vilmarzanchin,431,Materiais Expediente,1021.01
2016-11-01,vilmarzanchin,431,Postagens,3319.26
2016-11-01,vilmarzanchin,431,Publicações,432.48
2016-11-01,vilmarzanchin,431,Requisições Impressos,1701.89
2016-11-01,vilmarzanchin,431,Telefones,671.87
2016-12-01,vilmarzanchin,431,Combustível,2409.39
2016-12-01,vilmarzanchin,431,Copias,196.0
2016-12-01,vilmarzanchin,431,Encardenações,6.0
2016-12-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,3857.26
2016-12-01,vilmarzanchin,431,Materiais Expediente,1676.43
2016-12-01,vilmarzanchin,431,Postagens,11735.75
2016-12-01,vilmarzanchin,431,Publicações,432.48
2016-12-01,vilmarzanchin,431,Telefones,446.83
2016-12-01,vilmarzanchin,431,Telex,10.1
2017-01-01,vilmarzanchin,431,Combustível,2063.2
2017-01-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,2718.95
2017-01-01,vilmarzanchin,431,Materiais Expediente,9.43
2017-01-01,vilmarzanchin,431,Postagens,1438.1
2017-01-01,vilmarzanchin,431,Telefones,18.25
2017-02-01,vilmarzanchin,431,Combustível,2860.62
2017-02-01,vilmarzanchin,431,Encardenações,6.0
2017-02-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,4789.98
2017-02-01,vilmarzanchin,431,Materiais Expediente,170.84
2017-02-01,vilmarzanchin,431,Passagens Aereas,2891.96
2017-02-01,vilmarzanchin,431,Postagens,1329.56
2017-02-01,vilmarzanchin,431,Requisições Impressos,1303.8
2017-02-01,vilmarzanchin,431,Telefones,485.48
2017-03-01,vilmarzanchin,431,Combustível,3090.99
2017-03-01,vilmarzanchin,431,Copias,294.0
2017-03-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,7879.17
2017-03-01,vilmarzanchin,431,Materiais Expediente,118.11
2017-03-01,vilmarzanchin,431,Postagens,5214.38
2017-03-01,vilmarzanchin,431,Sedex,21.31
2017-03-01,vilmarzanchin,431,Telefones,440.84
2017-04-01,vilmarzanchin,431,Combustível,3080.87
2017-04-01,vilmarzanchin,431,Encardenações,3.0
2017-04-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6293.19
2017-04-01,vilmarzanchin,431,Materiais Expediente,155.23
2017-04-01,vilmarzanchin,431,Postagens,310.41
2017-04-01,vilmarzanchin,431,Publicações,137.5
2017-04-01,vilmarzanchin,431,Telefones,58.86
2017-04-01,vilmarzanchin,431,Telex,10.1
2017-05-01,vilmarzanchin,431,Combustível,3087.73
2017-05-01,vilmarzanchin,431,Copias,392.0
2017-05-01,vilmarzanchin,431,Encardenações,3.0
2017-05-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6796.93
2017-05-01,vilmarzanchin,431,Materiais Expediente,82.07
2017-05-01,vilmarzanchin,431,Outros Materiais e Serviços,248.88
2017-05-01,vilmarzanchin,431,Passagens Aereas,760.59
2017-05-01,vilmarzanchin,431,Postagens,6231.2
2017-05-01,vilmarzanchin,431,Publicações,137.5
2017-05-01,vilmarzanchin,431,Telex,10.86
2017-06-01,vilmarzanchin,431,Acertos de Debitos,415.0
2017-06-01,vilmarzanchin,431,Combustível,3069.49
2017-06-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6546.84
2017-06-01,vilmarzanchin,431,Materiais Expediente,187.75
2017-06-01,vilmarzanchin,431,Outros Materiais e Serviços,106.28
2017-06-01,vilmarzanchin,431,Postagens,1541.02
2017-06-01,vilmarzanchin,431,Publicações,523.76
2017-06-01,vilmarzanchin,431,Telefones,512.0
2017-06-01,vilmarzanchin,431,Telex,76.02
2017-07-01,vilmarzanchin,431,Acertos de Debitos,200.0
2017-07-01,vilmarzanchin,431,Combustível,3088.23
2017-07-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6595.79
2017-07-01,vilmarzanchin,431,Materiais Expediente,152.73
2017-07-01,vilmarzanchin,431,Postagens,1725.45
2017-07-01,vilmarzanchin,431,Publicações,794.26
2017-07-01,vilmarzanchin,431,Telefones,107.73
2017-08-01,vilmarzanchin,431,Combustível,3071.83
2017-08-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,5706.68
2017-08-01,vilmarzanchin,431,Materiais Expediente,77.72
2017-08-01,vilmarzanchin,431,Postagens,1293.64
2017-08-01,vilmarzanchin,431,Publicações,656.76
2017-08-01,vilmarzanchin,431,Telefones,553.77
2017-08-01,vilmarzanchin,431,Telex,10.86
2017-09-01,vilmarzanchin,431,Combustível,2954.62
2017-09-01,vilmarzanchin,431,Copias,78.4
2017-09-01,vilmarzanchin,431,Encardenações,6.0
2017-09-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6860.12
2017-09-01,vilmarzanchin,431,Materiais Expediente,584.39
2017-09-01,vilmarzanchin,431,Postagens,1628.47
2017-09-01,vilmarzanchin,431,Publicações,656.76
2017-09-01,vilmarzanchin,431,Telefones,504.73
2017-09-01,vilmarzanchin,431,Telex,10.86
2017-10-01,vilmarzanchin,431,Combustível,3072.17
2017-10-01,vilmarzanchin,431,Copias,98.0
2017-10-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6855.67
2017-10-01,vilmarzanchin,431,Materiais Expediente,528.38
2017-10-01,vilmarzanchin,431,Passagens Aereas,1398.03
2017-10-01,vilmarzanchin,431,Postagens,1151.66
2017-10-01,vilmarzanchin,431,Publicações,270.5
2017-10-01,vilmarzanchin,431,Telefones,136.14
2017-10-01,vilmarzanchin,431,Telex,43.44
2017-11-01,vilmarzanchin,431,Combustível,3063.11
2017-11-01,vilmarzanchin,431,Copias,39.2
2017-11-01,vilmarzanchin,431,Encardenações,3.0
2017-11-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,6549.51
2017-11-01,vilmarzanchin,431,Materiais Expediente,896.7
2017-11-01,vilmarzanchin,431,Postagens,2259.36
2017-11-01,vilmarzanchin,431,Requisições Impressos,18268.23
2017-11-01,vilmarzanchin,431,Telefones,513.16
2017-12-01,vilmarzanchin,431,Combustível,2763.16
2017-12-01,vilmarzanchin,431,Copias,588.0
2017-12-01,vilmarzanchin,431,Indenização por Uso de Veículo Particular em Serviço,4697.42
2017-12-01,vilmarzanchin,431,Materiais Expediente,719.07
2017-12-01,vilmarzanchin,431,Postagens,12920.03
2017-12-01,vilmarzanchin,431,Requisições Impressos,2070.82
2017-12-01,vilmarzanchin,431,Telefones,930.51
2017-12-01,vilmarzanchin,431,Telex,32.97
2015-02-01,zenunes,471,Combustível,242.98
2015-02-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,1264.69
2015-02-01,zenunes,471,Materiais Expediente,528.96
2015-03-01,zenunes,471,Combustível,2527.55
2015-03-01,zenunes,471,Copias,67.8
2015-03-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,6662.54
2015-03-01,zenunes,471,Materiais Expediente,697.92
2015-03-01,zenunes,471,Outros Materiais e Serviços,242.1
2015-03-01,zenunes,471,Passagens Aereas,2840.46
2015-03-01,zenunes,471,Telefones,35.57
2015-04-01,zenunes,471,Combustível,2387.39
2015-04-01,zenunes,471,Copias,1274.0
2015-04-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,6309.21
2015-04-01,zenunes,471,Materiais Expediente,36.05
2015-04-01,zenunes,471,Postagens,96.3
2015-04-01,zenunes,471,Telefones,1024.75
2015-05-01,zenunes,471,Combustível,2892.82
2015-05-01,zenunes,471,Copias,293.8
2015-05-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,7551.65
2015-05-01,zenunes,471,Materiais Expediente,2767.61
2015-05-01,zenunes,471,Outros Materiais e Serviços,281.76
2015-05-01,zenunes,471,Passagens Aereas,1868.36
2015-05-01,zenunes,471,Postagens,20.4
2015-05-01,zenunes,471,Sedex,47.82
2015-06-01,zenunes,471,Combustível,1958.01
2015-06-01,zenunes,471,Encardenações,47.55
2015-06-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5706.68
2015-06-01,zenunes,471,Materiais Expediente,190.07
2015-06-01,zenunes,471,Outros Materiais e Serviços,52.35
2015-06-01,zenunes,471,Postagens,21.93
2015-06-01,zenunes,471,Requisições Impressos,1754.85
2015-06-01,zenunes,471,Telefones,1646.75
2015-07-01,zenunes,471,Combustível,1700.72
2015-07-01,zenunes,471,Copias,1136.76
2015-07-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5947.87
2015-07-01,zenunes,471,Publicações,71.54
2015-07-01,zenunes,471,Telefones,888.6
2015-08-01,zenunes,471,Combustível,2279.17
2015-08-01,zenunes,471,Copias,6145.3
2015-08-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,6303.87
2015-08-01,zenunes,471,Materiais Expediente,171.17
2015-08-01,zenunes,471,Outros Materiais e Serviços,63.96
2015-08-01,zenunes,471,Passagens Aereas,2664.72
2015-08-01,zenunes,471,Publicações,71.54
2015-08-01,zenunes,471,Telefones,885.4
2015-09-01,zenunes,471,Combustível,2286.54
2015-09-01,zenunes,471,Copias,2155.3
2015-09-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,6399.99
2015-09-01,zenunes,471,Materiais Expediente,163.13
2015-09-01,zenunes,471,Publicações,295.82
2015-09-01,zenunes,471,Telefones,1046.9
2015-10-01,zenunes,471,Combustível,2114.7
2015-10-01,zenunes,471,Copias,2765.72
2015-10-01,zenunes,471,Encardenações,41.21
2015-10-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5673.75
2015-10-01,zenunes,471,Materiais Expediente,903.68
2015-10-01,zenunes,471,Outros Materiais e Serviços,13.6
2015-10-01,zenunes,471,Postagens,18.3
2015-10-01,zenunes,471,Publicações,295.82
2015-10-01,zenunes,471,Telefones,971.3
2015-11-01,zenunes,471,Combustível,1935.7
2015-11-01,zenunes,471,Copias,963.69
2015-11-01,zenunes,471,Encardenações,6.34
2015-11-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5075.67
2015-11-01,zenunes,471,Materiais Expediente,1602.0
2015-11-01,zenunes,471,Passagens Aereas,7759.69
2015-11-01,zenunes,471,Postagens,120.0
2015-11-01,zenunes,471,Publicações,224.28
2015-11-01,zenunes,471,Telefones,39.56
2015-12-01,zenunes,471,Acertos de Debitos,2178.99
2015-12-01,zenunes,471,Combustível,1616.18
2015-12-01,zenunes,471,Copias,14440.0
2015-12-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,4249.75
2015-12-01,zenunes,471,Materiais Expediente,2541.26
2015-12-01,zenunes,471,Outros Materiais e Serviços,15.0
2015-12-01,zenunes,471,Publicações,224.28
2015-12-01,zenunes,471,Telefones,1060.99
2016-01-01,zenunes,471,Combustível,1374.75
2016-01-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,4166.09
2016-01-01,zenunes,471,Materiais Expediente,855.82
2016-01-01,zenunes,471,Outros Materiais e Serviços,20.0
2016-01-01,zenunes,471,Telefones,1740.74
2016-02-01,zenunes,471,Combustível,1895.61
2016-02-01,zenunes,471,Copias,346.08
2016-02-01,zenunes,471,Encardenações,31.7
2016-02-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5008.03
2016-02-01,zenunes,471,Materiais Expediente,126.15
2016-02-01,zenunes,471,Telefones,55.7
2016-03-01,zenunes,471,Combustível,3006.89
2016-03-01,zenunes,471,Copias,2690.0
2016-03-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,9537.24
2016-03-01,zenunes,471,Materiais Expediente,1712.29
2016-03-01,zenunes,471,Outros Materiais e Serviços,135.0
2016-03-01,zenunes,471,Telefones,620.89
2016-04-01,zenunes,471,Combustível,2898.55
2016-04-01,zenunes,471,Copias,633.6
2016-04-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,6149.01
2016-04-01,zenunes,471,Materiais Expediente,2485.88
2016-04-01,zenunes,471,Publicações,286.03
2016-04-01,zenunes,471,Telefones,917.95
2016-05-01,zenunes,471,Combustível,3077.01
2016-05-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,7712.74
2016-05-01,zenunes,471,Materiais Expediente,3269.82
2016-05-01,zenunes,471,Publicações,286.03
2016-05-01,zenunes,471,Sedex,45.48
2016-05-01,zenunes,471,Telefones,984.19
2016-06-01,zenunes,471,Combustível,3091.15
2016-06-01,zenunes,471,Copias,1466.0
2016-06-01,zenunes,471,Encardenações,3.0
2016-06-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,8591.17
2016-06-01,zenunes,471,Materiais Expediente,1685.19
2016-06-01,zenunes,471,Outros Materiais e Serviços,44.6
2016-06-01,zenunes,471,Publicações,286.03
2016-06-01,zenunes,471,Telefones,990.35
2016-07-01,zenunes,471,Combustível,3066.8
2016-07-01,zenunes,471,Copias,2725.9
2016-07-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,7075.5
2016-07-01,zenunes,471,Materiais Expediente,1753.61
2016-07-01,zenunes,471,Outros Materiais e Serviços,133.8
2016-07-01,zenunes,471,Publicações,286.03
2016-07-01,zenunes,471,Requisições Impressos,927.4
2016-07-01,zenunes,471,Telefones,1653.69
2016-08-01,zenunes,471,Combustível,2748.98
2016-08-01,zenunes,471,Copias,2204.0
2016-08-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5100.59
2016-08-01,zenunes,471,Materiais Expediente,884.77
2016-08-01,zenunes,471,Telefones,753.41
2016-09-01,zenunes,471,Combustível,1867.65
2016-09-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,4101.12
2016-09-01,zenunes,471,Materiais Expediente,907.46
2016-09-01,zenunes,471,Publicações,846.5
2016-09-01,zenunes,471,Telefones,659.09
2016-10-01,zenunes,471,Combustível,2228.2
2016-10-01,zenunes,471,Copias,1596.0
2016-10-01,zenunes,471,Debitos Automaticos,5948.45
2016-10-01,zenunes,471,Encardenações,3.0
2016-10-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,4550.57
2016-10-01,zenunes,471,Materiais Expediente,861.75
2016-10-01,zenunes,471,Passagens Aereas,6937.19
2016-10-01,zenunes,471,Telefones,494.64
2016-11-01,zenunes,471,Acertos de Debitos,834.82
2016-11-01,zenunes,471,Combustível,2406.61
2016-11-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,5990.59
2016-11-01,zenunes,471,Materiais Expediente,911.29
2016-11-01,zenunes,471,Telefones,721.5
2016-12-01,zenunes,471,Acertos de Debitos,2858.19
2016-12-01,zenunes,471,Combustível,1274.17
2016-12-01,zenunes,471,Copias,2379.2
2016-12-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,3444.3
2016-12-01,zenunes,471,Materiais Expediente,1681.4
2016-12-01,zenunes,471,Requisições Impressos,1460.0
2016-12-01,zenunes,471,Telefones,748.21
2017-01-01,zenunes,471,Combustível,514.72
2017-01-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,1883.24
2017-01-01,zenunes,471,Materiais Expediente,101.32
2017-01-01,zenunes,471,Telefones,31.54
2017-02-01,zenunes,471,Combustível,1774.61
2017-02-01,zenunes,471,Copias,2112.0
2017-02-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,4748.15
2017-02-01,zenunes,471,Materiais Expediente,922.29
2017-02-01,zenunes,471,Telefones,728.42
2017-03-01,zenunes,471,Combustível,3064.97
2017-03-01,zenunes,471,Copias,9731.2
2017-03-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,8721.11
2017-03-01,zenunes,471,Materiais Expediente,1714.09
2017-03-01,zenunes,471,Passagens Aereas,4044.87
2017-03-01,zenunes,471,Telefones,418.93
2017-03-01,zenunes,471,Veiculos - Solicitadas no Mês -Solicitadas no mes e deb no mes posterior,134.2
2017-03-01,zenunes,471,Veiculos -Solicitadas no Mês - Deb  no mês Posterior,134.2
2017-04-01,zenunes,471,Combustível,3003.4
2017-04-01,zenunes,471,Copias,3495.0
2017-04-01,zenunes,471,Debitadas no Mês e Solicitadas em Meses Anteriores,168.13
2017-04-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,6899.28
2017-04-01,zenunes,471,Materiais Expediente,114.44
2017-04-01,zenunes,471,Outros Materiais e Serviços,15.82
2017-04-01,zenunes,471,Telefones,95.04
2017-04-01,zenunes,471,Veiculos - Solicitações no Mês,402.6
2017-04-01,zenunes,471,Veiculos - Solicitadas no Mês -Solicitadas no mes e deb no mes posterior,134.2
2017-04-01,zenunes,471,Veiculos -- Solicitadas no Mês - Em andamento,402.6
2017-04-01,zenunes,471,Veiculos -Solicitadas no Mês - Deb  no mês Posterior,134.2
2017-05-01,zenunes,471,Combustível,3090.96
2017-05-01,zenunes,471,Copias,870.8
2017-05-01,zenunes,471,Indenização por Uso de Veículo Particular em Serviço,7043.46
2017-05-01,zenunes,471,Materiais Expediente,895.84
