date,dep,depid,exptype,price
2016-05-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,1742.62
2016-05-01,lizianebayer,468,Materiais Expediente,872.73
2016-05-01,lizianebayer,468,Outros Materiais e Serviços,30.0
2016-05-01,lizianebayer,468,Passagens Aereas,2295.33
2016-05-01,lizianebayer,468,Postagens,323.81
2016-05-01,lizianebayer,468,Publicações,848.53
2016-05-01,lizianebayer,468,Telefones,712.34
2016-06-01,lizianebayer,468,Acertos de Debitos,7995.0
2016-06-01,lizianebayer,468,Combustível,2654.75
2016-06-01,lizianebayer,468,Copias,750.0
2016-06-01,lizianebayer,468,Debitos Automaticos,307.05
2016-06-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4900.34
2016-06-01,lizianebayer,468,Materiais Expediente,874.52
2016-06-01,lizianebayer,468,Outros Materiais e Serviços,118.6
2016-06-01,lizianebayer,468,Postagens,138.02
2016-06-01,lizianebayer,468,Publicações,794.53
2016-06-01,lizianebayer,468,Requisições Impressos,4242.4
2016-06-01,lizianebayer,468,Telefones,710.11
2016-07-01,lizianebayer,468,Combustível,2991.58
2016-07-01,lizianebayer,468,Copias,288.4
2016-07-01,lizianebayer,468,Encardenações,9.0
2016-07-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,5194.93
2016-07-01,lizianebayer,468,Materiais Expediente,855.58
2016-07-01,lizianebayer,468,Passagens Aereas,6128.2
2016-07-01,lizianebayer,468,Postagens,6154.34
2016-07-01,lizianebayer,468,Publicações,794.53
2016-07-01,lizianebayer,468,Telefones,912.63
2016-08-01,lizianebayer,468,Combustível,3091.09
2016-08-01,lizianebayer,468,Copias,170.0
2016-08-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,5022.27
2016-08-01,lizianebayer,468,Materiais Expediente,1025.53
2016-08-01,lizianebayer,468,Outros Materiais e Serviços,326.35
2016-08-01,lizianebayer,468,Postagens,398.89
2016-08-01,lizianebayer,468,Publicações,266.0
2016-08-01,lizianebayer,468,Requisições Impressos,7071.06
2016-08-01,lizianebayer,468,Telefones,1607.6
2016-09-01,lizianebayer,468,Combustível,1492.57
2016-09-01,lizianebayer,468,Copias,44.0
2016-09-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,2750.1
2016-09-01,lizianebayer,468,Materiais Expediente,832.0
2016-09-01,lizianebayer,468,Outros Materiais e Serviços,250.09
2016-09-01,lizianebayer,468,Postagens,139.65
2016-09-01,lizianebayer,468,Publicações,1041.75
2016-09-01,lizianebayer,468,Requisições Impressos,4768.88
2016-09-01,lizianebayer,468,Telefones,772.79
2016-10-01,lizianebayer,468,Combustível,3089.82
2016-10-01,lizianebayer,468,Copias,345.0
2016-10-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4258.65
2016-10-01,lizianebayer,468,Materiais Expediente,884.77
2016-10-01,lizianebayer,468,Outros Materiais e Serviços,120.0
2016-10-01,lizianebayer,468,Postagens,204.59
2016-10-01,lizianebayer,468,Publicações,195.25
2016-10-01,lizianebayer,468,Requisições Impressos,5002.48
2016-10-01,lizianebayer,468,Telefones,605.87
2016-11-01,lizianebayer,468,Combustível,2898.21
2016-11-01,lizianebayer,468,Copias,210.0
2016-11-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4280.9
2016-11-01,lizianebayer,468,Materiais Expediente,70.96
2016-11-01,lizianebayer,468,Outros Materiais e Serviços,70.0
2016-11-01,lizianebayer,468,Postagens,336.04
2016-11-01,lizianebayer,468,Publicações,600.7
2016-11-01,lizianebayer,468,Requisições Impressos,8087.68
2016-11-01,lizianebayer,468,Telefones,614.37
2016-12-01,lizianebayer,468,Combustível,2061.25
2016-12-01,lizianebayer,468,Copias,35.0
2016-12-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,3112.33
2016-12-01,lizianebayer,468,Materiais Expediente,2383.92
2016-12-01,lizianebayer,468,Outros Materiais e Serviços,19.47
2016-12-01,lizianebayer,468,Passagens Aereas,1419.86
2016-12-01,lizianebayer,468,Postagens,1807.91
2016-12-01,lizianebayer,468,Publicações,600.7
2016-12-01,lizianebayer,468,Sedex,31.7
2016-12-01,lizianebayer,468,Telefones,552.05
2017-01-01,lizianebayer,468,Acertos de Debitos,962.76
2017-01-01,lizianebayer,468,Combustível,3091.0
2017-01-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,5428.11
2017-01-01,lizianebayer,468,Materiais Expediente,70.15
2017-01-01,lizianebayer,468,Postagens,471.37
2017-01-01,lizianebayer,468,Telefones,72.22
2017-02-01,lizianebayer,468,Combustível,2891.33
2017-02-01,lizianebayer,468,Copias,796.68
2017-02-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,5593.65
2017-02-01,lizianebayer,468,Materiais Expediente,111.29
2017-02-01,lizianebayer,468,Outros Materiais e Serviços,125.2
2017-02-01,lizianebayer,468,Passagens Aereas,2592.76
2017-02-01,lizianebayer,468,Postagens,169.07
2017-02-01,lizianebayer,468,Requisições Impressos,1386.75
2017-02-01,lizianebayer,468,Telefones,405.72
2017-03-01,lizianebayer,468,Combustível,3090.8
2017-03-01,lizianebayer,468,Copias,560.0
2017-03-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,5278.59
2017-03-01,lizianebayer,468,Materiais Expediente,1673.45
2017-03-01,lizianebayer,468,Outros Materiais e Serviços,122.09
2017-03-01,lizianebayer,468,Postagens,476.6
2017-03-01,lizianebayer,468,Requisições Impressos,606.75
2017-03-01,lizianebayer,468,Telefones,485.43
2017-04-01,lizianebayer,468,Combustível,3090.97
2017-04-01,lizianebayer,468,Copias,398.62
2017-04-01,lizianebayer,468,Encardenações,3.0
2017-04-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4217.71
2017-04-01,lizianebayer,468,Materiais Expediente,955.27
2017-04-01,lizianebayer,468,Postagens,187.21
2017-04-01,lizianebayer,468,Publicações,254.75
2017-04-01,lizianebayer,468,Requisições Impressos,11661.88
2017-04-01,lizianebayer,468,Telefones,109.07
2017-05-01,lizianebayer,468,Combustível,3091.52
2017-05-01,lizianebayer,468,Copias,1421.25
2017-05-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4642.24
2017-05-01,lizianebayer,468,Materiais Expediente,311.08
2017-05-01,lizianebayer,468,Outros Materiais e Serviços,110.66
2017-05-01,lizianebayer,468,Passagens Aereas,3186.26
2017-05-01,lizianebayer,468,Postagens,1535.79
2017-05-01,lizianebayer,468,Publicações,254.75
2017-05-01,lizianebayer,468,Requisições Impressos,5484.35
2017-05-01,lizianebayer,468,Sedex,88.59
2017-06-01,lizianebayer,468,Combustível,3090.41
2017-06-01,lizianebayer,468,Copias,44.0
2017-06-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4789.98
2017-06-01,lizianebayer,468,Materiais Expediente,74.83
2017-06-01,lizianebayer,468,Outros Materiais e Serviços,11.72
2017-06-01,lizianebayer,468,Postagens,130.83
2017-06-01,lizianebayer,468,Publicações,775.51
2017-06-01,lizianebayer,468,Telefones,508.01
2017-07-01,lizianebayer,468,Combustível,2933.0
2017-07-01,lizianebayer,468,Copias,88.0
2017-07-01,lizianebayer,468,Debitos Automaticos,1392.09
2017-07-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4781.08
2017-07-01,lizianebayer,468,Materiais Expediente,87.06
2017-07-01,lizianebayer,468,Outros Materiais e Serviços,67.54
2017-07-01,lizianebayer,468,Postagens,375.71
2017-07-01,lizianebayer,468,Publicações,1261.74
2017-07-01,lizianebayer,468,Requisições Impressos,13669.8
2017-07-01,lizianebayer,468,Telefones,141.33
2017-08-01,lizianebayer,468,Combustível,3091.59
2017-08-01,lizianebayer,468,Copias,547.0
2017-08-01,lizianebayer,468,Debitos Automaticos,1392.1
2017-08-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,0.0
2017-08-01,lizianebayer,468,Materiais Expediente,534.17
2017-08-01,lizianebayer,468,Passagens Aereas,7015.37
2017-08-01,lizianebayer,468,Postagens,916.18
2017-08-01,lizianebayer,468,Publicações,1006.99
2017-08-01,lizianebayer,468,Requisições Impressos,1504.7
2017-08-01,lizianebayer,468,Telefones,590.07
2017-09-01,lizianebayer,468,Combustível,1416.49
2017-09-01,lizianebayer,468,Debitos Automaticos,1392.1
2017-09-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,2217.88
2017-09-01,lizianebayer,468,Materiais Expediente,74.56
2017-09-01,lizianebayer,468,Passagens Aereas,943.74
2017-09-01,lizianebayer,468,Postagens,542.07
2017-09-01,lizianebayer,468,Publicações,1060.99
2017-09-01,lizianebayer,468,Telefones,565.48
2017-10-01,lizianebayer,468,Combustível,3091.34
2017-10-01,lizianebayer,468,Copias,587.0
2017-10-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,5493.97
2017-10-01,lizianebayer,468,Materiais Expediente,1923.4
2017-10-01,lizianebayer,468,Postagens,185.51
2017-10-01,lizianebayer,468,Publicações,540.23
2017-10-01,lizianebayer,468,Requisições Impressos,5300.32
2017-10-01,lizianebayer,468,Sedex,34.66
2017-10-01,lizianebayer,468,Telefones,179.7
2017-11-01,lizianebayer,468,Combustível,2570.21
2017-11-01,lizianebayer,468,Copias,142.0
2017-11-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4544.34
2017-11-01,lizianebayer,468,Materiais Expediente,88.99
2017-11-01,lizianebayer,468,Postagens,378.43
2017-11-01,lizianebayer,468,Requisições Impressos,1403.1
2017-11-01,lizianebayer,468,Sedex,32.6
2017-11-01,lizianebayer,468,Telefones,430.09
2017-12-01,lizianebayer,468,Combustível,2276.28
2017-12-01,lizianebayer,468,Copias,77.28
2017-12-01,lizianebayer,468,Indenização por Uso de Veículo Particular em Serviço,4025.47
2017-12-01,lizianebayer,468,Materiais Expediente,105.98
2017-12-01,lizianebayer,468,Outros Materiais e Serviços,90.0
2017-12-01,lizianebayer,468,Passagens Aereas,5624.56
2017-12-01,lizianebayer,468,Postagens,330.67
2017-12-01,lizianebayer,468,Requisições Impressos,16031.25
2017-12-01,lizianebayer,468,Sedex,119.84
2017-12-01,lizianebayer,468,Telefones,1079.02
2015-03-01,ibsenpinheiro,490,Combustível,286.56
2015-03-01,ibsenpinheiro,490,Copias,135.6
2015-03-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,141.51
2015-03-01,ibsenpinheiro,490,Materiais Expediente,324.37
2015-03-01,ibsenpinheiro,490,Outros Materiais e Serviços,73.58
2015-04-01,ibsenpinheiro,490,Combustível,234.71
2015-04-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,349.77
2015-04-01,ibsenpinheiro,490,Materiais Expediente,546.36
2015-04-01,ibsenpinheiro,490,Outros Materiais e Serviços,74.26
2015-04-01,ibsenpinheiro,490,Telefones,394.08
2015-05-01,ibsenpinheiro,490,Combustível,268.33
2015-05-01,ibsenpinheiro,490,Copias,90.4
2015-05-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,407.62
2015-05-01,ibsenpinheiro,490,Materiais Expediente,534.84
2015-05-01,ibsenpinheiro,490,Outros Materiais e Serviços,467.09
2015-06-01,ibsenpinheiro,490,Combustível,134.83
2015-06-01,ibsenpinheiro,490,Encardenações,6.34
2015-06-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,494.84
2015-06-01,ibsenpinheiro,490,Materiais Expediente,3.48
2015-06-01,ibsenpinheiro,490,Outros Materiais e Serviços,16.92
2015-06-01,ibsenpinheiro,490,Passagens Aereas,1365.36
2015-06-01,ibsenpinheiro,490,Telefones,2068.84
2015-07-01,ibsenpinheiro,490,Acertos de Debitos,653.4
2015-07-01,ibsenpinheiro,490,Combustível,115.03
2015-07-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,409.4
2015-07-01,ibsenpinheiro,490,Materiais Expediente,18.8
2015-07-01,ibsenpinheiro,490,Publicações,110.0
2015-07-01,ibsenpinheiro,490,Telefones,1771.1
2015-08-01,ibsenpinheiro,490,Combustível,414.39
2015-08-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,546.46
2015-08-01,ibsenpinheiro,490,Passagens Aereas,2308.36
2015-08-01,ibsenpinheiro,490,Publicações,110.0
2015-08-01,ibsenpinheiro,490,Telefones,364.79
2015-09-01,ibsenpinheiro,490,Acertos de Debitos,944.89
2015-09-01,ibsenpinheiro,490,Combustível,284.31
2015-09-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,573.16
2015-09-01,ibsenpinheiro,490,Publicações,334.28
2015-09-01,ibsenpinheiro,490,Telefones,357.79
2015-10-01,ibsenpinheiro,490,Combustível,270.82
2015-10-01,ibsenpinheiro,490,Copias,48.4
2015-10-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,524.21
2015-10-01,ibsenpinheiro,490,Materiais Expediente,103.71
2015-10-01,ibsenpinheiro,490,Postagens,3.9
2015-10-01,ibsenpinheiro,490,Publicações,334.28
2015-10-01,ibsenpinheiro,490,Telefones,416.72
2015-11-01,ibsenpinheiro,490,Combustível,453.3
2015-11-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,528.66
2015-11-01,ibsenpinheiro,490,Publicações,644.28
2015-11-01,ibsenpinheiro,490,Telefones,21.86
2015-12-01,ibsenpinheiro,490,Combustível,382.66
2015-12-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,519.76
2015-12-01,ibsenpinheiro,490,Materiais Expediente,808.82
2015-12-01,ibsenpinheiro,490,Publicações,644.28
2015-12-01,ibsenpinheiro,490,Telefones,450.62
2016-01-01,ibsenpinheiro,490,Combustível,0.0
2016-01-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,0.0
2016-01-01,ibsenpinheiro,490,Outros Materiais e Serviços,20.0
2016-01-01,ibsenpinheiro,490,Telefones,282.56
2016-02-01,ibsenpinheiro,490,Combustível,351.52
2016-02-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,351.55
2016-02-01,ibsenpinheiro,490,Telefones,477.31
2016-03-01,ibsenpinheiro,490,Combustível,405.64
2016-03-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,428.09
2016-03-01,ibsenpinheiro,490,Materiais Expediente,44.25
2016-04-01,ibsenpinheiro,490,Combustível,322.09
2016-04-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,453.9
2016-04-01,ibsenpinheiro,490,Materiais Expediente,62.83
2016-04-01,ibsenpinheiro,490,Outros Materiais e Serviços,96.31
2016-04-01,ibsenpinheiro,490,Publicações,208.23
2016-04-01,ibsenpinheiro,490,Telefones,448.71
2016-05-01,ibsenpinheiro,490,Combustível,328.89
2016-05-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,422.75
2016-05-01,ibsenpinheiro,490,Materiais Expediente,813.25
2016-05-01,ibsenpinheiro,490,Publicações,345.73
2016-05-01,ibsenpinheiro,490,Telefones,482.25
2016-06-01,ibsenpinheiro,490,Combustível,299.77
2016-06-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,465.47
2016-06-01,ibsenpinheiro,490,Materiais Expediente,15.35
2016-06-01,ibsenpinheiro,490,Publicações,345.73
2016-06-01,ibsenpinheiro,490,Telefones,484.16
2016-07-01,ibsenpinheiro,490,Combustível,305.9
2016-07-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,409.4
2016-07-01,ibsenpinheiro,490,Materiais Expediente,103.72
2016-07-01,ibsenpinheiro,490,Publicações,345.73
2016-07-01,ibsenpinheiro,490,Sedex,110.91
2016-07-01,ibsenpinheiro,490,Telefones,1976.71
2016-08-01,ibsenpinheiro,490,Combustível,478.62
2016-08-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,491.28
2016-08-01,ibsenpinheiro,490,Publicações,137.5
2016-08-01,ibsenpinheiro,490,Telefones,537.79
2016-09-01,ibsenpinheiro,490,Combustível,248.7
2016-09-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,220.72
2016-09-01,ibsenpinheiro,490,Materiais Expediente,1629.48
2016-09-01,ibsenpinheiro,490,Outros Materiais e Serviços,10.0
2016-09-01,ibsenpinheiro,490,Publicações,1041.75
2016-09-01,ibsenpinheiro,490,Telefones,637.96
2016-10-01,ibsenpinheiro,490,Combustível,528.26
2016-10-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,422.75
2016-10-01,ibsenpinheiro,490,Publicações,195.25
2016-10-01,ibsenpinheiro,490,Telefones,496.72
2016-11-01,ibsenpinheiro,490,Combustível,489.48
2016-11-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,428.09
2016-11-01,ibsenpinheiro,490,Materiais Expediente,159.83
2016-11-01,ibsenpinheiro,490,Publicações,195.25
2016-11-01,ibsenpinheiro,490,Telefones,421.41
2016-12-01,ibsenpinheiro,490,Combustível,292.0
2016-12-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,320.4
2016-12-01,ibsenpinheiro,490,Publicações,195.25
2016-12-01,ibsenpinheiro,490,Telefones,453.14
2017-01-01,ibsenpinheiro,490,Combustível,0.0
2017-01-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,0.0
2017-01-01,ibsenpinheiro,490,Telefones,20.54
2017-02-01,ibsenpinheiro,490,Combustível,513.25
2017-02-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,331.08
2017-02-01,ibsenpinheiro,490,Telefones,466.61
2017-03-01,ibsenpinheiro,490,Combustível,473.61
2017-03-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,463.69
2017-03-01,ibsenpinheiro,490,Telefones,401.06
2017-04-01,ibsenpinheiro,490,Combustível,222.0
2017-04-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,386.26
2017-04-01,ibsenpinheiro,490,Materiais Expediente,108.05
2017-04-01,ibsenpinheiro,490,Publicações,254.75
2017-04-01,ibsenpinheiro,490,Telefones,46.4
2017-05-01,ibsenpinheiro,490,Combustível,236.59
2017-05-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,470.81
2017-05-01,ibsenpinheiro,490,Publicações,374.45
2017-06-01,ibsenpinheiro,490,Combustível,477.63
2017-06-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,450.34
2017-06-01,ibsenpinheiro,490,Materiais Expediente,63.93
2017-06-01,ibsenpinheiro,490,Publicações,760.71
2017-06-01,ibsenpinheiro,490,Telefones,365.76
2017-07-01,ibsenpinheiro,490,Combustível,168.84
2017-07-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,283.02
2017-07-01,ibsenpinheiro,490,Publicações,760.71
2017-07-01,ibsenpinheiro,490,Telefones,108.81
2017-08-01,ibsenpinheiro,490,Combustível,220.82
2017-08-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,395.16
2017-08-01,ibsenpinheiro,490,Publicações,798.46
2017-08-01,ibsenpinheiro,490,Telefones,336.13
2017-09-01,ibsenpinheiro,490,Combustível,258.61
2017-09-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,299.04
2017-09-01,ibsenpinheiro,490,Materiais Expediente,84.03
2017-09-01,ibsenpinheiro,490,Publicações,678.76
2017-09-01,ibsenpinheiro,490,Telefones,327.1
2017-10-01,ibsenpinheiro,490,Combustível,274.13
2017-10-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,405.84
2017-10-01,ibsenpinheiro,490,Publicações,292.5
2017-10-01,ibsenpinheiro,490,Telefones,46.23
2017-11-01,ibsenpinheiro,490,Combustível,270.2
2017-11-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,427.2
2017-11-01,ibsenpinheiro,490,Publicações,292.5
2017-11-01,ibsenpinheiro,490,Telefones,284.92
2017-12-01,ibsenpinheiro,490,Combustível,273.81
2017-12-01,ibsenpinheiro,490,Indenização por Uso de Veículo Particular em Serviço,341.76
2017-12-01,ibsenpinheiro,490,Telefones,649.29
2015-02-01,edsonbrum,429,Combustível,620.01
2015-02-01,edsonbrum,429,Copias,60.5
2015-02-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,1035.96
2015-02-01,edsonbrum,429,Materiais Expediente,664.04
2015-02-01,edsonbrum,429,Outros Materiais e Serviços,149.07
2015-02-01,edsonbrum,429,Postagens,1125.99
2015-02-01,edsonbrum,429,Telefones,529.81
2015-03-01,edsonbrum,429,Combustível,120.0
2015-03-01,edsonbrum,429,Copias,226.0
2015-03-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,962.09
2015-03-01,edsonbrum,429,Materiais Expediente,783.23
2015-03-01,edsonbrum,429,Outros Materiais e Serviços,73.58
2015-03-01,edsonbrum,429,Postagens,4018.06
2015-03-01,edsonbrum,429,Sedex,61.44
2015-03-01,edsonbrum,429,Telefones,467.28
2015-04-01,edsonbrum,429,Combustível,1158.89
2015-04-01,edsonbrum,429,Copias,214.7
2015-04-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,3991.65
2015-04-01,edsonbrum,429,Materiais Expediente,1706.58
2015-04-01,edsonbrum,429,Passagens Aereas,5433.68
2015-04-01,edsonbrum,429,Postagens,1178.43
2015-04-01,edsonbrum,429,Sedex,15.17
2015-04-01,edsonbrum,429,Telefones,1419.25
2015-05-01,edsonbrum,429,Combustível,1973.16
2015-05-01,edsonbrum,429,Encardenações,72.91
2015-05-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,4129.6
2015-05-01,edsonbrum,429,Materiais Expediente,178.3
2015-05-01,edsonbrum,429,Outros Materiais e Serviços,216.92
2015-05-01,edsonbrum,429,Postagens,1564.04
2015-05-01,edsonbrum,429,Sedex,142.71
2015-05-01,edsonbrum,429,Telex,7.83
2015-06-01,edsonbrum,429,Combustível,1655.33
2015-06-01,edsonbrum,429,Copias,350.1
2015-06-01,edsonbrum,429,Encardenações,9.51
2015-06-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,4041.49
2015-06-01,edsonbrum,429,Materiais Expediente,168.43
2015-06-01,edsonbrum,429,Outros Materiais e Serviços,90.0
2015-06-01,edsonbrum,429,Passagens Aereas,2692.46
2015-06-01,edsonbrum,429,Postagens,2294.26
2015-06-01,edsonbrum,429,Publicações,200.18
2015-06-01,edsonbrum,429,Sedex,61.29
2015-06-01,edsonbrum,429,Telefones,1691.25
2015-06-01,edsonbrum,429,Telex,7.83
2015-07-01,edsonbrum,429,Combustível,2124.21
2015-07-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,3512.83
2015-07-01,edsonbrum,429,Materiais Expediente,90.23
2015-07-01,edsonbrum,429,Outros Materiais e Serviços,89.2
2015-07-01,edsonbrum,429,Postagens,1520.34
2015-07-01,edsonbrum,429,Publicações,337.68
2015-07-01,edsonbrum,429,Sedex,13.65
2015-07-01,edsonbrum,429,Telefones,855.39
2015-08-01,edsonbrum,429,Combustível,1996.58
2015-08-01,edsonbrum,429,Copias,72.6
2015-08-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,3940.92
2015-08-01,edsonbrum,429,Materiais Expediente,116.46
2015-08-01,edsonbrum,429,Outros Materiais e Serviços,7.4
2015-08-01,edsonbrum,429,Passagens Aereas,3448.72
2015-08-01,edsonbrum,429,Postagens,1880.42
2015-08-01,edsonbrum,429,Publicações,337.68
2015-08-01,edsonbrum,429,Requisições Impressos,5639.1
2015-08-01,edsonbrum,429,Sedex,16.94
2015-08-01,edsonbrum,429,Telefones,887.24
2015-08-01,edsonbrum,429,Telex,15.66
2015-09-01,edsonbrum,429,Combustível,2001.95
2015-09-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,3584.92
2015-09-01,edsonbrum,429,Materiais Expediente,214.84
2015-09-01,edsonbrum,429,Postagens,1479.08
2015-09-01,edsonbrum,429,Publicações,609.26
2015-09-01,edsonbrum,429,Sedex,31.62
2015-09-01,edsonbrum,429,Telefones,751.97
2015-09-01,edsonbrum,429,Telex,15.66
2015-10-01,edsonbrum,429,Combustível,2084.65
2015-10-01,edsonbrum,429,Copias,121.0
2015-10-01,edsonbrum,429,Encardenações,3.17
2015-10-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,3930.24
2015-10-01,edsonbrum,429,Materiais Expediente,657.13
2015-10-01,edsonbrum,429,Postagens,6656.13
2015-10-01,edsonbrum,429,Publicações,409.08
2015-10-01,edsonbrum,429,Sedex,34.5
2015-10-01,edsonbrum,429,Telefones,767.48
2015-11-01,edsonbrum,429,Combustível,2069.87
2015-11-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,3994.32
2015-11-01,edsonbrum,429,Materiais Expediente,1691.99
2015-11-01,edsonbrum,429,Postagens,7138.58
2015-11-01,edsonbrum,429,Publicações,271.58
2015-11-01,edsonbrum,429,Telefones,80.08
2015-12-01,edsonbrum,429,Combustível,2257.9
2015-12-01,edsonbrum,429,Copias,36.3
2015-12-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,4067.3
2015-12-01,edsonbrum,429,Materiais Expediente,869.73
2015-12-01,edsonbrum,429,Postagens,1078.32
2015-12-01,edsonbrum,429,Publicações,271.58
2015-12-01,edsonbrum,429,Telefones,863.88
2015-12-01,edsonbrum,429,Telex,15.66
2016-01-01,edsonbrum,429,Combustível,1450.93
2016-01-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,4111.8
2016-01-01,edsonbrum,429,Materiais Expediente,807.0
2016-01-01,edsonbrum,429,Postagens,624.94
2016-01-01,edsonbrum,429,Telefones,1078.58
2016-02-01,edsonbrum,429,Combustível,3077.05
2016-02-01,edsonbrum,429,Copias,384.2
2016-02-01,edsonbrum,429,Encardenações,3.17
2016-02-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,6228.22
2016-02-01,edsonbrum,429,Materiais Expediente,33.58
2016-02-01,edsonbrum,429,Postagens,2.1
2016-02-01,edsonbrum,429,Telefones,359.41
2016-02-01,edsonbrum,429,Telex,8.52
2016-03-01,edsonbrum,429,Combustível,3091.71
2016-03-01,edsonbrum,429,Copias,256.6
2016-03-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,5772.54
2016-03-01,edsonbrum,429,Materiais Expediente,867.89
2016-03-01,edsonbrum,429,Outros Materiais e Serviços,2545.0
2016-03-01,edsonbrum,429,Requisições Impressos,1520.63
2016-03-01,edsonbrum,429,Telefones,704.58
2016-04-01,edsonbrum,429,Combustível,3076.15
2016-04-01,edsonbrum,429,Encardenações,3.0
2016-04-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,6644.74
2016-04-01,edsonbrum,429,Materiais Expediente,1003.87
2016-04-01,edsonbrum,429,Postagens,10209.5
2016-04-01,edsonbrum,429,Publicações,377.28
2016-04-01,edsonbrum,429,Telefones,1350.88
2016-04-01,edsonbrum,429,Telex,9.13
2016-05-01,edsonbrum,429,Combustível,3091.7
2016-05-01,edsonbrum,429,Copias,490.0
2016-05-01,edsonbrum,429,Encardenações,3.0
2016-05-01,edsonbrum,429,Indenização por Uso de Veículo Particular em Serviço,7265.17
2016-05-01,edsonbrum,429,Materiais Expediente,906.43
2016-05-01,edsonbrum,429,Outros Materiais e Serviços,69.0
2016-05-01,edsonbrum,429,Passagens Aereas,5400.08
2016-05-01,edsonbrum,429,Postagens,2147.82
2016-05-01,edsonbrum,429,Publicações,514.78
