destino,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,valtotal,volta
RIO DE JANEIRO - RJ,2015-09-02,0,-2.5,85270,PEDRO LUIZ FAGUNDES RUAS,-1861.93,0.0,2015-09-04
"PINHEIRO MACHADO - RS,  CANDIOTA - RS",2015-01-29,0,1.5,81080,PEDRO OZORIO PEREIRA,699.15,100.0,2015-01-30
CHUVISCA - RS,2015-02-02,0,1.5,81080,PEDRO OZORIO PEREIRA,699.15,117.0,2015-02-03
"MINAS DO LEAO - RS,  CRISTAL - RS,  HERVAL - RS",2015-02-04,0,3.5,81135,PEDRO OZORIO PEREIRA,2061.12,306.5,2015-02-07
TAPES - RS,2015-02-09,0,1.5,81136,PEDRO OZORIO PEREIRA,883.34,94.0,2015-02-10
DOM FELICIANO - RS,2015-02-11,0,1.5,81247,PEDRO OZORIO PEREIRA,883.34,55.0,2015-02-12
"ENCRUZILHADA DO SUL - RS,  PIRATINI - RS",2015-02-18,0,3.5,81331,PEDRO OZORIO PEREIRA,2061.12,159.0,2015-02-21
MORRO REDONDO - RS,2015-02-23,0,0.5,81331,PEDRO OZORIO PEREIRA,294.45,15.5,2015-02-23
"NOVA PADUA - RS,  FLORES DA CUNHA - RS",2015-02-25,0,2.5,81454,PEDRO OZORIO PEREIRA,1472.23,302.0,2015-02-27
PEDRO OSORIO - RS,2015-02-28,0,0.5,81454,PEDRO OZORIO PEREIRA,294.45,17.0,2015-02-28
PELOTAS - RS,2015-03-02,0,0.5,81454,PEDRO OZORIO PEREIRA,294.45,16.2,2015-03-02
AMARAL FERRADOR - RS,2015-03-05,0,1.5,81598,PEDRO OZORIO PEREIRA,883.34,40.0,2015-03-06
TURUCU - RS,2015-03-09,0,0.5,81598,PEDRO OZORIO PEREIRA,294.45,13.0,2015-03-09
"FONTOURA XAVIER - RS,  NAO-ME-TOQUE - RS",2015-03-11,0,2.5,81847,PEDRO OZORIO PEREIRA,1472.23,112.5,2015-03-13
"SAO LOURENCO DO SUL - RS,  SANTIAGO - RS,  SAO PEDRO DO SUL - RS",2015-03-18,0,3.5,81978,PEDRO OZORIO PEREIRA,2061.12,265.0,2015-03-21
RIO PARDO - RS,2015-03-23,0,1.5,81978,PEDRO OZORIO PEREIRA,883.34,40.0,2015-03-24
RIO PARDO - RS,2015-03-25,0,1.5,82161,PEDRO OZORIO PEREIRA,883.34,48.0,2015-03-26
SANTANA DA BOA VISTA - RS,2015-04-01,0,1.5,82289,PEDRO OZORIO PEREIRA,883.34,55.0,2015-04-02
"CAMAQUA - RS,  VENANCIO AIRES - RS",2015-04-08,0,2.5,82435,PEDRO OZORIO PEREIRA,1472.23,152.0,2015-04-10
CAMAQUA - RS,2015-04-15,0,1.5,82629,PEDRO OZORIO PEREIRA,883.34,67.0,2015-04-16
"CRISTAL - RS,  JAGUARAO - RS",2015-04-23,0,2.5,82764,PEDRO OZORIO PEREIRA,1472.23,108.0,2015-04-25
PELOTAS - RS,2015-04-27,0,0.5,82764,PEDRO OZORIO PEREIRA,294.45,16.82,2015-04-27
PIRATINI - RS,2015-05-08,0,1.5,83118,PEDRO OZORIO PEREIRA,883.34,86.5,2015-05-09
"DOM FELICIANO - RS,  CAMAQUA - RS",2015-05-13,0,2.5,83329,PEDRO OZORIO PEREIRA,1472.23,127.0,2015-05-15
TAPES - RS,2015-05-20,0,1.5,83537,PEDRO OZORIO PEREIRA,883.34,104.0,2015-05-21
"BRASILIA - DF,  SAO PAULO - SP",2015-05-26,3,2.5,83670,PEDRO OZORIO PEREIRA,1861.93,0.0,2015-05-28
"VACARIA - RS,  CAMBARA DO SUL - RS",2015-05-28,0,2.0,83704,PEDRO OZORIO PEREIRA,1177.78,200.0,2015-05-30
"CAMAQUA - RS,  CANDIOTA - RS",2015-06-17,0,2.5,84123,PEDRO OZORIO PEREIRA,1472.23,142.0,2015-06-19
CACHOEIRA DO SUL - RS,2015-06-24,0,1.5,84237,PEDRO OZORIO PEREIRA,883.34,75.0,2015-06-25
FONTOURA XAVIER - RS,2015-07-31,0,0.5,85019,PEDRO OZORIO PEREIRA,294.45,0.0,2015-07-31
FONTOURA XAVIER - RS,2015-08-01,0,1.0,85019,PEDRO OZORIO PEREIRA,588.89,90.0,2015-08-01
"CRISTAL - RS,  JAGUARAO - RS",2015-08-05,0,2.5,85155,PEDRO OZORIO PEREIRA,1472.23,237.0,2015-08-07
SAO LOURENCO DO SUL - RS,2015-08-13,0,1.5,85272,PEDRO OZORIO PEREIRA,883.34,100.0,2015-08-14
CHUVISCA - RS,2015-08-19,0,1.5,85422,PEDRO OZORIO PEREIRA,883.34,67.0,2015-08-20
DOM FELICIANO - RS,2015-08-26,0,1.5,85607,PEDRO OZORIO PEREIRA,883.34,60.0,2015-08-27
"PEDRO OSORIO - RS,  CERRITO - RS,  PINHEIRO MACHADO - RS",2015-09-09,0,2.0,85907,PEDRO OZORIO PEREIRA,1177.78,195.0,2015-09-11
"CRISTAL - RS,  SAO LOURENCO DO SUL - RS",2015-09-30,0,0.5,86416,PEDRO OZORIO PEREIRA,294.45,0.0,2015-09-30
"CRISTAL - RS,  SAO LOURENCO DO SUL - RS",2015-10-01,0,1.5,86416,PEDRO OZORIO PEREIRA,883.34,170.0,2015-10-02
"TOROPI - RS,  SAO PEDRO DO SUL - RS,  NOVA ESPERANCA DO SUL - RS,  BOSSOROCA - RS,  SANTIAGO - RS,  CAPAO DO CIPO - RS",2015-10-07,0,3.0,86515,PEDRO OZORIO PEREIRA,1766.67,235.0,2015-10-10
ARROIO GRANDE - RS,2015-10-14,0,1.0,86665,PEDRO OZORIO PEREIRA,588.89,50.0,2015-10-15
AMARAL FERRADOR - RS,2015-10-21,0,1.0,86858,PEDRO OZORIO PEREIRA,588.89,45.0,2015-10-22
"PINHEIRO MACHADO - RS,  SAO LUIZ GONZAGA - RS",2015-10-29,0,2.0,86994,PEDRO OZORIO PEREIRA,1177.78,210.0,2015-10-31
CANDIOTA - RS,2015-11-12,0,0.5,87316,PEDRO OZORIO PEREIRA,294.45,22.0,2015-11-12
ACEGUA - RS,2015-11-13,0,0.5,87317,PEDRO OZORIO PEREIRA,294.45,36.0,2015-11-13
"VACARIA - RS,  CAMBARA DO SUL - RS",2015-11-19,0,2.0,87503,PEDRO OZORIO PEREIRA,1177.78,145.0,2015-11-21
CAMAQUA - RS,2015-12-02,0,1.0,87854,PEDRO OZORIO PEREIRA,588.89,67.0,2015-12-03
CRISTAL - RS,2015-12-09,0,1.0,87962,PEDRO OZORIO PEREIRA,588.89,86.0,2015-12-10
MANAUS - AM,2015-01-28,2,2.5,80940,RAUL JORGE ANGLADA PONT,1473.7,0.0,2015-01-30
SAO MARCOS - RS,2015-02-23,0,0.5,81392,REGINA MARIA BECKER,294.45,22.9,2015-02-23
BRASILIA - DF,2015-03-02,2,0.5,81564,REGINA MARIA BECKER,372.39,49.87,2015-03-02
"SANTO ANGELO - RS,  IJUI - RS",2015-03-12,0,1.5,81871,REGINA MARIA BECKER,883.34,222.0,2015-03-13
IBIRUBA - RS,2015-03-15,0,1.5,81879,REGINA MARIA BECKER,883.34,155.0,2015-03-16
BOM JESUS - RS,2015-03-23,0,0.5,82065,REGINA MARIA BECKER,294.45,11.9,2015-03-23
RIO PARDO - RS,2015-03-24,0,0.5,82069,REGINA MARIA BECKER,294.45,8.0,2015-03-24
BRASILIA - DF,2015-04-07,2,2.5,82508,REGINA MARIA BECKER,1861.93,131.3,2015-04-09
CANELA - RS,2015-04-09,0,1.0,82513,REGINA MARIA BECKER,588.89,171.9,2015-04-10
LAJEADO - RS,2015-04-13,0,0.5,82517,REGINA MARIA BECKER,294.45,26.75,2015-04-13
FARROUPILHA - RS,2015-04-24,0,0.5,82873,REGINA MARIA BECKER,294.45,6.8,2015-04-24
BRASILIA - DF,2015-04-28,2,1.5,82874,REGINA MARIA BECKER,1117.16,0.0,2015-04-29
IJUI - RS,2015-05-07,0,1.5,83178,REGINA MARIA BECKER,883.34,122.45,2015-05-08
CONSTANTINA - RS,2015-05-15,0,1.5,83318,REGINA MARIA BECKER,883.34,48.97,2015-05-16
Boston - ESTADOS UNIDOS DA AMERICA.,2015-05-31,0,0.5,83800,REGINA MARIA BECKER,623.68,0.0,2015-05-31
Boston - ESTADOS UNIDOS DA AMERICA.,2015-06-01,0,2.0,83800,REGINA MARIA BECKER,2494.72,0.0,2015-06-02
XANGRI-LA - RS,2015-06-12,0,0.5,84067,REGINA MARIA BECKER,294.45,8.0,2015-06-12
"VACARIA - RS,  BOM JESUS - RS",2015-06-14,0,1.5,84008,REGINA MARIA BECKER,883.34,221.25,2015-06-15
BRASILIA - DF,2015-06-16,2,0.5,84010,REGINA MARIA BECKER,372.39,0.0,2015-06-16
CAPAO DA CANOA - RS,2015-06-19,0,0.5,84092,REGINA MARIA BECKER,294.45,27.5,2015-06-19
SANTIAGO - RS,2015-06-25,0,1.5,84294,REGINA MARIA BECKER,883.34,182.5,2015-06-26
IMIGRANTE - RS,2015-06-29,0,0.5,84300,REGINA MARIA BECKER,294.45,12.79,2015-06-29
LAGOA VERMELHA - RS,2015-07-02,0,1.5,84442,REGINA MARIA BECKER,883.34,172.20000000000002,2015-07-03
GRAMADO - RS,2015-07-06,0,0.5,84447,REGINA MARIA BECKER,294.45,22.55,2015-07-06
FARROUPILHA - RS,2015-07-10,0,0.5,84636,REGINA MARIA BECKER,294.45,40.0,2015-07-10
Roma - ITALIA.,2015-07-19,0,3.5,84943,REGINA MARIA BECKER,5156.34,0.0,2015-07-22
CACAPAVA DO SUL - RS,2015-08-06,0,0.5,85116,REGINA MARIA BECKER,294.45,14.5,2015-08-06
BAGE - RS,2015-08-12,0,1.5,85221,REGINA MARIA BECKER,883.34,157.5,2015-08-13
VERANOPOLIS - RS,2015-08-28,0,0.5,85647,REGINA MARIA BECKER,294.45,53.35,2015-08-28
ALEGRETE - RS,2015-09-02,0,1.0,85695,REGINA MARIA BECKER,588.89,205.0,2015-09-03
TAQUARI - RS,2015-09-12,0,0.5,86017,REGINA MARIA BECKER,294.45,5.75,2015-09-12
"CAXIAS DO SUL - RS,  FARROUPILHA - RS",2015-09-14,0,0.5,86020,REGINA MARIA BECKER,294.45,6.5,2015-09-14
TAQUARI - RS,2015-09-17,0,0.5,86134,REGINA MARIA BECKER,294.45,7.0,2015-09-17
FARROUPILHA - RS,2015-10-01,0,0.5,86339,REGINA MARIA BECKER,294.45,5.5,2015-10-01
CRICIUMA - SC,2015-10-14,0,0.5,86576,REGINA MARIA BECKER,372.39,3.5,2015-10-14
ROSARIO DO SUL - RS,2015-11-04,0,1.0,87115,REGINA MARIA BECKER,588.89,95.0,2015-11-05
CAMBARA DO SUL - RS,2015-11-11,0,0.5,87213,REGINA MARIA BECKER,294.45,10.5,2015-11-11
BRASILIA - DF,2015-11-17,2,0.5,87369,REGINA MARIA BECKER,372.39,28.799999999999997,2015-11-17
SERAFINA CORREA - RS,2015-11-23,0,0.5,87546,REGINA MARIA BECKER,294.45,6.14,2015-11-23
XANGRI-LA - RS,2015-11-26,0,0.5,87574,REGINA MARIA BECKER,294.45,24.0,2015-11-26
"PELOTAS - RS,  JAGUARAO - RS,  CAPAO DO LEAO - RS",2015-12-15,0,1.0,87991,REGINA MARIA BECKER,588.89,140.08,2015-12-16
VACARIA - RS,2015-01-11,0,0.5,80887,RONALDO SANTINI,233.05,0.0,2015-01-11
"CAPAO DO LEAO - RS,  PELOTAS - RS",2015-01-12,0,0.5,80889,RONALDO SANTINI,233.05,0.0,2015-01-12
"BENTO GONCALVES - RS,  SAO JOSE DOS AUSENTES - RS,  VERANOPOLIS - RS",2015-01-15,0,3.5,80987,RONALDO SANTINI,1631.35,0.0,2015-01-18
BRASILIA - DF,2015-02-09,3,3.5,81171,RONALDO SANTINI,2606.7,0.0,2015-02-12
IPIRANGA DO SUL - RS,2015-02-20,0,1.5,81324,RONALDO SANTINI,883.34,0.0,2015-02-21
CAXIAS DO SUL - RS,2015-02-23,0,0.5,81344,RONALDO SANTINI,294.45,0.0,2015-02-23
"CAPAO DA CANOA - RS,  SANANDUVA - RS",2015-02-25,0,1.5,81450,RONALDO SANTINI,883.34,0.0,2015-02-26
GRAMADO - RS,2015-02-27,0,1.5,81455,RONALDO SANTINI,883.34,0.0,2015-02-28
BENTO GONCALVES - RS,2015-03-01,0,0.5,81517,RONALDO SANTINI,294.45,0.0,2015-03-01
"VACARIA - RS,  BOM JESUS - RS,  VERANOPOLIS - RS,  NOVA PRATA - RS",2015-03-06,0,2.5,81729,RONALDO SANTINI,1472.23,0.0,2015-03-08
"LAGOA VERMELHA - RS,  VILA FLORES - RS",2015-03-13,0,1.5,81932,RONALDO SANTINI,883.34,0.0,2015-03-14
BRASILIA - DF,2015-03-16,2,3.5,81908,RONALDO SANTINI,2606.7,0.0,2015-03-19
"SOLEDADE - RS,  GENTIL - RS,  BENTO GONCALVES - RS,  LAGOA DOS TRES CANTOS - RS,  NOVA BOA VISTA - RS,  MATO CASTELHANO - RS",2015-03-20,0,2.5,81979,RONALDO SANTINI,1472.23,0.0,2015-03-22
SOLEDADE - RS,2015-03-23,0,0.5,81999,RONALDO SANTINI,294.45,0.0,2015-03-23
"GARIBALDI - RS,  MULITERNO - RS,  BALNEARIO PINHAL - RS",2015-03-27,0,2.5,82261,RONALDO SANTINI,1472.23,0.0,2015-03-29
"VERANOPOLIS - RS,  IGREJINHA - RS",2015-04-10,0,1.5,82570,RONALDO SANTINI,883.34,0.0,2015-04-11
"ENCANTADO - RS,  IPE - RS",2015-04-16,0,1.5,82651,RONALDO SANTINI,883.34,0.0,2015-04-17
"CASEIROS - RS,  MONTAURI - RS",2015-05-01,0,1.5,83059,RONALDO SANTINI,883.34,0.0,2015-05-02
"VILA MARIA - RS,  BENTO GONCALVES - RS",2015-05-08,0,2.5,83200,RONALDO SANTINI,1472.23,0.0,2015-05-10
IBIRAIARAS - RS,2015-05-23,0,0.5,83740,RONALDO SANTINI,294.45,0.0,2015-05-23
BRASILIA - DF,2015-05-26,2,2.5,83206,RONALDO SANTINI,1861.93,0.0,2015-05-28
"PASSO FUNDO - RS,  BARRACAO - RS,  CAMBARA DO SUL - RS",2015-05-29,0,2.5,83742,RONALDO SANTINI,1472.23,0.0,2015-05-31
BENTO GONCALVES - RS,2015-06-04,0,0.5,83867,RONALDO SANTINI,294.45,0.0,2015-06-04
ENCANTADO - RS,2015-06-05,0,0.5,83872,RONALDO SANTINI,294.45,0.0,2015-06-05
"AUREA - RS,  ERVAL GRANDE - RS",2015-06-06,0,1.5,83874,RONALDO SANTINI,883.34,0.0,2015-06-07
SAO FRANCISCO DE PAULA - RS,2015-06-20,0,0.5,84088,RONALDO SANTINI,294.45,0.0,2015-06-20
ENCANTADO - RS,2015-06-27,0,0.5,84293,RONALDO SANTINI,294.45,0.0,2015-06-27
"CARLOS BARBOSA - RS,  IPE - RS",2015-07-02,0,1.5,84550,RONALDO SANTINI,883.34,0.0,2015-07-03
BRASILIA - DF,2015-07-06,2,2.5,84590,RONALDO SANTINI,1861.93,0.0,2015-07-08
VACARIA - RS,2015-07-10,0,0.5,84749,RONALDO SANTINI,294.45,0.0,2015-07-10
PASSO FUNDO - RS,2015-07-20,0,0.5,84809,RONALDO SANTINI,294.45,0.0,2015-07-20
BOM RETIRO DO SUL - RS,2015-07-21,0,0.5,84869,RONALDO SANTINI,294.45,0.0,2015-07-21
"ERECHIM - RS,  NOVA BOA VISTA - RS",2015-07-23,0,1.5,84872,RONALDO SANTINI,883.34,0.0,2015-07-24
BRASILIA - DF,2015-08-03,2,2.5,85196,RONALDO SANTINI,1861.93,0.0,2015-08-05
"CAXIAS DO SUL - RS,  IPE - RS",2015-08-07,0,1.5,85131,RONALDO SANTINI,883.34,0.0,2015-08-08
SALVADOR DO SUL - RS,2015-08-14,0,0.5,85318,RONALDO SANTINI,294.45,0.0,2015-08-14
SAO PAULO - SP,2015-08-24,2,0.5,85536,RONALDO SANTINI,372.39,0.0,2015-08-24
VACARIA - RS,2015-08-27,0,0.5,85537,RONALDO SANTINI,294.45,0.0,2015-08-27
"ERVAL GRANDE - RS,  VANINI - RS",2015-09-04,0,1.0,85800,RONALDO SANTINI,588.89,158.0,2015-09-05
GARIBALDI - RS,2015-09-17,0,0.5,86297,RONALDO SANTINI,294.45,0.0,2015-09-17
SALVADOR - BA,2015-09-23,2,2.0,86271,RONALDO SANTINI,1489.54,0.0,2015-09-25
GARIBALDI - RS,2015-10-01,0,0.5,86517,RONALDO SANTINI,294.45,0.0,2015-10-01
VACARIA - RS,2015-10-05,0,0.5,86560,RONALDO SANTINI,294.45,0.0,2015-10-05
SANTANA DA BOA VISTA - RS,2015-10-08,0,0.5,86521,RONALDO SANTINI,294.45,0.0,2015-10-08
PROTASIO ALVES - RS,2015-11-06,0,0.5,87184,RONALDO SANTINI,294.45,30.0,2015-11-06
BRASILIA - DF,2015-11-10,2,0.5,87209,RONALDO SANTINI,372.39,0.0,2015-11-10
SALVADOR DO SUL - RS,2015-11-12,0,0.5,87377,RONALDO SANTINI,294.45,0.0,2015-11-12
"VERANOPOLIS - RS,  VILA FLORES - RS",2015-11-13,0,2.0,87379,RONALDO SANTINI,1177.78,400.0,2015-11-15
BRASILIA - DF,2015-11-18,2,1.0,87489,RONALDO SANTINI,744.77,0.0,2015-11-19
VILA FLORES - RS,2015-11-20,0,0.5,87599,RONALDO SANTINI,294.45,0.0,2015-11-20
CAPAO BONITO DO SUL - RS,2015-11-21,0,0.5,87601,RONALDO SANTINI,294.45,0.0,2015-11-21
VACARIA - RS,2015-11-27,0,0.5,87740,RONALDO SANTINI,294.45,0.0,2015-11-27
BALNEARIO PINHAL - RS,2015-12-14,0,0.5,88063,RONALDO SANTINI,294.45,0.0,2015-12-14
ENCANTADO - RS,2015-12-17,0,0.5,88061,RONALDO SANTINI,294.45,40.0,2015-12-17
LAGOA VERMELHA - RS,2015-12-18,0,0.5,88062,RONALDO SANTINI,294.45,0.0,2015-12-18
"VERANOPOLIS - RS,  GARIBALDI - RS",2015-12-19,0,1.0,88067,RONALDO SANTINI,588.89,200.0,2015-12-20
"FONTOURA XAVIER - RS,  SOLEDADE - RS,  MARAU - RS",2015-02-19,0,0.5,81357,SERGIO BERGONSI TURRA,294.45,171.86,2015-02-19
PASSO FUNDO - RS,2015-02-28,0,0.5,81524,SERGIO BERGONSI TURRA,294.45,53.0,2015-02-28
"CARAZINHO - RS,  NAO-ME-TOQUE - RS",2015-03-08,0,1.5,81740,SERGIO BERGONSI TURRA,883.34,137.84,2015-03-09
"CAXIAS DO SUL - RS,  BENTO GONCALVES - RS",2015-03-12,0,1.5,81838,SERGIO BERGONSI TURRA,883.34,0.0,2015-03-13
"IBIRAPUITA - RS,  NICOLAU VERGUEIRO - RS,  LAGOA DOS TRES CANTOS - RS",2015-03-20,0,0.5,81945,SERGIO BERGONSI TURRA,294.45,5.5,2015-03-20
BRASILIA - DF,2015-04-05,2,3.5,82502,SERGIO BERGONSI TURRA,2606.7,130.48,2015-04-08
"SARANDI - RS,  SOLEDADE - RS",2015-04-29,0,1.5,83032,SERGIO BERGONSI TURRA,883.34,394.9,2015-04-30
Paris - FRANCA.,2015-05-22,4,6.5,83250,SERGIO BERGONSI TURRA,8874.84,0.0,2015-05-28
BRASILIA - DF,2015-06-09,2,1.5,83999,SERGIO BERGONSI TURRA,1117.16,88.55,2015-06-10
"CANDIDO GODOI - RS,  ERECHIM - RS,  GIRUA - RS,  HORIZONTINA - RS,  PASSO FUNDO - RS,  SANTA ROSA - RS,  SENADOR SALGADO FILHO - RS,  TUCUNDUVA - RS,  TUPARENDI - RS,  UBIRETAMA - RS",2015-06-11,0,4.5,84034,SERGIO BERGONSI TURRA,2650.01,750.1,2015-06-15
"COTIPORA - RS,  VERANOPOLIS - RS,  PARAI - RS",2015-07-10,0,0.5,84538,SERGIO BERGONSI TURRA,294.45,35.0,2015-07-10
"NONOAI - RS,  ERECHIM - RS,  SERAFINA CORREA - RS,  IBIACA - RS",2015-07-17,0,1.5,84947,SERGIO BERGONSI TURRA,883.34,159.34,2015-07-18
"PANAMBI - RS,  SALDANHA MARINHO - RS,  DAVID CANABARRO - RS,  MARAU - RS",2015-07-20,0,1.5,84948,SERGIO BERGONSI TURRA,883.34,373.92,2015-07-21
SAO PAULO - SP,2015-07-27,2,3.5,85053,SERGIO BERGONSI TURRA,2606.7,51.5,2015-07-30
"FLORIANOPOLIS - SC,  PALHOCA - SC,  BIGUACU - SC",2015-08-19,2,1.5,85353,SERGIO BERGONSI TURRA,1117.16,139.18,2015-08-20
VANINI - RS,2015-09-05,0,0.5,85735,SERGIO BERGONSI TURRA,294.45,159.37,2015-09-05
BENTO GONCALVES - RS,2015-09-12,0,0.5,85937,SERGIO BERGONSI TURRA,294.45,64.0,2015-09-12
"CACAPAVA DO SUL - RS,  DOM PEDRITO - RS,  SANTANA DO LIVRAMENTO - RS",2015-09-17,0,1.0,86072,SERGIO BERGONSI TURRA,588.89,132.38,2015-09-18
PASSO FUNDO - RS,2015-09-19,0,0.5,86072,SERGIO BERGONSI TURRA,294.45,54.67,2015-09-19
"SELBACH - RS,  IBIRUBA - RS,  NAO-ME-TOQUE - RS,  ANDRE DA ROCHA - RS",2015-09-24,0,1.0,86267,SERGIO BERGONSI TURRA,588.89,85.0,2015-09-25
"PASSO FUNDO - RS,  SERTAO - RS,  ERECHIM - RS,  CENTENARIO - RS",2015-09-28,0,1.0,86267,SERGIO BERGONSI TURRA,588.89,83.0,2015-09-29
"TUPARENDI - RS,  TUCUNDUVA - RS,  SANTA ROSA - RS,  CANDIDO GODOI - RS,  SALVADOR DAS MISSOES - RS,  CAMPINA DAS MISSOES - RS,  CONSTANTINA - RS",2015-10-01,0,3.0,86485,SERGIO BERGONSI TURRA,1766.67,249.0,2015-10-04
BRASILIA - DF,2015-10-13,2,3.0,86756,SERGIO BERGONSI TURRA,2234.31,341.06,2015-10-16
"NAO-ME-TOQUE - RS,  MARAU - RS,  GUAPORE - RS",2015-11-05,0,1.0,87110,SERGIO BERGONSI TURRA,588.89,110.0,2015-11-06
GRAMADO - RS,2015-11-11,0,1.0,87338,SERGIO BERGONSI TURRA,588.89,98.5,2015-11-12
ERECHIM - RS,2015-11-14,0,1.0,87340,SERGIO BERGONSI TURRA,588.89,90.0,2015-11-15
"SANTA BARBARA DO SUL - RS,  MARAU - RS,  VILA FLORES - RS",2015-11-19,0,1.0,87517,SERGIO BERGONSI TURRA,588.89,80.0,2015-11-20
GETULIO VARGAS - RS,2015-12-11,0,0.5,87967,SERGIO BERGONSI TURRA,294.45,19.6,2015-12-11
TERRA DE AREIA - RS,2015-02-16,0,0.5,81289,SERGIO PERES ALÓS,294.45,54.5,2015-02-16
"CACEQUI - RS,  URUGUAIANA - RS,  BARRA DO QUARAI - RS",2015-02-20,0,2.5,81281,SERGIO PERES ALÓS,1472.23,56.849999999999994,2015-02-22
BRASILIA - DF,2015-03-01,2,4.5,81562,SERGIO PERES ALÓS,3351.47,0.0,2015-03-05
"CAXIAS DO SUL - RS,  BENTO GONCALVES - RS",2015-03-07,0,1.5,81688,SERGIO PERES ALÓS,883.34,203.2,2015-03-08
SAO PAULO - SP,2015-03-13,0,1.5,82040,SERGIO PERES ALÓS,1117.16,0.0,2015-03-14
SAO LOURENCO DO SUL - RS,2015-03-23,0,0.5,82048,SERGIO PERES ALÓS,294.45,10.0,2015-03-23
"CACAPAVA DO SUL - RS,  RIO GRANDE - RS,  PELOTAS - RS",2015-03-27,0,2.5,82205,SERGIO PERES ALÓS,1472.23,388.0,2015-03-29
"CARLOS BARBOSA - RS,  BENTO GONCALVES - RS,  CAXIAS DO SUL - RS,  GARIBALDI - RS",2015-04-04,0,1.5,82250,SERGIO PERES ALÓS,883.34,190.0,2015-04-05
ERECHIM - RS,2015-04-10,0,1.5,82644,SERGIO PERES ALÓS,883.34,60.0,2015-04-11
SANTA MARIA - RS,2015-04-18,0,1.5,82647,SERGIO PERES ALÓS,883.34,218.01,2015-04-19
ERECHIM - RS,2015-04-24,0,1.5,82988,SERGIO PERES ALÓS,883.34,70.0,2015-04-25
CACHOEIRA DO SUL - RS,2015-05-03,0,0.5,82994,SERGIO PERES ALÓS,294.45,29.0,2015-05-03
URUGUAIANA - RS,2015-05-04,0,0.5,82993,SERGIO PERES ALÓS,294.45,59.05,2015-05-04
CACHOEIRA DO SUL - RS,2015-05-08,0,0.5,83409,SERGIO PERES ALÓS,294.45,48.0,2015-05-08
TRAMANDAI - RS,2015-05-16,0,0.5,83410,SERGIO PERES ALÓS,294.45,197.0,2015-05-16
ROSARIO DO SUL - RS,2015-06-18,0,1.5,84135,SERGIO PERES ALÓS,883.34,94.0,2015-06-19
FONTOURA XAVIER - RS,2015-06-29,0,0.5,84321,SERGIO PERES ALÓS,294.45,32.6,2015-06-29
OSORIO - RS,2015-07-06,0,0.5,84498,SERGIO PERES ALÓS,294.45,19.5,2015-07-06
"PELOTAS - RS,  CANGUCU - RS",2015-07-09,0,2.5,84768,SERGIO PERES ALÓS,1472.23,121.16,2015-07-11
"PASSO FUNDO - RS,  ERECHIM - RS",2015-07-24,0,2.5,84952,SERGIO PERES ALÓS,1472.23,244.5,2015-07-26
GRAMADO - RS,2015-07-29,0,0.5,84987,SERGIO PERES ALÓS,294.45,116.05,2015-07-29
"SAO GABRIEL - RS,  URUGUAIANA - RS,  ALEGRETE - RS,  CACHOEIRA DO SUL - RS",2015-07-30,0,1.0,85048,SERGIO PERES ALÓS,588.89,90.0,2015-07-31
"SAO GABRIEL - RS,  URUGUAIANA - RS,  ALEGRETE - RS,  CACHOEIRA DO SUL - RS",2015-08-01,0,2.5,85048,SERGIO PERES ALÓS,1472.23,167.0,2015-08-02
CAXIAS DO SUL - RS,2015-08-08,0,0.5,85167,SERGIO PERES ALÓS,294.45,23.35,2015-08-08
BRASILIA - DF,2015-08-24,0,1.5,85516,SERGIO PERES ALÓS,1117.16,431.0,2015-08-25
"JAGUARAO - RS,  CAMAQUA - RS",2015-09-05,0,1.0,85807,SERGIO PERES ALÓS,588.89,214.5,2015-09-06
PANTANO GRANDE - RS,2015-09-11,0,0.5,86025,SERGIO PERES ALÓS,294.45,49.1,2015-09-11
PANTANO GRANDE - RS,2015-09-12,0,0.5,86025,SERGIO PERES ALÓS,294.45,81.1,2015-09-12
ESTRELA - RS,2015-09-26,0,0.5,86258,SERGIO PERES ALÓS,294.45,37.9,2015-09-26
"IRAI - RS,  FREDERICO WESTPHALEN - RS,  POUSO NOVO - RS",2015-10-02,0,2.0,86507,SERGIO PERES ALÓS,1177.78,328.0,2015-10-04
BRASILIA - DF,2015-10-05,2,5.0,86599,SERGIO PERES ALÓS,3723.85,0.0,2015-10-10
NOVA PETROPOLIS - RS,18/10/2015,0,0.5,86723,SERGIO PERES ALÓS,294.45,33.0,18/10/2015
URUGUAIANA - RS,2015-10-22,0,1.0,86809,SERGIO PERES ALÓS,588.89,60.0,2015-10-23
ERECHIM - RS,2015-10-30,0,1.0,87016,SERGIO PERES ALÓS,588.89,0.0,2015-10-31
ERECHIM - RS,2015-11-01,0,1.0,87016,SERGIO PERES ALÓS,588.89,307.5,2015-11-01
"BAGE - RS,  HULHA NEGRA - RS",2015-11-13,0,2.0,87356,SERGIO PERES ALÓS,1177.78,400.0,2015-11-15
TORRES - RS,2015-11-19,0,0.5,87582,SERGIO PERES ALÓS,294.45,46.0,2015-11-19
GARUVA - SC,2015-11-20,0,0.5,87589,SERGIO PERES ALÓS,372.39,30.0,2015-11-20
SAO PAULO - SP,2015-11-21,0,0.5,87594,SERGIO PERES ALÓS,372.39,205.04,2015-11-21
TUBARAO - SC,2015-11-22,0,0.5,87597,SERGIO PERES ALÓS,372.39,130.0,2015-11-22
